source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
dataverse,"International Artificial Intelligence (AI) and AI-Related Standards Landscape: ISO, IEEE, ETSI, and ITU",https://doi.org/10.7910/DVN/LBIXU6,10.7910/dvn/lbixu6,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Me",,,,,International AI Standards Dataset.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Can items derived from the international literature be used in national quality of life instruments? A qualitative study conceptualizing the EQ-HWB in China,https://doi.org/10.17026/DANS-ZYW-X44C,10.17026/dans-zyw-x44c,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['__row_id__']",,,,,Data Chinese responders on the EQ-HWB.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Music Questionnaire,https://figshare.com/articles/dataset/Music_Questionnaire/30688334,10.6084/m9.figshare.30688334.v1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['11、音乐在日常中的角色', '",,,,,Music Questionnaire.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,问卷数据.xls,https://figshare.com/articles/dataset/__xls/14298845,10.6084/m9.figshare.14298845.v1,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['__row_id__']",,,,,问卷数据.xls,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Exploring the Artificial Intelligence “Trust Paradox”: Evidence from a Survey Experiment in the United States,https://doi.org/10.7910/DVN/EOYDJR,10.7910/dvn/eoydjr,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*",21147.0,1007.0,21.0,1.0,Datav3.tab,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Validation of the Turkish AI Specific Teacher Attitude Questionnaire with Measurement Invariance across Gender and Teaching Level,https://doi.org/10.7910/DVN/KRWI6E,10.7910/dvn/krwi6e,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",27820.0,392.0,71.0,0.9996,data.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Quality of Life Assessment and Practice Support System Project,https://doi.org/10.5683/SP3/A4JG2R,10.5683/sp3/a4jg2r,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",53831.0,1745.0,31.0,0.9951,QPSS_RCTData.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,International Prostate Symptom Score and Quality of Life Index for Lower Urinary Tract Symptoms are Associated with Aging Males Symptoms Rating Scale for Late-Onset Hypogonadism Symptoms,https://doi.org/10.7910/DVN/AHCDXA,10.7910/dvn/ahcdxa,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",116084.0,1688.0,69.0,0.9967,data sheet.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for Changes in quality of life over time through the lens of young people aged 18 – 24 in 2016 in Gauteng Province of South Africa.,https://doi.org/10.7910/DVN/DHOAG0,10.7910/dvn/dhoag0,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",681712.0,26357.0,26.0,0.9948,Manuscript_dataset.tab,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
mendeley,幸福感与创新（宏观）,https://data.mendeley.com/datasets/gfzx8n6wmb,10.17632/gfzx8n6wmb,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",228845.0,651.0,357.0,0.9847,happy+inno.dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
