source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0296817,Physical education and student well-being: Promoting health and fitness in schools,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0296817,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0296817.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0296817_S1_Data.xlsx,10980.0,7.0,20.0,78.4286,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0312265,Effects of soccer instruction on the executive functions and agility of children in early childhood,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0312265,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0312265.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0312265_S1_Data.xlsx,910.0,2.0,13.0,35.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0341906,Research on the evolution of physical teachers and physical teaching policy: A perspective from China,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0341906,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Number', 'Year', 'Institute', 'Title', 'Class', 'Content'] | SI caption: Template data collection form.   https://doi.org/10.1371/jou",All relevant data are within the  Supporting Information  files.,,journal.pone.0341906_S1_File.xlsx,,,,,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0308483,A comparative study on the physical fitness of college students from different grades and majors in Jiangxi province,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0308483,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Major', 'Physical fitness test', 'Freshman (A)', 'Sophomore (B)', 'Junior (C)', 'F/P', 'Difference value/P', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11'] | SI caption: https://doi.org/10.1371/journal.pone.0308483.s001",The datasets used during the current study are publicly available at  https://doi.org/10.5061/dryad.qbzkh18sd  and can be found in  supporting information .,https://doi.org/10.5061/dryad.qbzkh18sd,journal.pone.0308483_S1_Table.xls,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0171673,Prediction of intention to continue sport in athlete students: A self-determination theory approach,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171673,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: That is a SPSS file.   https://doi.org/10.1371/journal.pone.",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0171673_S1_Data.sav,1076.0,22.0,4.0,12.2273,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0333964,Comparative effects of lived experience-lecturer-guided and teacher-led classes on mental illness awareness among Japanese high school students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333964,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Please choose the option that most closely matches your opinion on mental illness.', 'Unnamed: 1'] | SI caption: An Excel file containing anonymized data from 117 participan",The dataset supporting the findings of this study has been uploaded to Zenodo (DOI: 10.5281/zenodo.15558879) The data are under embargo and will be made publicly available upon acceptance of the manuscript for publication in PLOS ONE. All relevant data are within the manuscript and its  Supporting i,https://doi.org/10.5281/zenodo.15558879,journal.pone.0333964_S1_Dataset.xlsx,,,,,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0254244,The impact of COVID-19 on Physical Activity of Czech children,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0254244,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Master data: Pre-COVID and COVID.   https://doi.org/10.1371/","All relevant data are within the paper and its  Supporting Information  files. The supporting information is included at the end of the manuscript on pages 19-20, lines 397-401. Supplementary Materials: available online at:  https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0245256 .",https://doi.org/10.1371/journal.pone.0245256,journal.pone.0254244_S1_File.xlsx,4255.0,2.0,14.0,151.9643,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0269653,Co-developing a health promotion programme for indigenous youths in Brazil: A concept mapping report,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0269653,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column '#' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['#', 'Username', 'Name', 'Pile Number', 'Pile Name', 'Statement Number', 'Statement'] | SI caption: Sorting report form ",All relevant data are within the article and its  Supporting Information  files.,,journal.pone.0269653_S3_Table.xlsx,,,,,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0211933,The moderating role of sportsmanship and violent attitudes on social and personal responsibility in adolescents. A clustering-classification approach,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211933,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Database sportmanship and violence cluster.   https://doi.or",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0211933_S1_Dataset.sav,24903.0,32.0,42.0,18.529,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0196024,When mathematics meets physical activity in the school-aged child: The effect of an integrated motor and cognitive approach to learning geometry,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196024,cc-by,human_assistance,"QC failed on: id_na, dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*, density* | SI caption: Data math and PE.   https://doi.org/10.1371/journal.pone.019",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0196024_S1_Table.xlsx,444.0,0.0,12.0,0.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
