source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
pmc,peerj,10.7717/peerj.7432,Defining cognitive profiles of depressive patients using the Brief Assessment of Cognition in Affective Disorders.,https://europepmc.org/article/PMC/PMC6679906,PMC6679906,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-07-7432-s002.xlsx,7868.0,39.0,111.0,1.8175,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,screports,10.1038/s41598-022-16160-z,Development of a screening algorithm for borderline personality disorder using electronic health records.,https://europepmc.org/article/PMC/PMC9279396,PMC9279396,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Model Type', 'Training Method', 'AUROC', 'Accuracy', 'AUCPR (Average Precision)', 'Sensitivity (recall) of Classic BoPD']",41598_2022_16160_MOESM2_ESM.xlsx,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,screports,10.1038/s41598-018-22937-y,"Driving habits and behaviors of patients with brain tumors: a self-report, cognitive and driving simulation study.",https://europepmc.org/article/PMC/PMC5854700,PMC5854700,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",41598_2018_22937_MOESM3_ESM.xlsx,520.0,17.0,20.0,1.5294,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.7418,Influence of acute combined physical and cognitive exercise on cognitive function: an NIRS study.,https://europepmc.org/article/PMC/PMC6681798,PMC6681798,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*",peerj-07-7418-s001.xlsx,160.0,11.0,8.0,1.8182,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.15466,C/EBPα involvement in microglial polarization via HDAC1/STAT3 pathway aggravated sevoflurane-induced cognitive impairment in aged rats.,https://europepmc.org/article/PMC/PMC10286799,PMC10286799,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12', 'Unnamed: 13', 'Unnamed: 14', 'Unnamed: 15', 'Unnamed: 16']",peerj-11-15466-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.4906,Transcranial direct current stimulation over the right DLPFC selectively modulates subprocesses in working memory.,https://europepmc.org/article/PMC/PMC5978386,PMC5978386,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-06-4906-s001.xlsx,696.0,29.0,12.0,2.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.9279,Association of retinal nerve fiber abnormalities with serum CNTF and cognitive functions in schizophrenia patients.,https://europepmc.org/article/PMC/PMC7335503,PMC7335503,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-08-9279-s001.sav,9290.0,2.0,27.0,172.037,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.14011,When aggressiveness could be too risky: linking personality traits and predator response in superb fairy-wrens.,https://europepmc.org/article/PMC/PMC9526405,PMC9526405,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-10-14011-s001.xlsx,560.0,40.0,7.0,2.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,screports,10.1038/s41598-025-15644-y,Evaluation using artificial intelligence shows post pandemic differences in oral reading fluency between Brazilian public and private school students.,https://europepmc.org/article/PMC/PMC12358507,PMC12358507,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Grade', 'Mean', 'SD', 'Minimum', 'Maximum', 'Skewness', 'Kurtosis', 'Mean.1', 'SD.1', 'Minimum.1', 'Maximum.1', 'Skewness.1', 'Kurtosis.1']",41598_2025_15644_MOESM1_ESM.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,bmcmrm,10.1186/s12874-022-01816-1,Transformation of Rasch model logits for enhanced interpretability.,https://europepmc.org/article/PMC/PMC9783398,PMC9783398,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Logit Transformations of Rasch Model Estimations' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Logit Transformations of Rasch Model Estimations', 'Unnamed: 1', 'Unname",12874_2022_1816_MOESM1_ESM.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
