source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
pmc,peerj,10.7717/peerj.14960,"Translation, validity, and reliability of the European Portuguese version of the Touch Experiences and Attitudes Questionnaire.",https://europepmc.org/article/PMC/PMC10078461,PMC10078461,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-11-14960-s001.sav,11884.0,39.0,31.0,9.8296,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17315,Successful treatment of diplopia using prism correction combined with vision therapy/orthoptics improves health-related quality of life.,https://europepmc.org/article/PMC/PMC11088820,PMC11088820,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Subject ID' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Subject ID', 'Q1', 'Q2', 'Q3', 'Q4', 'Q5', 'Q6', 'Q7', 'Q8', 'Q9', 'Q10', 'Q11', 'Q12', 'Q13', 'Q14', 'Q15', '",peerj-12-17315-s003.xls,,,,,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.10877,The role of gender and academic degree on preference for smooth curvature of abstract shapes.,https://europepmc.org/article/PMC/PMC7953868,PMC7953868,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-09-10877-s002.xlsx,599040.0,160.0,26.0,144.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.11695,Depression and low physical activity are related to sarcopenia in hemodialysis: a single-center study.,https://europepmc.org/article/PMC/PMC8253107,PMC8253107,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-09-11695-s001.xls,1664.0,45.0,16.0,2.3111,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.2845,The acceptability of TV-based game platforms as an instrument to support the cognitive evaluation of senior adults at home.,https://europepmc.org/article/PMC/PMC5214704,PMC5214704,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'YES', 'NO', ""Don't know / No answer"", 'Unnamed: 6', 'Unnamed: 7', 'Total', 'YES.1', 'NO.1', 'DN/NA', 'Unnamed: 12', 'Unnamed: 13']",peerj-05-2845-s001.xlsx,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17774,Neighborhood structure-guided brain functional networks estimation for mild cognitive impairment identification.,https://europepmc.org/article/PMC/PMC11296305,PMC11296305,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Translation', 'Original Text', 'File', 'Line Number']",peerj-12-17774-s003.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.16349,"Interactive bioacoustic playback as a tool for detecting and exploring nonhuman intelligence: ""conversing"" with an Alaskan humpback whale.",https://europepmc.org/article/PMC/PMC10693240,PMC10693240,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Equipment Specifications', 'Unnamed: 1']",peerj-11-16349-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.16106,Validation of the HeLD-14 functional oral health literacy instrument in a general population.,https://europepmc.org/article/PMC/PMC10573372,PMC10573372,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Wide source file contains response-level column(s) ['date'] — cannot safely melt. Manual mapping required.,peerj-11-16106-s001.xlsx,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.20725,"The structure of personality in Parkinson's disease and the effects of age, years since diagnosis, and impulsivity.",https://europepmc.org/article/PMC/PMC12925408,PMC12925408,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-14-20725-s001.xlsx,21263.0,7.0,93.0,32.6621,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.10903,Mental health status and quality of life in elderly patients with coronary heart disease.,https://europepmc.org/article/PMC/PMC7896500,PMC7896500,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-09-10903-s001.xlsx,5832.0,2.0,27.0,108.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.20481,Differential effects of physical activity on cognitive and motor performance in obese young adults.,https://europepmc.org/article/PMC/PMC12700113,PMC12700113,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-13-20481-s002.xlsx,1520.0,43.0,20.0,1.7674,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.11384,Hospital-based case control study and animal study on the relationship between nonylphenol exposure and depression.,https://europepmc.org/article/PMC/PMC8139269,PMC8139269,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'T' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['T', 'Z', 'Y']",peerj-09-11384-s005.sav,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.1631,The personality trait of behavioral inhibition modulates perceptions of moral character and performance during the trust game: behavioral results and computational modeling.,https://europepmc.org/article/PMC/PMC4800786,PMC4800786,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Model ', 'Description', 'Changing Parameters', 'k']",peerj-04-1631-s003.xlsx,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.9707,"Personality, cognition and behavior in chimpanzees: a new approach based on Eysenck's model.",https://europepmc.org/article/PMC/PMC7439959,PMC7439959,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-08-9707-s002.xlsx,12989.0,13.0,15.0,66.6103,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.16379,Light wavelength and pulsing frequency affect avoidance responses of Canada geese.,https://europepmc.org/article/PMC/PMC10668863,PMC10668863,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['wl', '1200_Cloudy']",peerj-11-16379-s019.csv,,,,,8.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.12531,Translation and psychometric validation of the Persian version of the Questionnaire on Smoking Urges for assessment of craving to smoke among university students.,https://europepmc.org/article/PMC/PMC8627126,PMC8627126,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-09-12531-s001.sav,2744.0,2.0,7.0,196.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,screports,10.1038/s41598-025-99735-w,Profiling 92 circulating neurobiological proteins identifies novel candidate biomarkers of long-term cognitive outcome after ischemic stroke.,https://europepmc.org/article/PMC/PMC12048571,PMC12048571,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Supplemental Tables'],41598_2025_99735_MOESM1_ESM.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,screports,10.1038/s41598-023-49490-7,Transdiagnostic clustering and network analysis for questionnaire-based symptom profiling and drug recommendation in the UK Biobank and a Korean cohort.,https://europepmc.org/article/PMC/PMC10894302,PMC10894302,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",41598_2023_49490_MOESM2_ESM.xlsx,909.0,19.0,3.0,15.9474,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,screports,10.1038/s41598-026-56835-5,Wind turbine proximity and health-related quality of life in Germany 2002 to 2022.,https://europepmc.org/article/PMC/PMC13265856,PMC13265856,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Table of Contents'],41598_2026_56835_MOESM1_ESM.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,bmcmrm,10.1186/s12874-025-02473-w,Artificial intelligence methods applied to longitudinal data from electronic health records for prediction of cancer: a scoping review.,https://europepmc.org/article/PMC/PMC11773903,PMC11773903,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Record ID' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Record ID', 'Is the data open source?', 'Dataset', 'Did they use a common data model?', 'Is the code available?",12874_2025_2473_MOESM4_ESM.xlsx,,,,,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
