source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0306609,Effects of stimulus onset asynchrony on cognitive control in healthy adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0306609,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0306609.s001",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0306609_S1_Data.xlsx,2040.0,34.0,6.0,10.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0188895,Simple reaction times to cyclopean stimuli reveal that the binocular system is tuned to react faster to near than to far objects,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188895,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: [""ParticipantID\tStimulus(')\tContrast(%)\tReaction-Time\tVisibility\tDisparity""] | SI caption: Raw reaction times.    The data set contains the 10 raw reac",All relevant data are within the Supporting Information File. The animated gif file of the stimuli may be made available upon request from the corresponding author Gábor Jandó at  gabor.jando@aok.pte.hu .,,journal.pone.0188895_S1_Dataset.csv,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0282123,Hospital-wide survey of clinical experience with artificial intelligence applied to daily chest radiographs,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0282123,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Data file.   https://doi.org/10.1371/journal.pone.0282123.s0",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0282123_S1_Data.xlsx,210.0,2.0,2.0,52.5,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0225617,Subjective value then confidence in human ventromedial prefrontal cortex,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0225617,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: Significant cluster activation from GLM1 and GLM2.    Full d",Data are available from: ( https://neurovault.org/collections/6321/ ).,,journal.pone.0225617_S1_Table.xlsx,1060.0,4.0,4.0,66.25,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0314052,Experienced cognitive load in the emergency department. A prospective study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0314052,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0314052.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0314052_S1_Dataset.sav,2965.0,13.0,2.0,114.0385,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0136524,Experimental Evidence on Iterated Reasoning in Games,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0136524,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['session\tid\tsession_id\ttreatment_hu_first\tgroup_size\tpayoff_EUR\tgender\tage_years\tstudent\tcrt_answer1\tcrt_answer2\tcrt_answer3\tcrt_correct1\tcrt_correct2\tcrt_correct3\tcrt_correct_sum\tcrt_time1\tcrt_time2\tcrt_time3\tdf_ai_decision_correct_1,All relevant data are within the paper and its Supporting Information files.,,journal.pone.0136524_S1_Dataset.csv,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0332372,Baseline task performance predicts mini-mental state examination improvement after individuals with dementia practice an N-back task with bilateral transcranial direct current stimulation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0332372,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Participant Number', 'Severity Group', 'BT1', 'BT2', 'BT3', 'UT1', 'UT2', 'UT3', 'ST1', 'ST2', 'ST3', 'BUT1', 'BUT2', 'BUT3', 'UUT1', 'UUT2', 'UUT3', 'SUT1', 'SUT2', 'SUT3', 'MMSEB1', 'MMSEB2', 'MMSE3', 'MMSEU1', 'MMSEU2', 'MMSEU3', 'MMSES1', 'MMSES2',",The minimal anonymized dataset necessary to replicate our study findings has been deposited in Zenodo and is freely available at  https://doi.org/10.5281/zenodo.17047614 .,https://doi.org/10.5281/zenodo.17047614,journal.pone.0332372_S1_Data.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0165318,Exercise-Induced Fatigue and Caffeine Supplementation Affect Psychomotor Performance but Not Covert Visuo-Spatial Attention,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0165318,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Exercise experiment dataset.   https://doi.org/10.1371/journ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0165318_S1_Dataset.xlsx,864.0,12.0,3.0,24.0,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0158291,Evaluating the Influence of the Client Behavior in Cloud Computing,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158291,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Sets of Experiments', 'Factors', 'Experiment', 'Levels'] | SI caption: Experiments and results data spreadsheets in MS-Excel format",There is an Excel spreadsheet file with data about each experiment conducted for the present work discussed on paper as a Supporting Information file.,,journal.pone.0158291_S1_Table.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0348072,Police emergency dispatch model based on emergency level analysis and traffic planning,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0348072,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'PSO', 'BAS', 'IPSO', 'PSO.1', 'BAS.1', 'IPSO.1', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9'] | SI caption: The minimal dataset required to reproduce the figures and re",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0348072_S1_Dataset.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
