source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
plos,Undergraduate students with and without mental health concerns have different perceptions of disclosing mental health challenges to instructors,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0315155,10.1371/journal.pone.0315155,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Would you disclose?', 'Depends', 'No', 'Yes', 'Depends.1', 'No.1', 'Yes.1', 'Depends.2', 'No.2', 'Yes.2', 'Depends.3', 'No.3', 'Yes.3'] | SI caption: Data underlying the results.
   https://doi.org/10.1371/jour",,,,,journal.pone.0315155_S2_Appendix.xls,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Research on urban resilience assessment and driving forces based on Production-Living-Ecological Spaces: A case study of the Three Gorges Reservoir Area in China,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0326770,10.1371/journal.pone.0326770,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Categories', 'Factors', 'Data Sources', 'Time (Year)'] | SI caption: Data sources.   https://doi.org/10.1371/journal.pone.0326770",,,,,journal.pone.0326770_S1_Table.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Age and information preference: Neutral information sources in decision contexts,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0268713,10.1371/journal.pone.0268713,unknown,human_assistance,via Data Availability link https://osf.io/8nsyq/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Wide source file contains response-level column(s) ['date'] — cannot safely melt. Manual mapping required. | license_unknown* — license 'unknown' not recognised as open; verify before submission,,,,,Data_Study2_AgeAndInformationPreference.sav,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Performance of Older Persons in a Simulated Shopping Task Is Influenced by Priming with Age Stereotypes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0160739,10.1371/journal.pone.0160739,cc-by,human_assistance,"via Data Availability link https://figshare.com/articles/dataset/Summary_all_data_xlsx/3808347 | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['subject code', 'priming', 'total time - clock', 'total time', 'time next to clock', 'time next to answer', 'time next to buy', 'time next to next', 'no clo",,,,,Summary all data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,"Working memory, negative affect and personal assets: How do they relate to mathematics and reading literacy?",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218921,10.1371/journal.pone.0218921,unknown,human_assistance,"via Data Availability link https://osf.io/ca2h6 | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Title: Working memory, negative affect and personal assets: How do they relate to mathematics and reading literacy?', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', ",,,,,Dataset.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Statistical learning abilities of children with dyslexia across three experimental paradigms,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220041,10.1371/journal.pone.0220041,unknown,human_assistance,"via Data Availability link https://osf.io/t8scv/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify ",,,,,Data_SRT.csv,12.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Reading with deaf eyes: Automatic activation of speech-based phonology during word recognition is task dependent,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327142,10.1371/journal.pone.0327142,unknown,human_assistance,"via Data Availability link https://osf.io/pnwkd/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Detected trial_* columns (['TRI",,,,,Experiment 2.xlsx,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Active and passive arm movements do not change affective evaluation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327881,10.1371/journal.pone.0327881,unknown,human_assistance,"via Data Availability link https://osf.io/3fmqv/files/osfstorage/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['V1-V36', 'Baseline evaluation of the 36 ideographs', 'Unnamed: 2'] | license_unknown* — license 'unknown' not recognised as open; verify before submission",,,,,description_of_variables.csv,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Neural correlates of anxiety under interrogation in guilt or innocence contexts,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0230837,10.1371/journal.pone.0230837,unknown,human_assistance,"via Data Availability link https://osf.io/p3ztn/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify ",,,,,PONE-D-19-25301R1_behavioral-data.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,Face detection in contextual scenes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0304288,10.1371/journal.pone.0304288,unknown,human_assistance,"via Data Availability link https://osf.io/uzcsj/?view_only=31e69d517116452d9f852b08245a7b96 | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row pe",,,,,Experiment_2.xlsx,6.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
