source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
pmc,peerj,10.7717/peerj.12022,The syndemic condition of psychosocial problems related to depression among sexually transmitted infections patients.,https://europepmc.org/article/PMC/PMC8462369,PMC8462369,cc-by,human_assistance,"QC failed on: id_na, dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*, density*",peerj-09-12022-s001.xlsx,89180.0,0.0,98.0,0.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.14499,"How to measure ego-resiliency in the face of various life-changing crises: Measurement invariance, convergent and discriminant validity and reliability of the Polish version of the Revised Ego-Resiliency Scale (ER89-R12).",https://europepmc.org/article/PMC/PMC9835690,PMC9835690,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*,peerj-11-14499-s001.sav,7658.0,4.0,14.0,136.75,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.20453,"Mirror feedback in Zumba dance education: effects on proprioception, balance and mood state.",https://europepmc.org/article/PMC/PMC12950186,PMC12950186,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",peerj-14-20453-s001.xlsx,507.0,22.0,13.0,1.7727,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.2790,Psychometric properties of the Perceived Stress Scale (PSS): measurement invariance between athletes and non-athletes and construct validity.,https://europepmc.org/article/PMC/PMC5162397,PMC5162397,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*,peerj-04-2790-s002.sav,3871.0,2.0,16.0,120.9688,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.19089,The impact of long COVID on quality of life and work performance among healthcare workers in Portugal.,https://europepmc.org/article/PMC/PMC11905913,PMC11905913,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-13-19089-s001.sav,2784.0,2.0,8.0,174.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17741,Exploring the mediating roles of physical literacy and mindfulness on psychological distress and life satisfaction among college students.,https://europepmc.org/article/PMC/PMC11283774,PMC11283774,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, multi_scale*",peerj-12-17741-s002.xls,11754.0,6.0,18.0,108.8333,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17670,Comparison of perceived masticatory ability in completely edentulous patients treated with thermoplastic complete denture versus single implant-retained mandibular overdenture: a single-center prospective observational study.,https://europepmc.org/article/PMC/PMC11229681,PMC11229681,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'PTTno' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['PTTno', 'Gender', 'AgeGroups', 'Age', 'Con1', 'Con6', 'impl1', 'imp6', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', '",peerj-12-17670-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17708,Effect of intensity training block on anxiety state and performance in competitive swimmers.,https://europepmc.org/article/PMC/PMC11246617,PMC11246617,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-12-17708-s001.sav,176.0,22.0,4.0,2.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.15580,"Psychological changes in athletes infected with Omicron after return to training: fatigue, sleep, and mood.",https://europepmc.org/article/PMC/PMC10276985,PMC10276985,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-11-15580-s002.sav,2903.0,2.0,13.0,111.6538,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.16862,"Nonpharmacological pain relief for labour pain: knowledge, attitude, and barriers among obstetric care providers.",https://europepmc.org/article/PMC/PMC10840495,PMC10840495,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-12-16862-s003.sav,1860.0,36.0,10.0,5.1667,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.14302,Distressed (Type D) personality is predicted by avoidance: evidence from a computer-based avatar task.,https://europepmc.org/article/PMC/PMC9618263,PMC9618263,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-10-14302-s001.xlsx,1510.0,13.0,5.0,23.2308,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.13373,An assessment of sensory sensitivity in women suffering from depression using transcutaneous electrical nerve stimulation.,https://europepmc.org/article/PMC/PMC9097666,PMC9097666,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-10-13373-s001.xlsx,588.0,45.0,7.0,1.8667,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.6502,Subjective wellbeing at different spatial scales for individuals satisfied and dissatisfied with life.,https://europepmc.org/article/PMC/PMC6387756,PMC6387756,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Unnamed: 1', 'SA1', 'SA2', 'SA3', 'SA4', 'State', 'SA1.1', 'SA2.1', 'SA3.1', 'SA4.1', 'State.1', 'SA1.2', 'SA2.2', 'SA3.2', 'SA4.2', 'State.2']",peerj-07-6502-s001.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.11034,Psychometric properties of the Attitudes towards Medical Communication Scale in nursing students.,https://europepmc.org/article/PMC/PMC8162233,PMC8162233,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*,peerj-09-11034-s001.sav,763.0,16.0,3.0,15.8958,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.16174,24-hour movement behaviours and self-rated health in Chinese adolescents: a questionnaire-based survey in Eastern China.,https://europepmc.org/article/PMC/PMC10576499,PMC10576499,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",peerj-11-16174-s001.sav,28868.0,23.0,12.0,104.5942,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.11198,"Self-compassion, ego-resiliency, coping with stress and the quality of life of parents of children with autism spectrum disorder.",https://europepmc.org/article/PMC/PMC8101449,PMC8101449,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['CODE;Age;Sex (F-1', ' M-0);Inhabitancy (1- village', ' 2- city over 20M', ' 3- city over 50M', ' 4-city over 100M', ' 5- city over 200 M inhabitants);Education (1- primary', ' 2- secondary', ' 3- vocational', ' 4- higher);""Employment status (1- full-ti",peerj-09-11198-s001.csv,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17491,Cognitive-behavioral treatment for insomnia and mindfulness-based stress reduction in nurses with insomnia: a non-inferiority internet delivered randomized controlled trial.,https://europepmc.org/article/PMC/PMC11283175,PMC11283175,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Group;Condition;Sex;Sex1;Age;BLANK1;MindfT1;mINDFt2;PHQT1;PHQT2;InsomniaT1;InsomniaT2;BLANK;ZMindfT1;ZmINDFt2;ZPHQT1;ZPHQT2;ZInsomniaT1;ZInsomniaT2' as fallback — verify this is the person identifier. | Could not confidently identify item col",peerj-12-17491-s002.csv,,,,,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17120,Assessing the professional quality of life in the context of pediatric care.,https://europepmc.org/article/PMC/PMC10946390,PMC10946390,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*,peerj-12-17120-s001.sav,132.0,1.0,4.0,33.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.17941,The impact of moderate-intensity basketball intervention on the physical self-esteem and school adjustment of first-year high school students.,https://europepmc.org/article/PMC/PMC11416090,PMC11416090,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",peerj-12-17941-s001.xlsx,2288.0,49.0,26.0,1.7959,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.20356,Effects of combined exercise training for adults with resistant major depression: a pilot study from the TRACE-RMD project.,https://europepmc.org/article/PMC/PMC12633128,PMC12633128,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'PART;Sex;Age;Antidepresives;Antipsicotics;stabilizadores;Diabetes;Smoking;BodyMass pre;Height (cm);Body mass index pre;waist pre;hip pre;wais/hip pre;FFM% pre;FWM% pre;FM% pre;VO2peak.L/min.absolut.pre;VO2peak.ml/Kg.relativ.pre;VCO2.L/min.pre",peerj-13-20356-s002.csv,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.11432,Psychometric properties of the Swedish version of the satisfaction with life scale in a sample of individuals with mental illness.,https://europepmc.org/article/PMC/PMC8123228,PMC8123228,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*",peerj-09-11432-s001.sav,1889.0,3.0,7.0,89.9524,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.20331,Cross-cultural adaptation and psychometric validation of the Chinese quality-of-life questionnaire for patients with systemic sclerosis.,https://europepmc.org/article/PMC/PMC12640127,PMC12640127,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_direction*, imputed_values*",peerj-13-20331-s001.xlsx,6300.0,11.0,42.0,13.6364,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,peerj,10.7717/peerj.20777,"Effects of dynamic taping and moderate-intensity TheraBand training &lt;i&gt;versus&lt;/i&gt; usual care on pain, disability, and well-being in adult National Cadet Corps with chronic heel pain: a pilot and feasibility trial.",https://europepmc.org/article/PMC/PMC12970306,PMC12970306,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-14-20777-s001.xlsx,2860.0,14.0,143.0,1.4286,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
