source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
pmc,A process evaluation of a randomized-controlled trial of community gardening to improve health behaviors and reduce stress and anxiety.,https://europepmc.org/article/PMC/PMC11176184,10.1038/s41598-024-63889-w,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Question', 'Parent Code', 'Code', 'Dropdown Options', 'Note', 'Defintion']",,,,,41598_2024_63889_MOESM1_ESM.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,Effects of startle on cognitive performance and physiological activity revealed by fNIRS and thermal imaging.,https://europepmc.org/article/PMC/PMC11865621,10.1038/s41598-025-90540-z,unknown,human_assistance,"via Data Availability link https://osf.io/kav3p/?view_only=d0bad04fab9d423d9bfb078d3bb56a9e | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row pe",,,,,behavioral_data_summary.csv,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,"Task prioritization modulates alpha, theta and beta EEG dynamics reflecting proactive cognitive control.",https://europepmc.org/article/PMC/PMC9445103,10.1038/s41598-022-19158-9,unknown,human_assistance,"via Data Availability link https://osf.io/uyhs7/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Event coding: ', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Trigger', 'Meaning1', 'Meaning2', 'Meaning3', 'Meaning4', 'Meaning5', 'Meaning6', 'Meaning7', 'Meaning8', 'Comment', 'Unnamed: 14'] | license",,,,,Marker coding table.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,"Economic contribution and attitude towards alien freshwater ornamental fishes of pet store owners in Klang Valley, Malaysia.",https://europepmc.org/article/PMC/PMC7811282,10.7717/peerj.10643,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Serial number', 'Alien fishes should be allowed to trade and culture in Malaysia for business purpose and economic generation', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8']",,,,,peerj-09-10643-s001.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,Large-scale assessment of commensalistic-mutualistic associations between African birds and herbivorous mammals using internet photos.,https://europepmc.org/article/PMC/PMC5863707,10.7717/peerj.4520,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['S1 Appendix. Bird (a) and mammal (b) names used in internet search.'],,,,,peerj-06-4520-s001.xlsx,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,"Instability Resistance Training improves Working Memory, Processing Speed and Response Inhibition in Healthy Older Adults: A Double-Blinded Randomised Controlled Trial.",https://europepmc.org/article/PMC/PMC7018952,10.1038/s41598-020-59105-0,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Instability Resi",,,,,41598_2020_59105_MOESM1_ESM.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,"Larger error negativity peak amplitudes for accuracy versus speed instructions may reflect more neuro-cognitive alignment, not more intense error processing.",https://europepmc.org/article/PMC/PMC9908975,10.1038/s41598-023-29434-x,unknown,human_assistance,via Data Availability link https://osf.io/c638e/ | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Wide source file contains response-level column(s) ['rt'] — cannot safely melt. Manual mapping required. | license_unknown* — license 'unknown' not recognised as open; verify before submission,,,,,data.csv,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,A Persian validation of the burnout assessment tool.,https://europepmc.org/article/PMC/PMC11238465,10.1186/s12889-024-19314-y,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Documentation of the Translation (& Adaptation) Process of BAT(include BAT-C AND BAT-S) Items (English --> Persian)'],,,,,12889_2024_19314_MOESM1_ESM.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,Switching between different cognitive strategies induces switch costs as evidenced by switches between manual and mental object rotation.,https://europepmc.org/article/PMC/PMC10940645,10.1038/s41598-024-56836-2,unknown,human_assistance,"via Data Availability link https://osf.io/cszgw | Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Wide source file contains respon",,,,,e5_pben_dfr.RData,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,Epidemic intelligence in Europe: a user needs perspective to foster innovation in digital health surveillance.,https://europepmc.org/article/PMC/PMC10999084,10.1186/s12889-024-18466-1,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Supplementary fi",,,,,12889_2024_18466_MOESM3_ESM.xlsx,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
pmc,On the Willingness to Pay for social media/messenger services taking into account personality and sent/received messages among WhatsApp users.,https://europepmc.org/article/PMC/PMC11058879,10.1016/j.heliyon.2024.e28840,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['WtP', 'rs = 0.010 / p = 0.594', 'rs = -0.058 / p = 0.051', 'rs = 0.063 / p = 0.008', 'rs = 0.077 / p < 0.001', 'rs = 0.018 / p = 0.554', 'rs = 0.112 / p < 0.001', 'rs = 1.000 / p < 0.001', 'rs = 1.000 / p < 0.001.1', 'rs = 1.000 / p < 0.001.2', 'rs = 0",,,,,mmc3.xlsx,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
