"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA1","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This is more than other tourist destinations to meet my needs",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA1","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This is more than other tourist destinations to meet my needs",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA1","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This is more than other tourist destinations to meet my needs",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA1","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This is more than other tourist destinations to meet my needs",NA,NA,4,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA1","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This is more than other tourist destinations to meet my needs",NA,NA,5,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA2","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"The travel and leisure experience I have given here is irreplaceable by other tourist destinations",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA2","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"The travel and leisure experience I have given here is irreplaceable by other tourist destinations",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA2","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"The travel and leisure experience I have given here is irreplaceable by other tourist destinations",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA2","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"The travel and leisure experience I have given here is irreplaceable by other tourist destinations",NA,NA,4,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA2","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"The travel and leisure experience I have given here is irreplaceable by other tourist destinations",NA,NA,5,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA3","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"It’s the best place for me to do what I love",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA3","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"It’s the best place for me to do what I love",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA3","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"It’s the best place for me to do what I love",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA3","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"It’s the best place for me to do what I love",NA,NA,4,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA3","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"It’s the best place for me to do what I love",NA,NA,5,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA4","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Compared to other urban forest park destinations, the experience of traveling here is more important to me",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA4","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Compared to other urban forest park destinations, the experience of traveling here is more important to me",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA4","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Compared to other urban forest park destinations, the experience of traveling here is more important to me",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA4","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Compared to other urban forest park destinations, the experience of traveling here is more important to me",NA,NA,4,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA4","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Compared to other urban forest park destinations, the experience of traveling here is more important to me",NA,NA,5,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA5","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"I feel like it’s a part of my life",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA5","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"I feel like it’s a part of my life",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA5","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"I feel like it’s a part of my life",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA5","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"I feel like it’s a part of my life",NA,NA,4,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA5","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"I feel like it’s a part of my life",NA,NA,5,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA6","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place is special to me",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA6","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place is special to me",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA6","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place is special to me",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA6","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place is special to me",NA,NA,4,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA6","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place is special to me",NA,NA,5,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA7","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Visiting here helps me find myself",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA7","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Visiting here helps me find myself",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA7","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Visiting here helps me find myself",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA7","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Visiting here helps me find myself",NA,NA,4,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA7","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"Visiting here helps me find myself",NA,NA,5,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA8","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place means a lot to me",NA,NA,1,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA8","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place means a lot to me",NA,NA,2,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA8","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place means a lot to me",NA,NA,3,"Chinese"
"zhao_2025_place_attachment","zhao_2025_place_attachment_1","PA8","Place Attachment (PA) scale, 8 items: place dependence and place identity (Zhao et al. 2025, based on Williams & Vaske 2003)",NA,NA,"This place means a lot to me",NA,NA,4,"Chinese"
