"table","note"
"martinezsoto_2024_spiritual_leadership","BLOCKED on instrument rights (batch_096, 2026-09-08). No martinezsoto_2024_spiritual_leadership__items.csv was written. The 26 live items p1..p26 are Fry & Matherly's (2006) Spiritual Leadership Survey (SLT): items 1-17 the Vision / Hope-Faith / Altruistic Love blocks and items 18-26 the Meaning-Calling / Membership spiritual-well-being blocks, all 26 printed as one 'SLT survey questions' table in Fry, Matherly & Vitucci's Academy of Management paper, which the rights holder hosts itself at https://www.iispiritualleadership.com/wp-content/uploads/docs/SLTOrgPerfAOM2006.pdf (fetched 2026-09-08, sha256 861f028a2b510f080a4698adff474dc6453b6581bc397774679d095dd28f71a9; its Table 1 items 1-5 Vision, 1-5 Hope/Faith, 1-7 Altruistic Love, 1-4 Meaning/Calling, 1-5 Membership are, in that order, the study's items 1-26)."
"martinezsoto_2024_spiritual_leadership","RIGHTS CLAUSE, quoted. The rights holder is Louis W. Fry / the International Institute for Spiritual Leadership (IISL), which distributes the item wording from its own Publications/Resources section. That section's index pages state, above the list of hosted PDFs: ""Representing the work of many authors and spiritual leadership best practices, the works derived from this site may be cited with proper notation and permission from the author."" -- https://iispiritualleadership.com/articles/ (fetched 2026-09-08, sha256 c796828abeeb1818bdacdfc8fa80fdfa1c4714521cd5f62776a61ce5154bd775) and https://iispiritualleadership.com/resources/ (sha256 484281e2e1e534c4520726c29a2bc30ccba89f31e899095c546815678c468782). IISL also sells the instrument: ""In addition to purchasing the survey with a coding key, IISL can provide customized reports and additional survey support services for you."" -- https://iispiritualleadership.com/organizational-spiritual-leadership-survey/ (sha256 3655c545f88fb7d9994d714c08df8788595fb825e25e648316f93241578afa9e), with pricing at ""the cost for our services will be based both on the nature of the project and your ability to pay"" (https://iispiritualleadership.com/products-and-services-for-implementing-spiritual-leadership/). Under the SKILL 'Rights on the wording' test the permission clause RESERVES A RIGHT (permission-required) rather than disclaiming fitness, so it blocks; being merely commercially sold would not have blocked on its own, and no separate fee, NC, ND or no-redistribution clause is quotable."
"martinezsoto_2024_spiritual_leadership","WHY THE CC BY DEPOSIT DOES NOT SETTLE IT. The wording is also published, in Spanish and in English, in the CC BY 4.0 PLOS ONE supplements S1/S2 File of Martinez-Soto et al. 2024 (10.1371/journal.pone.0299671.s001 sha256 7d735e3f16e701dfa3f83f92a9cb4b581e5127044daf8fac94ccee892e186a73, .s002 sha256 7b1ec8ad54d6eb03c9d4a7be110142405707ab4a79cc7ba4c4454cf06a953722), which is where an extraction would have taken it from. Per the 2026-09-08 ruling that 'a CC BY journal appendix reproducing a restricted instrument does not launder it', the originator's terms govern; the Spanish administration is a translation and therefore a derivative of the same instrument, so it is not a route around the block either."
"martinezsoto_2024_spiritual_leadership","ESCALATION FLAG for Ben, recorded rather than decided unilaterally. The clause is a citation-etiquette sentence on a publications index page ('may be cited with ... permission from the author'), and requiring permission to CITE is not a right anyone holds, which makes it arguably careless drafting rather than a reservation over the questionnaire wording. Set against that: it is the rights holder's own site, it indexes the PDF that prints the items, IISL sells the survey with its coding key, and the standing instruction is to err on the side of not having things. This agent applied the permission-required limb and blocked. A ruling that this sentence does not reach the instrument would make the table shippable immediately -- see the next note."
"martinezsoto_2024_spiritual_leadership","WORK BANKED, so a post-ruling retry does not start over. Everything except the rights question is resolved. data/martinezsoto_2024_spiritual_leadership.py takes item codes from the S1 Data column names (p1_re..p26_re -> p1..p26), a number-preserving rename with no positional step. The administered Spanish for items 1-26 is S2 File and the authors' own English is S1 File, both numbered 1-26 in the same order as the columns, so mapping_basis would be paper_explicit, text_source study_materials, translation_source study_supplied, language Spanish. Response options: the raw S1 Data xlsx (sha256 02ddb5d0d21ee6cb18799e2c010729fb87a924e30c0a0989192dcf4aac4c61a8, sheet bd_base_3) carries BOTH the administered Spanish label columns p1..p26 and the numeric p1_re..p26_re that became resp, so option_text<->resp is checkable cell-for-cell by route 9 -- the administered anchors are 'Completamente en desacuerdo' / 'En desacuerdo' / 'Ni de acuerdo ni en desacuerdo' / 'De acuerdo' / 'Completamente de acuerdo', which differ from the S2 File questionnaire's printed anchors ('Completamente desacuerdo' / 'En desacuerdo' / 'No opino' / 'De acuerdo' / 'Completamente de acuerdo'); the data-file labels are what respondents chose and would have been shipped, with the discrepancy disclosed."
"martinezsoto_2024_spiritual_leadership","STEP 3b, instrument mismatch: partial. The table name and the dictionary Description ('26-item Spiritual Leadership-style scale') name only spiritual leadership, but the supplement shows items 18-26 are the spiritual-well-being (Meaning/Calling, Membership) blocks attributed to Fry & Nisiewicz (2013) rather than the leadership blocks. Same instrument family and same rights holder, so this does not change the verdict, but it resolves the open question in data/martinezsoto_2024_spiritual_leadership.py's header, which recorded that 'items 22-26 could not be confirmed against the text as SL items or a distinct instrument': they are Membership items 1-5 of the same SLT survey table. The dictionary Description could be corrected to name the combined SLT + spiritual well-being battery."
"martinezsoto_2024_spiritual_leadership","The block does bite: the live item codes are opaque (p1..p26), so no instrument wording is already exposed through the response table (cf. irw#2101)."
"martinezsoto_2024_spiritual_leadership","RETRY TEST: NO. An unchanged retry now would reach the same verdict -- every source was retrieved successfully, the items were located in full in two languages, and the block is a determinate reading of a quoted clause, not an access failure. What would have to change: a ruling from Ben that the IISL 'cited with proper notation and permission from the author' sentence does not reserve a right over the SLT questionnaire wording, or a change to IISL's stated terms. No verification sidecar or verify_*.R was written, per SKILL Step 5b ('a blocked table has no live item text, so it cannot carry a verification outcome of any kind')."
"martinezsoto_2024_spiritual_leadership","No row was written to itemtext/instrument_rights_register.csv by this agent: it is a shared file and five sibling agents were writing in the same batch concurrently. The orchestrator should add: instrument='Spiritual Leadership Survey (SLT), Fry & Matherly 2006', family='SLT', verdict='escalate', rule='2026-09-08 -- permission-required clause on the rights holder's own distribution page', clause='the works derived from this site may be cited with proper notation and permission from the author', source_url='https://iispiritualleadership.com/articles/', source_sha256='c796828abeeb1818bdacdfc8fa80fdfa1c4714521cd5f62776a61ce5154bd775', fetched='2026-09-08', match_item_text='my organization.s vision inspires my best performance|walk the walk|I feel I am valued as a person in my job'."
"mascherini_2021_meddiet","Clean pass with three caveats, all recorded in provenance and the public_note. (a) The 11 items were each administered twice (pre-lockdown / during-lockdown, the table's wave 1 and 2) with wording identical apart from tense; the past-tense pre-lockdown form ships, since one item code covers both waves. (b) Administered in Italian (inferred from an Italian-resident University of Florence sample and the paper's citation of the Italian GPAQ; the paper never states it), but neither supplement carries the Italian, so the authors' own English (S2 File) ships in the base fields with the _translated columns empty -- text_source=translated_substitute, translation_source=study_supplied. (c) resp is the MedDietScore rather than the raw frequency, so option_text is mapped in reverse for red_meat, white_meat, dairy and alchool; that direction was verified against the data (item sum reproduces the published total 30.99/4.15 vs 31.0/4.1; the flipped reading misses by 12.1 points). Source oddities transcribed as printed: red meat's top band reads '<8' where the series requires '>8', dairy has no 'Never' band, and the olive-oil stem repeats 'in a week'. Not a block; no retry test applies."
