"table","batch","mapping_basis","uploaded","route","status","evidence"
"anh_2026_ai_adoption","batch_017","paper_explicit","","explicit code labels in paper Table 3 (exemption) + route 9 response-frequency match (S1 File vs live aggregates) + published outer loadings","VERIFIED","Two-link chain. Link A, live item code <-> S1 column: all 40 item x resp cells match exactly between the S1 File and server-side GROUP BY aggregates of the live table - AI1 16/66/117/84/23, AI2 15/71/115/85/20, AI3 21/73/119/72/21, AI4 15/78/132/62/19, AI5 22/64/136/60/24, AI6 16/88/102/75/25, AI7 24/64/120/76/22, AI8 19/80/109/72/26 - and all eight 5-tuples are distinct, so this separates every item from every other; any swap would break it. Link B, S1 column <-> Table 3 wording: a literal code-label identity, Table 3's first column is headed 'Variable code' and prints AI1..AI8 against the wording, so no order inference is made. Corroborated numerically: the eight published outer loadings (0.703/0.710/0.738/0.747/0.776/0.787/0.742/0.841) reproduce from the S1 columns to within 0.026 (Spearman rho 0.929). What this does NOT establish: (i) the loading corroboration uses a unit-weight sum composite rather than the paper's PLS mode-A construct score, so it does not order the near-tied trio AI1/AI2/AI3 - the label identity, not the loadings, is what pins those; (ii) nothing here tests the English wording against what respondents actually read, since the administration was Vietnamese and no Vietnamese text exists in the record. Why VERIFIED and not PARTIAL: the two caveats above are about the corroborating statistic's resolution and about language provenance, not about the mapping - link A separates all eight items on its own, and link B is a code-label identity, which SKILL.md Step 5b lists as an exemption stronger than any statistical route. Incidental: per-item means run 2.974-3.105 (AI5 is exactly 3.0000000 = 918/306); they are not all 3.000."
"anh_2026_digitaltrust","batch_017","paper_explicit","","explicit code labels in paper (Table 3) + route 1 per-item published statistics (VIF, loadings, AVE) reproduced from S1 File; 720-permutation uniqueness test","VERIFIED","Table 3's per-item VIF column reproduces exactly from the S1 File's own DT1-DT6 columns in the shipped order: published 1.694/1.823/1.987/1.986/2.102/2.440 vs observed 1.694/1.823/1.987/1.986/2.102/2.440, largest deviation 4e-4 (n=306 complete rows). Published AVE 0.630 reproduces to 0.630 and the six published loadings 0.719/0.782/0.802/0.790/0.811/0.851 reproduce as PC1 loadings 0.732/0.769/0.802/0.792/0.815/0.848 (max 0.013, expected for a PLS mode-A vs PC1 proxy). A permutation test over all 720 orderings, scoring both columns on their own error scales, ranks the shipped order DT1..DT6 first of 720 (3.69) with the next-best ordering -- the DT3/DT4 swap -- at 5.70, so every item is distinguished from every other. The DT3/DT4 pair is the thinnest link and is separated by the loading column, not the VIF column: their published VIFs differ by only 0.001 and a swap costs just 7e-4 in VIF, while in loadings the shipped residuals are -0.000/+0.002 against -0.010/+0.012 if swapped. That pair is in any case tied by label, not by order: Table 3 prints the code next to each item. What this does NOT establish: that the shipped ENGLISH wording is what respondents read -- the study administered a Vietnamese translation that no deposited file contains -- nor anything about the resp 2-4 anchors, which the source never labels and which ship blank. It also does not re-check the option_text<->resp axis beyond the paper's stated 1=strongly disagree / 5=strongly agree, since the S1 File already stores integers."
"anh_2026_finliteracy","batch_017","paper_explicit","","exemption: explicit code labels in the paper (Table 3 prints FL1-FL8, which are the S1 CSV headers the processing script melts verbatim), corroborated by route 1 (published outer loadings vs corrected item-total correlations) and by reproducing the published alpha to fix the block boundary","VERIFIED","Label match: PLOS Table 3 prefixes each of the 8 financial-literacy items with the literal code FL1..FL8; data/anh_2026_finwellbeing.py melts S1 columns of exactly those names into the live item column with no rename or positional step, so every item is distinguished from every other by the code itself. Block boundary (the live risk, one table carrying six constructs): the FL rows sit between the FW7 row and the ""Digital Trust (DT)"" heading, are exactly 8, and Cronbach's alpha over precisely S1 columns FL1-FL8 is 0.9035 vs the published 0.904 (diff 0.0005) -- so the 8 columns claimed as FL are the 8 the paper analysed as FL. Corroboration: corrected item-total correlations from S1 (FL1 .667, FL2 .630, FL3 .681, FL4 .706, FL5 .677, FL6 .746, FL7 .710, FL8 .732) against published loadings (.739 .724 .750 .800 .767 .810 .788 .800) correlate at Pearson 0.949 / Spearman 0.934 over 8 items; the lowest-loading FL2 is the lowest-ITC item and the highest-loading FL6 the highest. S1-to-live tie checked without export: irw_table_sets gives 8 items x 306 non-missing resp = 2448 rows with levels 1-5, matching the S1 file's 306 complete rows per FL column exactly. NOT ESTABLISHED by the statistical route: FL4 and FL8 tie at a published loading of 0.800, so the loading comparison alone cannot order that pair -- only the code label does. NOT ESTABLISHED at all: the option_text-to-resp direction, which rests on the Methods 3.3 statement (1=strongly disagree, 5=strongly agree) and is untestable here because the data are stored raw with no reverse-keyed FL item to give the correlation matrix a sign pattern."
"anh_2026_finsocialization","batch_017","paper_explicit","","exemption: explicit code labels in the paper == S1 CSV headers; corroborated by route 1 (per-item published VIF, permutation-tested over all 5040 assignments)","VERIFIED","Exemption route (explicit code labels): Table 3 prefixes every row with the variable code FS1-FS7, and those are literally the S1 File CSV column headers that data/anh_2026_finwellbeing.py melts verbatim into item, so code->text needs no order inference. Corroborated numerically by route 1 on a per-item statistic that is distinct for all seven items: Table 3's published VIF column (FS1 1.715, FS2 1.869, FS3 1.901, FS4 1.761, FS5 1.957, FS6 2.133, FS7 2.138) is reproduced from the S1 columns to within 0.0005 for all seven (observed 1.7147 1.8694 1.9005 1.7605 1.9575 2.1334 2.1384), i.e. exact at the published 3 dp. Over all 5040 permutations of the seven columns the identity assignment is the best fit (SSE 1.22e-06) and beats the runner-up (an FS6/FS7 swap) by 42x, so every item is distinguished from every other, including the near-tied 2.133/2.138 pair. Corroboration: Cronbach's alpha observed 0.891 vs published 0.891; corrected item-total correlations correlate with the published outer loadings at Pearson 0.99 / Spearman 0.93 (this one is only supporting -- loadings .818/.817 for FS6/FS7 are too close to separate that pair, the VIFs are what do). Live side checked with irw_table_sets() only (no export): item set FS1-FS7, resp set 1-5, 2142 rows = 7 x 306, matching the S1 file's 306 complete rows per column. NOT ESTABLISHED: the option_text anchors (1 = strongly disagree, 5 = strongly agree) come from the Methods prose, not from any per-item statistic, so the resp<->option_text axis is asserted from the paper rather than verified against the data; and the Vietnamese administered wording is not verified at all because it is not published -- the shipped text is the English source wording."
"anh_2026_finwellbeing","batch_017","paper_explicit","","exemption: explicit code labels in the paper (Table 3's own 'Variable code' column), corroborated by route 9 (response-frequency matching, source deposit vs live table)","VERIFIED","Paper Table 3 labels each row with the code FW1-FW7, which are the S1 File CSV's own column headers; data/anh_2026_finwellbeing.py melts those columns with var_name='item', so the live code is the source column name. That link was then checked numerically rather than assumed: the full 7x5 response-frequency cross-tab from the S1 deposit reproduces the live table's server-side GROUP BY counts in 35 of 35 cells (e.g. FW1 21/81/108/79/17, FW4 14/83/115/69/25, FW7 20/73/129/67/17). The seven frequency vectors are pairwise distinct -- 0 identical pairs among 21, closest FW1 vs FW6 at L1 = 8 -- so the cross-tab separates every item from every other and any permutation of the codes would show. NOT established: that the paper's Table 3 row FWk names the same variable as the S1 column FWk; that is a literal label match in the paper's Variable code column, which no statistic can add to. Also not established is the accuracy of the transcription itself, which was OCR'd by eye from the Table 3 image, nor the Vietnamese wording respondents actually read, which is nowhere in the record."
"campos_2023_oes","batch_017","reconstructed","","route 3 (published scale total reproduced) + route 5/6-style structural check (published correlated-error pair) + route 1 cross-sample per-item mean/SD profile; see verify_campos_2023_oes.R","PARTIAL","Block membership is settled outright: the paper's S2 Table publishes the OES score as 7.01 (SD 1.58) for Finland and 7.13 (SD 1.74) for Brazil, and the mean of columns OES01-OES07 in the deposit reproduces 7.010/1.579 and 7.127/1.742 (max deviation 0.003), so the seven columns this table carries are the OES block and not PIDAQ or SWLS. The paper's S1 Table reports that the OES factor model was refined 'adding a correlation between errors of items 1 and 2' in both countries, and Campos et al. 2020 names those as items 1 (face) and 2 (facial profile), the only two non-dental items; in the data the largest 1-factor residual correlation is OES01-OES02 at +0.194, with the next pair (OES04-OES05) at +0.082, so OES01 and OES02 are pinned as the facial pair. Content structure agrees: OES03 (mouth) is the bridge, correlating 0.655 with OES01 against OES04's 0.506, while OES04-OES05 (rows of teeth, tooth shape) is the tightest dental pair at 0.770. Per-item profile against the same authors' independent OES-Pt validation sample (Campos et al. 2020 PeerJ Table 3, n=537, same instrument and language): Spearman 0.91 on means and 0.93 on SDs across the 7 items, with OES06 the lowest mean (6.23 vs published 6.1, color of teeth), OES07 the highest (7.94 vs 7.4, gum) and OES01 the lowest SD (1.88 vs 2.0, face). What this does NOT establish: this study published no per-item table, so the assignment WITHIN the pinned facial pair (OES01 face vs OES02 facial profile) and within the dental block OES03-OES05 rests on a cross-sample descriptive profile, not on an in-sample published statistic -- a swap of OES01/OES02 or of OES03/OES04 would be contradicted by that profile but not by anything in this paper, which is why the status is PARTIAL rather than VERIFIED. It also establishes nothing about the option_text axis beyond the paper's own statement that 0 = very dissatisfied and 10 = very satisfied (resp 1-9 ship blank), and nothing about the Finnish or Portuguese wording, which this table does not ship."
"campos_2023_pidaq","batch_017","paper_explicit","","6 (keying polarity) + 1 (per-item published statistics) + 5 (subscale blocks)","PARTIAL","Route 6: exactly items {4,7,12,17,21,23,24} correlate NEGATIVELY with all 17 other items (each 17 of 23 negative; every other item 7 of 23), which is the interleaved-numbering Dental Self-Confidence block plus the added tooth-colour item, and rejects the rival subscale-sequential numbering that would put DSC at {1-6,24}. Route 1: the 3,614 Finnish respondents reproduce the per-item mean/SD/skew/kurtosis of Campos et al. (2021) Acta Odontol Scand Table 2 (PIDAQ-Fi Test Sample, n=1820, same data collection) for all 24 items in order, largest absolute mean difference 0.092 (e.g. it7 2.2 vs 2.16, it13 0.3 vs 0.27, it24 1.7 vs 1.71) against a published column rounded to one decimal; none of the 276 two-item transpositions fits better than the identity mapping (identity cost 2.713, best swap 2.765 at items 9/15). Route 5: 21 of 24 items show their highest mean correlation with their own published factor (all 7 DSC correct); the three misses are among Social Impact / Psychological Impact / Aesthetic Concern, where the study itself reports compromised discriminant validity. NOT ESTABLISHED: items 9, 13, 14 and 15 are floor items whose published statistics agree within the paper one-decimal rounding, so they are separated only by the global fit and not individually, and all four sit in the same subscale so route 5 cannot separate them either; a swap inside that group would not be detected. Nothing here checks the option_text-to-resp axis beyond its direction, which routes 6 and 1 both confirm."
"campos_2023_swls","batch_017","paper_order","","2+7 (item axis); 9 (resp axis)","PARTIAL","Route 2 (block signature): deposit codebook assigns cols AM-AQ to SWLS on 1..7, PIDAQ H-AE on 0..4, OES AF-AL on 0..10; irw_table_sets gives exactly 5 items with resp levels 1-7 and n=7593 each, so the block is SWLS and not either sibling. Route 9 (option_text<->resp): anchors 1=Strongly disagree, 2=Disagree, 3=Slightly disagree, 4=Neither agree nor disagree, 5=Slightly agree, 6=Agree, 7=Strongly agree are read off the deposit's own codebook - level-1, no inference on that axis. Route 7 (marker item): SWLS05 is the least endorsed, most dispersed, most floored and weakest-loading item in BOTH samples (Finland mean 4.44 vs 4.98/5.23/5.29/5.08, sd 1.61 vs 1.29-1.39, 5.15% at 1 vs 1.08-1.77%, WLSMV lambda 0.67 vs 0.83-0.91; Brazil 4.22 vs 4.91-5.56, sd 1.86, 9.53% at 1, lambda 0.71 vs 0.80-0.92), and those minima reproduce the paper's published S1-Table lambda ranges 0.67-0.92 (Finland, ordinal alpha 0.92 observed 0.92) and 0.70-0.92 (Brazil, alpha 0.91 observed 0.91) - the canonical profile of SWLS item 5 ('If I could live my life over...'). NOT ESTABLISHED: nothing distinguishes SWLS01-SWLS04 from one another. Pooled means 4.94/5.16/5.19/5.33 are close (02 vs 03 differ by 0.03), the scale is unidimensional with no reverse-worded items (routes 5 and 6 inapplicable), all four share one 1-7 range (route 2 inapplicable within the block), and neither the paper nor the deposit publishes per-item statistics or item wording (route 1 unavailable). Those four assignments rest solely on the deposit's SWLSnn numbering matching the published order of Diener et al. (1985). Hence PARTIAL, not VERIFIED."
"carney_2023_substance_use","batch_017","data_labels","","self-describing item codes (source column headers) + route 8/1: published per-substance prevalence matched to source-file column counts","VERIFIED","Item codes are the S1 column headers, so the code names its own content; the mapping needs no inference. Checked anyway because item_text asserts what each binary indicator means: the paper's published positive counts (n=414) are alcohol 147, cannabis 284, stimulant 98, amylnitrite 65, hallucinogen 58, sedatives 50, club drugs 36, opioid 20 -- all eight distinct -- and each matches the count of 1s in the identically named S1 column exactly (diff 0/8), so every item is distinguished from every other. This also pins alcohol as the AUDIT>8 hazardous/harmful dichotomy (147 = 35.5%) rather than any alcohol use. NOT established: the literal administered ASSIST/AUDIT stems and anchors (the paper reproduces none), and live per-item resp==1 counts were not re-exported (export quota); the counts were taken from the S1 file that data/carney_2023_substance_use.py melts by column name, with irw_table_sets() confirming server-side that the live table has the same 8 items, resp {0,1} and n=414 per item."
"rosenberg_selfesteem","batch_017","data_labels","","Re-ran the processing script's positional assignment (core model s3) and matched per-item n + mean against the source deposit; live side via server-side aggregate query, no export.","VERIFIED","For all 10 items the live per-item non-missing n and mean equal data.csv column Qi exactly: 1/Q1 n=47876 mean 3.011091, 2/Q2 47658 3.107852, 3/Q3 47751 2.306988, 4/Q4 47751 2.922515, 5/Q5 47781 2.384462, 6/Q6 47809 2.564454, 7/Q7 47758 2.446229, 8/Q8 47797 2.694730, 9/Q9 47728 2.787588, 10/Q10 47772 2.579858; largest mean deviation 1.688e-14. All 10 (n, mean) pairs are distinct, so every item is distinguished from every other: items 3 and 4 tie on n (47751) but differ 0.6155 on mean, and the closest mean pair (6 vs 10, 0.0154 apart) differs on n (47809 vs 47772). It also fixes the scale direction as RAW/unreversed. What it does NOT establish: the administered instruction wording (the deposit records none, so `instructions` is blank), nor the casing of the option labels, which is transcribed from codebook prose."
