"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW1","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have enough money for daily expenses",NA,"strongly disagree",1,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW1","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have enough money for daily expenses",NA,NA,2,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW1","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have enough money for daily expenses",NA,NA,3,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW1","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have enough money for daily expenses",NA,NA,4,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW1","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have enough money for daily expenses",NA,"strongly agree",5,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW2","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have the money to purchase the things I desire.",NA,"strongly disagree",1,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW2","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have the money to purchase the things I desire.",NA,NA,2,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW2","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have the money to purchase the things I desire.",NA,NA,3,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW2","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have the money to purchase the things I desire.",NA,NA,4,NA,NA,NA,NA
"anh_2026_finwellbeing","anh_2026_finwellbeing_1","FW2","Financial well-being (FW) scale, adopted from Mahdzan et al.","Vietnamese",NA,NA,"I have the money to purchase the things I desire.",NA,"strongly agree",5,NA,NA,NA,NA
