"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.1_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"En la organización hay un buen plan de acción que apoya la igualdad de oportunidades entre todos los trabajadores.","In the company, there is a very good action plan that supports equal opportunities",NA,"totalmente en desacuerdo","Totally disagree",1
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.1_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"En la organización hay un buen plan de acción que apoya la igualdad de oportunidades entre todos los trabajadores.","In the company, there is a very good action plan that supports equal opportunities",NA,"en desacuerdo","Disagree",2
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.1_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"En la organización hay un buen plan de acción que apoya la igualdad de oportunidades entre todos los trabajadores.","In the company, there is a very good action plan that supports equal opportunities",NA,"parcialmente en desacuerdo","Partially disagree",3
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.1_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"En la organización hay un buen plan de acción que apoya la igualdad de oportunidades entre todos los trabajadores.","In the company, there is a very good action plan that supports equal opportunities",NA,"ni de acuerdo, ni en desacuerdo","Not in disagree or agree",4
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.1_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"En la organización hay un buen plan de acción que apoya la igualdad de oportunidades entre todos los trabajadores.","In the company, there is a very good action plan that supports equal opportunities",NA,"parcialmente de acuerdo","Partially agree",5
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.1_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"En la organización hay un buen plan de acción que apoya la igualdad de oportunidades entre todos los trabajadores.","In the company, there is a very good action plan that supports equal opportunities",NA,"de acuerdo","Agree",6
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.1_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"En la organización hay un buen plan de acción que apoya la igualdad de oportunidades entre todos los trabajadores.","In the company, there is a very good action plan that supports equal opportunities",NA,"totalmente de acuerdo","Totally agree",7
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.2_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"Para asegurar que todos los trabajadores tengan las mismas oportunidades, en la organización existen muy buenas políticas antidiscriminación por cuestiones como género, embarazo, estado civil, discapacidad o raza.","To ensure all employees the same opportunities, in the company there are very good anti-discrimination policies towards issues of gender, pregnancy, marital status, disability and ethnic minorities",NA,"totalmente en desacuerdo","Totally disagree",1
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.2_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"Para asegurar que todos los trabajadores tengan las mismas oportunidades, en la organización existen muy buenas políticas antidiscriminación por cuestiones como género, embarazo, estado civil, discapacidad o raza.","To ensure all employees the same opportunities, in the company there are very good anti-discrimination policies towards issues of gender, pregnancy, marital status, disability and ethnic minorities",NA,"en desacuerdo","Disagree",2
"avilatamayo_2022_workf_div","avilatamayo_2022_workf_div_1","Workf_Div_4.2_1","Internal Corporate Social Responsibility Questionnaire (ICSR Q; Mory et al., 2016), Spanish-speaking version - Workforce diversity dimension","Spanish","Las siguientes preguntas hacen referencia a varias características que se pueden presentar en su actual trabajo. Usando la escala que se presenta a continuación, indique en qué medida está de acuerdo con cada afirmación (1 = totalmente en desacuerdo, 2 = en desacuerdo, 3 = parcialmente en desacuerdo, 4 = ni de acuerdo, ni en desacuerdo, 5 = parcialmente de acuerdo, 6 = de acuerdo, 7 = totalmente de acuerdo.",NA,"Para asegurar que todos los trabajadores tengan las mismas oportunidades, en la organización existen muy buenas políticas antidiscriminación por cuestiones como género, embarazo, estado civil, discapacidad o raza.","To ensure all employees the same opportunities, in the company there are very good anti-discrimination policies towards issues of gender, pregnancy, marital status, disability and ethnic minorities",NA,"parcialmente en desacuerdo","Partially disagree",3
