"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU1","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能使我更快的完成体育旅游方案","I believe that social media enables me to complete sports tourism plans more quickly.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU1","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能使我更快的完成体育旅游方案","I believe that social media enables me to complete sports tourism plans more quickly.",NA,"不赞同","Disagree",2
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU1","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能使我更快的完成体育旅游方案","I believe that social media enables me to complete sports tourism plans more quickly.",NA,"中立","Neutral",3
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU1","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能使我更快的完成体育旅游方案","I believe that social media enables me to complete sports tourism plans more quickly.",NA,"赞同","Agree",4
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU1","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能使我更快的完成体育旅游方案","I believe that social media enables me to complete sports tourism plans more quickly.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU2","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高我查阅体育旅游信息的效率","I believe that social media improves the efficiency of accessing sports tourism information.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU2","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高我查阅体育旅游信息的效率","I believe that social media improves the efficiency of accessing sports tourism information.",NA,"不赞同","Disagree",2
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU2","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高我查阅体育旅游信息的效率","I believe that social media improves the efficiency of accessing sports tourism information.",NA,"中立","Neutral",3
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU2","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高我查阅体育旅游信息的效率","I believe that social media improves the efficiency of accessing sports tourism information.",NA,"赞同","Agree",4
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU2","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高我查阅体育旅游信息的效率","I believe that social media improves the efficiency of accessing sports tourism information.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU3","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高体育旅行的质量","I believe that social media enhances the quality of sports tourism.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU3","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高体育旅行的质量","I believe that social media enhances the quality of sports tourism.",NA,"不赞同","Disagree",2
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU3","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高体育旅行的质量","I believe that social media enhances the quality of sports tourism.",NA,"中立","Neutral",3
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU3","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高体育旅行的质量","I believe that social media enhances the quality of sports tourism.",NA,"赞同","Agree",4
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU3","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体能提高体育旅行的质量","I believe that social media enhances the quality of sports tourism.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU4","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体在体育旅行中非常有用","I believe that social media is very useful in sports tourism.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU4","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体在体育旅行中非常有用","I believe that social media is very useful in sports tourism.",NA,"不赞同","Disagree",2
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU4","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体在体育旅行中非常有用","I believe that social media is very useful in sports tourism.",NA,"中立","Neutral",3
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU4","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体在体育旅行中非常有用","I believe that social media is very useful in sports tourism.",NA,"赞同","Agree",4
"li_2025_socmedia_usefulness","li_2025_socmedia_usefulness_1","PU4","Perceived usefulness scale (Al-Adwan et al., 2023)","Chinese",NA,NA,"我认为，社交媒体在体育旅行中非常有用","I believe that social media is very useful in sports tourism.",NA,"非常赞同","Strongly agree",5
