"table","instrument","language","instructions","section_id","section_prompt","section_prompt_translated","item","item_text","item_text_translated","correct_response","resp","option_text","option_text_translated"
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_1","…hur lång tid tar det för dig att somna på kvällen?","…how long does it take you to fall asleep?",NA,0,"0–15 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_1","…hur lång tid tar det för dig att somna på kvällen?","…how long does it take you to fall asleep?",NA,1,"16–30 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_1","…hur lång tid tar det för dig att somna på kvällen?","…how long does it take you to fall asleep?",NA,2,"31–45 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_1","…hur lång tid tar det för dig att somna på kvällen?","…how long does it take you to fall asleep?",NA,3,"46–60 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_1","…hur lång tid tar det för dig att somna på kvällen?","…how long does it take you to fall asleep?",NA,4,">60 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_2","…om du vaknar på natten, hur länge är du då vaken totalt? (Lägg ihop samtliga vakna stunder)","…if you then wake up during the night… how long are you awake for in total? (add all wakenings up)",NA,0,"0–15 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_2","…om du vaknar på natten, hur länge är du då vaken totalt? (Lägg ihop samtliga vakna stunder)","…if you then wake up during the night… how long are you awake for in total? (add all wakenings up)",NA,1,"16–30 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_2","…om du vaknar på natten, hur länge är du då vaken totalt? (Lägg ihop samtliga vakna stunder)","…if you then wake up during the night… how long are you awake for in total? (add all wakenings up)",NA,2,"31–45 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_2","…om du vaknar på natten, hur länge är du då vaken totalt? (Lägg ihop samtliga vakna stunder)","…if you then wake up during the night… how long are you awake for in total? (add all wakenings up)",NA,3,"46–60 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_2","…om du vaknar på natten, hur länge är du då vaken totalt? (Lägg ihop samtliga vakna stunder)","…if you then wake up during the night… how long are you awake for in total? (add all wakenings up)",NA,4,">60 min",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_3","…hur många nätter i veckan har du problem med din sömn?","…how many nights a week do you have a problem with your sleep?",NA,0,"0–1 nights",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_3","…hur många nätter i veckan har du problem med din sömn?","…how many nights a week do you have a problem with your sleep?",NA,1,"2 nights",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_3","…hur många nätter i veckan har du problem med din sömn?","…how many nights a week do you have a problem with your sleep?",NA,2,"3 nights",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_3","…hur många nätter i veckan har du problem med din sömn?","…how many nights a week do you have a problem with your sleep?",NA,3,"4 nights",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_3","…hur många nätter i veckan har du problem med din sömn?","…how many nights a week do you have a problem with your sleep?",NA,4,"5–7 nights",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_4","…hur skulle du bedöma din sömnkvalitet?","…how would you rate your sleep quality?",NA,0,"Very poor",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_4","…hur skulle du bedöma din sömnkvalitet?","…how would you rate your sleep quality?",NA,1,"Poor",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_4","…hur skulle du bedöma din sömnkvalitet?","…how would you rate your sleep quality?",NA,2,"Average",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_4","…hur skulle du bedöma din sömnkvalitet?","…how would you rate your sleep quality?",NA,3,"Good",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_1","Tänk på en typisk natt den senaste månaden…","Thinking about a typical night in the last month…","SCI_4","…hur skulle du bedöma din sömnkvalitet?","…how would you rate your sleep quality?",NA,4,"Very good",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_2","Med den senaste månaden i åtanke, hur mycket har dålig sömn…","Thinking about the past month, to what extent has poor sleep…","SCI_5","…din sinnesstämning, ork eller relationer till andra?","…affected your mood, energy or relationships?",NA,0,"Not at all",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_2","Med den senaste månaden i åtanke, hur mycket har dålig sömn…","Thinking about the past month, to what extent has poor sleep…","SCI_5","…din sinnesstämning, ork eller relationer till andra?","…affected your mood, energy or relationships?",NA,1,"A little",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_2","Med den senaste månaden i åtanke, hur mycket har dålig sömn…","Thinking about the past month, to what extent has poor sleep…","SCI_5","…din sinnesstämning, ork eller relationer till andra?","…affected your mood, energy or relationships?",NA,2,"Somewhat",NA
"hellstrom_2019_sci","Sleep Condition Indicator (SCI), Swedish version","Swedish",NA,"hellstrom_2019_sci_2","Med den senaste månaden i åtanke, hur mycket har dålig sömn…","Thinking about the past month, to what extent has poor sleep…","SCI_5","…din sinnesstämning, ork eller relationer till andra?","…affected your mood, energy or relationships?",NA,3,"Much",NA
