table,note
hoai_2026_instructional_design_quality,"Clean pass: 25 rows, 5 items x 5 levels, validate_items.R --table-sets exact on both sets; Step 5b VERIFIED (verify script VERDICT: PASS)."
hoai_2026_instructional_design_quality,"Coverage note, informational: no respondent chose level 1 on IDQ1 (0 of 580), so its resp=1 option row is an anchor the printed five-point scale offered and nobody used. Every level a respondent did use has a row. data/hoai_2026_blended_learning.py already waives this pattern corpus-wide ('resp_scale_mixed ... 8/30 items simply never drew the bottom category'), so an audit_batch coverage flag on IDQ1 resp=1 is expected and correct."
hoai_2026_instructional_design_quality,"The English in the _translated columns is the study authors' own (deposit codebook.docx and Questionaire_EN.docx), not IRW's, so no machine_translation issues-page entry is owed."
hoai_2026_instructional_design_quality,"RETRY TEST: not applicable -- this is a clean pass, not a block."
hoai_2026_learning_experience,"Clean pass, no caveat affecting the shipped rows: 20 rows = 4 items (LE1-LE4) x 5 Likert levels, both sets exact against the live table."
hoai_2026_learning_experience,"Administered in Vietnamese; item_text/option_text/instructions hold the administered wording from Questionaire_VN.docx and the _translated columns hold the authors' OWN English (Questionaire_EN.docx / codebook.docx), so translation_source=study_supplied and no issues-page entry is owed for translation."
hoai_2026_learning_experience,"Shared source: this deposit (doi:10.17632/tdsspksw83) also backs hoai_2026_teaching_presence, _social_presence, _cognitive_presence, _instructional_design_quality, _student_engagement and _academic_achievement. Only this table's files were written by this round."
hoai_2026_learning_experience,"RETRY TEST: not applicable -- this is a clean pass, not a block."
hoai_2026_social_presence,"Clean pass: 20 rows, 4 items (SP1-SP4) x 5 anchors, gate exact on both sets; Step 5b VERIFIED on the item<->text axis (verify_hoai_2026_social_presence.R, VERDICT: PASS)."
hoai_2026_social_presence,"Caveat on the response side, not on the text: SP1, SP2 and SP3 drew no resp=1 in the 580 responses and SP4 drew exactly one, so the live resp set 1-5 is carried by a single respondent. All five anchors are shipped for every item because the questionnaire printed all five to every respondent; this is floor non-use on a left-skewed scale, and data/hoai_2026_blended_learning.py waives its own resp_scale_mixed QC check by name for the same reason."
hoai_2026_social_presence,"Rights clause quoted for the record, ruled not a block: README.docx says 'The data are provided in anonymized form for academic research purposes only.' It is a statement about the anonymised response data, not a term the rights holder attaches to the questionnaire wording, and it sits inside a CC BY 4.0 grant that expressly permits sharing, copying and modification with attribution. No fee, permission-required, non-commercial, no-derivatives or no-redistribution clause is quotable for the item text; instrument_rights_register.csv has no row reaching this instrument. No register row written (a round may write only 'block' rows)."
hoai_2026_social_presence,"Step 3b Community-of-Inquiry check: the four SP items are the authors' own wording, not the Arbaugh et al. (2008) CoI survey (9 social-presence items, fully-online framing); none of Arbaugh's SP stems appears in the deposit. Same finding batch_280 reached for the CP block."
hoai_2026_social_presence,"The English beside the Vietnamese is the authors' own (Questionaire_EN.docx / codebook.docx), not IRW's, so no machine-translation disclosure is owed. text_source=study_materials, translation_source=study_supplied."
hoai_2026_social_presence,"RETRY TEST: not applicable -- clean pass, not a block."
