_key,source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
10.1371/journal.pone.0351843.t009,figshare,<p>Results of the linear regression analyses examining concurrent validity of the SKILLCOURT basic reaction time and executive function tests (age-adjusted).</p>,https://plos.figshare.com/articles/dataset/_p_Results_of_the_linear_regression_analyses_examining_concurrent_validity_of_the_SKILLCOURT_basic_reaction_time_and_executive_function_tests_age-adjusted_p_/33021158,10.1371/journal.pone.0351843.t009,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>SKILLCOURT<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>Motor-cognitive stepping test",,,,,Table 9.xls,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
10.1371/journal.pone.0351843.t008,figshare,<p>Results of the linear regression analyses examining concurrent and construct validity of the SKILLCOURT agility tests (adjusted for age).</p>,https://plos.figshare.com/articles/dataset/_p_Results_of_the_linear_regression_analyses_examining_concurrent_and_construct_validity_of_the_SKILLCOURT_agility_tests_adjusted_for_age_p_/33021155,10.1371/journal.pone.0351843.t008,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>SKILLCOURT<break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break><break xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""></break>Agility Tests</b>', '<b>Enter",,,,,Table 8.xls,0.0,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
10.1371/journal.pone.0351843.t007,figshare,"<p>Descriptive statistics of the SKILLCOURT, motor, and cognitive tests.</p>",https://plos.figshare.com/articles/dataset/_p_Descriptive_statistics_of_the_SKILLCOURT_motor_and_cognitive_tests_p_/33021152,10.1371/journal.pone.0351843.t007,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Measure</b>', '<b>Unit</b>', '<b>Mean\u2009±\u2009SD (min–max)</b>']",,,,,Table 7.xls,0.0,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
10.1371/journal.pone.0351843.t001,figshare,<p>Overview of motor and cognitive outcomes correlated with SKILLCOURT tests.</p>,https://plos.figshare.com/articles/dataset/_p_Overview_of_motor_and_cognitive_outcomes_correlated_with_SKILLCOURT_tests_p_/33021131,10.1371/journal.pone.0351843.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Tests</b>', '<b>Outcomes</b>', '<b>Tested Ability</b>']",,,,,Table 1.xls,0.0,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,<p>QoL subscale scores and averages based on KDQOL-36 questionnaire.</p>,https://plos.figshare.com/articles/dataset/_p_QoL_subscale_scores_and_averages_based_on_KDQOL-36_questionnaire_p_/33157147,10.1371/journal.pone.0354170.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 3 column(s) look like text-coded Likert items (e.g. ['<b>Mean\u2009±\u2009SD</b>', '<b>Minimum – Maximum</b>', '<b>Median (Q1 – Q3)</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>",,,,,Table 4.xls,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
,figshare,<p>Confirmatory factor analysis.</p>,https://plos.figshare.com/articles/dataset/_p_Confirmatory_factor_analysis_p_/33177106,10.1371/journal.pone.0355186.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Construct</b>', '<b>Item</b>', '<b>AVE</b>', '<b>CR</b>', '<b>Cronbach’s alpha</b>', '<b>Tolerance</b>', '<b>VIF</b>']",,,,,Table 2.xls,0.0,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,<p>Six different standardized effects [95% CI] between within-individual self-esteem and emotional eating or restrained eating.</p>,https://plos.figshare.com/articles/dataset/_p_Six_different_standardized_effects_95_CI_between_within-individual_self-esteem_and_emotional_eating_or_restrained_eating_p_/32606944,10.1371/journal.pone.0351302.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['<b>X\u2009=\u2009SE/ Y\u2009=\u2009EE</b>', '<b>X\u2009=\u2009EE/ Y\u2009=\u2009SE</b>', '<b>X\u2009=\u2009SE/ Y\u2009=\u2009RE</b>']) rather than numeric codes. Needs a human to confirm the category set/ord",,,,,Table 2.xls,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
10.1371/journal.pone.0077867.t001,figshare,"Baseline characteristics of the groups in terms of mean (standard deviation) IQ (WASI full score), reading (BAS reading ability raw score), Spelling (BAS spelling ability raw score), maths (BAS maths ability raw score), externalising problems (SDQ total problems score), and internalising problems (CDI total T-score).",https://plos.figshare.com/articles/dataset/_Baseline_characteristics_of_the_groups_in_terms_of_mean_standard_deviation_IQ_WASI_full_score_reading_BAS_reading_ability_raw_score_Spelling_BAS_spelling_ability_raw_score_maths_BAS_maths_ability_raw_score_externalising_problems_SDQ_total_problems_score_/843578,10.1371/journal.pone.0077867.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 4 column(s) look like text-coded Likert items (e.g. ['<b>Experimental</b>', 'Unnamed: 2', '<b>Control</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b></b>', '<b>Experimental</b>', ",,,,,Table_1.xls,0.0,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
,figshare,"Survey Data on Financial Knowledge, Financial Self-Efficacy, Financial Attitude, and Financial Behavior among a Sample of Generation Z in Indonesia",https://figshare.com/articles/dataset/Survey_data_on_financial_knowledge_financial_self-efficacy_financial_attitude_and_financial_behavior_among_Indonesian_Gen_Z/32016954,10.6084/m9.figshare.32016954.v2,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['CODEBOOK', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6']",,,,,"Codebook, Questionnaire, and Variable Dictionary.xlsx",9.0,not_item_response,"Column names match a data dictionary / codebook (Variable Name, Variable Label, etc.) — this file describes the dataset, it is not the data itself"
,figshare,<p>Descriptive statistics for e-Health Literacy Scale (eHEALS).</p>,https://plos.figshare.com/articles/dataset/_p_Descriptive_statistics_for_e-Health_Literacy_Scale_eHEALS_p_/33157144,10.1371/journal.pone.0354170.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 5 column(s) look like text-coded Likert items (e.g. ['<b>Strongly agree</b>', '<b>Agree</b>', '<b>Neutral</b>']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['<b>Items</b>', '<b>Strongly a",,,,,Table 3.xls,0.0,not_item_response,"HTML markup in column names — file is a scraped paper table, not raw data"
