source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,peerj,10.7717/peerj.21441,Validity and reliability evaluation of the Chinese version of the attention-deficit/hyperactivity disorder stigma questionnaire.,https://europepmc.org/article/PMC/PMC13326651,PMC13326651,cc-by-nc,license_restricted,license 'cc-by-nc' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-025-98004-0,How anxiety and depression mediate the link between sleep quality and health perception during crisis periods.,https://europepmc.org/article/PMC/PMC12000303,PMC12000303,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-45343-1,A longitudinal study on multiple frailty and its associations with depression and social participation in older adults.,https://europepmc.org/article/PMC/PMC13315701,PMC13315701,cc-by,no_usable_file,no tabular-format file among 9 supplementary file(s): 41598_2026_45343_Fig2_HTML.jpg; 41598_2026_45343_MOESM1_ESM.doc; 41598_2026_45343_Fig4_HTML.gif; 41598_2026_45343_Fig1_HTML.jpg; 41598_2026_45343_Fig3_HTML.jpg; 41598_2026_45343_Fig2_HTML.gif; 41598_2026_45343_Fig1_HTML.gif; 41598_2026_45343_Fig3_HTML.gif; 41598_2026_45343_Fig4_HTML.jpg,,,,,,
pmc,behavsci,10.3390/bs14020088,Not All Levels of Social Re-Inclusion Allow for Recovery from Negative Outcomes of Social Exclusion: The Moderating Role of Self-Esteem.,https://europepmc.org/article/PMC/PMC10886270,PMC10886270,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): behavsci-14-00088-g001.gif; behavsci-14-00088-g001.jpg; behavsci-14-00088-s001.zip,,,,,,
pmc,behavsci,10.3390/bs16061029,Relating Cognitive-Activating Instruction and Metacognitive Self-Regulation to Mathematics Performance and Self-Efficacy: A Process-Modelling Study.,https://europepmc.org/article/PMC/PMC13295810,PMC13295810,cc-by,no_usable_file,no tabular-format file among 7 supplementary file(s): behavsci-16-01029-g002.gif; behavsci-16-01029-s001.zip; behavsci-16-01029-g001.jpg; behavsci-16-01029-g003.jpg; behavsci-16-01029-g003.gif; behavsci-16-01029-g001.gif; behavsci-16-01029-g002.jpg,,,,,,
pmc,bmcpubhealth,10.1186/s12889-024-20541-6,"Social support, self-efficacy, self-esteem, and self-management behaviors among people living with HIV/AIDS in China: a structural equation modeling analysis.",https://europepmc.org/article/PMC/PMC11539768,PMC11539768,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,bmcpubhealth,10.1186/s12889-024-18147-z,Psychometric analysis and linguistic adaptation of the Persian version of Contraceptive Self-Efficacy Scale (CSES-P).,https://europepmc.org/article/PMC/PMC10967056,PMC10967056,cc-by,no_usable_file,no tabular-format file among 3 supplementary file(s): 12889_2024_18147_MOESM1_ESM.pdf; 12889_2024_18147_Fig1_HTML.jpg; 12889_2024_18147_Fig1_HTML.gif,,,,,,
pmc,bmcpubhealth,10.1186/s12889-020-10086-9,"Knowledge, attitude and self-efficacy program intended to improve public health professionals' ability to identify and manage perinatal depressive symptoms: a quasi-experimental study.",https://europepmc.org/article/PMC/PMC7774237,PMC7774237,cc-by,no_usable_file,no tabular-format file among 5 supplementary file(s): 12889_2020_10086_Fig1_HTML.gif; 12889_2020_10086_Fig2_HTML.gif; 12889_2020_10086_Fig2_HTML.jpg; 12889_2020_10086_Fig1_HTML.jpg; 12889_2020_10086_MOESM1_ESM.pdf,,,,,,
pmc,screports,10.1038/s41598-026-50814-6,Frailty domains and quality of life associated with geriatric depression in Brazilian primary health care: a cross-sectional study.,https://europepmc.org/article/PMC/PMC13315697,PMC13315697,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_50814_MOESM1_ESM.docx,,,,,,
pmc,screports,10.1038/s41598-026-45991-3,Meals that heal: a randomized controlled trial testing the feasibility of commercial meal delivery as a convenient dietary intervention for depression.,https://europepmc.org/article/PMC/PMC13315607,PMC13315607,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
