source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,plosone,10.1371/journal.pone.0164474,Hierarchy and Psychometric Properties of ADHD Symptoms in Spanish Children: An Application of the Graded Response Model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0164474,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The raw data are available as supplemental material.,,,,,,,
plos,plosone,10.1371/journal.pone.0193861,"All metrics are equal, but some metrics are more equal than others: A systematic search and review on the use of the term ‘metric’",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0193861,cc-by,good,"Passed (no errors); 2 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values* | SI caption: Dataset of included studies.   https://doi.org/10.1371/journ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0193861_S6_Appendix.xlsx,5348,1337,4,1.0,1
plos,plosone,10.1371/journal.pone.0307097,The performance of ChatGPT and Bing on a computerized adaptive test of verbal intelligence,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0307097,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The paper reports repeated administrations of a computerised adaptive test of vocabulary to large language models. All the data obtained are reported directly in the paper.,,,,,,,
plos,plosone,10.1371/journal.pone.0266350,Regularized Bayesian calibration and scoring of the WD-FAB IRT model improves predictive performance over marginal maximum likelihood,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0266350,cc0,no_usable_file,no tabular-format Supporting Information file on article page,"The data used in this study were collected via an inter-agency agreement with the Social Security Administration. Data collected from claimants for disability benefits are owned by the SSA. We are legally prohibited from re-disclosing it, even if de-identified, without approval by the SSA. Researche",,,,,,,
plos,plosone,10.1371/journal.pone.0309887,Item response theory model highlighting rating scale of a rubric and rater–rubric interaction in objective structured clinical examination,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0309887,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5061/dryad.tmpg4f56q,The dataset and main programs underlying the results presented in the study are available from  https://doi.org/10.5061/dryad.tmpg4f56q .,https://doi.org/10.5061/dryad.tmpg4f56q,,,,,,
plos,plosone,10.1371/journal.pone.0347684,A Monte Carlo simulation study of sample size requirements for the Graded Response Model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0347684,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/yw9b7/?view_only=a2a8cb22f1224a2b98f13c69621ac6cd,All data underlying the findings of this study are available from the Open Science Framework at the following viwe-only URL:  https://osf.io/yw9b7/?view_only=a2a8cb22f1224a2b98f13c69621ac6cd . The data will be made fully public upon publication. Please see the accompanying README file in the reposit,https://osf.io/yw9b7/?view_only=a2a8cb22f1224a2b98f13c69621ac6cd,,,,,,
plos,plosone,10.1371/journal.pone.0344341,Development and initial validation of a computerized adaptive test prototype for ECG interpretation using item response theory,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0344341,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are within the manuscript and its  Supporting Information  files.,,,,,,,
plos,plosone,10.1371/journal.pone.0217249,Using Item Response Theory to evaluate the psychometric characteristics of questions in a Brazilian programme and the performance of dental teams in primary care,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217249,cc-by,human_assistance,"QC failed on: dup_id_item, resp_variation* | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0217249.s001",The data underlying the results presented in the study are available from  http://dab.saude.gov.br/portaldab/ape_pmaq.php?conteudo=2_ciclo .,,journal.pone.0217249_S1_Dataset.sav,32519,2,2,8129.75,0
plos,plosone,10.1371/journal.pone.0196292,Fitting item response unfolding models to Likert-scale data using mirt in R,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196292,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All data underlying the study are within the paper and its Supporting Information files.,,,,,,,
plos,plosone,10.1371/journal.pone.0182162,Psychometric analysis of the Generalized Anxiety Disorder scale (GAD-7) in primary care using modern item response theory,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182162,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset of the study.   https://doi.org/10.1371/journal.pone",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0182162_S1_Dataset.sav,104467,3,31,1123.3011,0
plos,plosone,10.1371/journal.pone.0299052,Patient knowledge in anaesthesia: Psychometric development of the RAKQ–The Rotterdam anaesthesia Knowledge questionnaire,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0299052,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.34894/3UCXY4,All data files are available from the Dataverse database (accession number doi: 10.34894/3UCXY4 ). A Data Transfer Agreement (DTA) in line with GDPR regulations and/or a Research Collaboration Agreement (RCA) should be signed before data is shared.,https://doi.org/10.34894/3UCXY4,,,,,,
plos,plosone,10.1371/journal.pone.0353665,Examining the joint impact of missing data mechanisms and item parameter drift on the accuracy of item response theory-based test equating,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0353665,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/7fpxz/,"No empirical datasets were generated for this study. All data presented in the manuscript were produced via Monte Carlo simulations. All R scripts used to generate the simulation data, perform the MICE procedures, and reproduce the analyses reported in this study are publicly available in an open re",https://osf.io/7fpxz/,,,,,,
