source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,mentalhealth,10.1371/journal.pmen.0000173,The social determinants of adolescent anxiety and depression in peri-urban South Africa,https://journals.plos.org/mentalhealth/article?id=10.1371/journal.pmen.0000173,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Supplementary material analytic dataset.   https://doi.org/1",Data is supplied in the supplementary material.,,journal.pmen.0000173_S1_Data.sav,12884.0,2.0,12.0,536.8333,0.0,not_item_response,"n_participants=2 but n_responses=12884 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=537×)"
plos,globalpublichealth,10.1371/journal.pgph.0004537,Understanding how digital mental health interventions can be optimised to improve longer term sustainability: Findings from a causal mediation analysis of the CONEMO trials,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0004537,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Variable name', 'Description', 'Lable'] | SI caption: Codebook for dataset.   https://doi.org/10.1371/journal.pgph",All relevant data are within the paper and its  Supporting Information  files.,,journal.pgph.0004537_S3_File.xlsx,,,,,1.0,not_item_response,"Column names match a data dictionary / codebook (Variable Name, Variable Label, etc.) — this file describes the dataset, it is not the data itself"
plos,globalpublichealth,10.1371/journal.pgph.0006370,"Sexualized drug use, anxiety, depression, and suicidal ideation among men who have sex with men in Pakistan: Results of a multi-center cross-sectional survey",https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0006370,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data file.   https://doi.org/10.1371/journal.pgph.0006370.s0",https://github.com/Usmanali1994/MSM-Pakistan-study .,,journal.pgph.0006370_S1_Data.xlsx,26400.0,1.0,36.0,733.3333,0.0,not_item_response,"n_participants=1 but n_responses=26400 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=733×)"
plos,mentalhealth,10.1371/journal.pmen.0000423,"Peace of mind: A quasi-experimental, mixed-method evaluation of a community-based mental health intervention for persons affected by Neglected Tropical Diseases",https://journals.plos.org/mentalhealth/article?id=10.1371/journal.pmen.0000423,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Endline minimal dataset.   https://doi.org/10.1371/journal.p","The minimal dataset for quantitative data has been uploaded in S4 File. For qualitative data, the underlying data is presented in the text and photos have been uploaded in S3 File. The coding framework can be found in S5 File.",,journal.pmen.0000423_S4_File.csv,16484.0,217.0,76.0,0.9995,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,mentalhealth,10.1371/journal.pmen.0000348,An exploratory qualitative pilot study assessing treatment-seeking behavior for generalized anxiety symptoms among people living with HIV/AIDS in Tanzania,https://journals.plos.org/mentalhealth/article?id=10.1371/journal.pmen.0000348,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data.   https://doi.org/10.1371/journal.pmen.0000348.s003",The relevant data has been attached as  Supporting information .,,journal.pmen.0000348_S2_File.csv,16701.0,348.0,48.0,0.9998,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,globalpublichealth,10.1371/journal.pgph.0004680,Testing the feasibility and utility of an executive function battery for use with primary school-aged students in Malawi,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0004680,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Deidentified data that was used in this study.   https://doi",All relevant data are within the paper and its  Supporting Information  files.,,journal.pgph.0004680_S1_Data.csv,6568.0,197.0,34.0,0.9806,0.0,aggregate_continuous,"Response has >50 unique values after wide-to-long melt — likely continuous measurement (VAS, RT, scale scores), not ordinal item responses. Confirm resp range before including."
plos,globalpublichealth,10.1371/journal.pgph.0002826,"Depressive symptoms and its associated factors among secondary school adolescents of Birtamod Municipality, Jhapa, Nepal",https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0002826,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values* | SI caption: Data used in this study.   https://doi.org/10.1371/journal.p",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pgph.0002826_S1_Data.sav,1355.0,271.0,5.0,1.0,0.0,worth_retrying,"Only issue is a low-confidence id column mapping — re-examine the first column to confirm it is the person identifier; if so, this dataset may be usable"
plos,globalpublichealth,10.1371/journal.pgph.0001599,Child maltreatment mediates the relationship between HIV/AIDS family dysfunction trajectories and psychosocial problems among adolescents,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0001599,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Combined data—The HIV/AIDS impacted families—Ghana project r",All data are present within the manuscript and its  Supporting information  files.,,journal.pgph.0001599_S1_Data.sav,65893.0,285.0,228.0,1.0141,0.0,worth_retrying,"dup_id_item fail but n_participants=285, ratio=1.0× — consistent with a longitudinal/repeated-measures design. Re-examine file for a wave/timepoint/date column to use as third key; if present this is likely IRW-eligible."
plos,globalpublichealth,10.1371/journal.pgph.0005204,"Health care needs survey to improve preparedness of community outreach clinics after severe flooding in Mulanje district, Malawi",https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0005204,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Anonymized data.   https://doi.org/10.1371/journal.pgph.0005","The dataset used in this study, while de-identified, contains information that could potentially lead to the identification of individual healthcare workers and recipients of care Partners in Hope’s supported sites. Our study protocol, approved by Malawi’s National Health Sciences Research Committee",,journal.pgph.0005204_S1_Table.xlsx,48811.0,187.0,146.0,1.7878,0.0,worth_retrying,"dup_id_item fail but n_participants=187, ratio=1.8× — consistent with a longitudinal/repeated-measures design. Re-examine file for a wave/timepoint/date column to use as third key; if present this is likely IRW-eligible."
plos,globalpublichealth,10.1371/journal.pgph.0002892,The effect of biomass smoke exposure on quality-of-life among Ugandan patients treated for tuberculosis: A cross-sectional analysis,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0002892,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_direction*, imputed_values* | SI caption: De-identified data.   https://doi.org/10.1371/journal.pgph.0",All data used as well as a key have been included in the submission as  supporting information  files.,,journal.pgph.0002892_S1_Data.xlsx,4728.0,1626.0,2.0,1.4539,0.0,worth_retrying,"dup_id_item fail but n_participants=1626, ratio=1.5× — consistent with a longitudinal/repeated-measures design. Re-examine file for a wave/timepoint/date column to use as third key; if present this is likely IRW-eligible."
