source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,screports,10.1038/s41598-026-47895-8,Facial shape and self-perceived personality traits in young adults.,https://europepmc.org/article/PMC/PMC13338197,PMC13338197,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-026-51695-5,The impact of oral diseases on the quality of life of patients attending the oral medicine clinic at a dental specialty centre.,https://europepmc.org/article/PMC/PMC13338210,PMC13338210,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_51695_MOESM1_ESM.pdf,,,,,,
pmc,screports,10.1038/s41598-026-43955-1,Development and psychometric evaluation of a multimedia quality assessment tool for health education and promotion through mixed methods.,https://europepmc.org/article/PMC/PMC13381872,PMC13381872,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-024-74908-1,Differences in predicting athletic burnout and in moderating its relationship with life satisfaction in competitive and leisure athletes.,https://europepmc.org/article/PMC/PMC11496630,PMC11496630,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2024_74908_MOESM1_ESM.docx,,,,,,
pmc,screports,10.1038/s41598-026-65768-y,Development and validation of a self-report questionnaire to assess executive functions in healthy adults: the executive functions in healthy adults questionnaire (EFHAQ).,https://europepmc.org/article/PMC/PMC13451202,PMC13451202,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2026_65768_MOESM1_ESM.docx,,,,,,
pmc,screports,10.1038/s41598-025-16448-w,"Differences in the relationship among grit, self-regulation, competition preparation, and sport confidence across performance levels: a multi-group analysis.",https://europepmc.org/article/PMC/PMC12375784,PMC12375784,cc-by-nc-nd,license_restricted,license 'cc-by-nc-nd' does not permit redistribution,,,,,,
pmc,screports,10.1038/s41598-024-62771-z,Developing and validating a Domain-specific Grit Scale for College Athletic Students.,https://europepmc.org/article/PMC/PMC11126736,PMC11126736,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",41598_2024_62771_MOESM1_ESM.xlsx,29450,589,50,1.0,1
pmc,behavsci,10.3390/bs14090852,"Considering the Role of Behavioural Fatigue in the COVID-19 Lockdown Debates in Great Britain: A Retrospective Analysis of a National Survey Assessing the Relationships between Capability, Opportunity, Motivation, and Behaviour.",https://europepmc.org/article/PMC/PMC11428509,PMC11428509,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): behavsci-14-00852-s001.zip,,,,,,
pmc,peerj,10.7717/peerj.21459,Effects of physical activity distribution patterns on basketball skill acquisition and physical exercise self-efficacy among Chinese male university students: a randomised controlled trial.,https://europepmc.org/article/PMC/PMC13471745,PMC13471745,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",peerj-14-21459-s002.xlsx,2100,300,7,1.0,0
pmc,peerj,10.7717/peerj.19139,Attitudes towards communication and perceived self-efficacy in nursing students: a longitudinal observational study.,https://europepmc.org/article/PMC/PMC13348135,PMC13348135,cc-by,human_assistance,"QC failed on: dup_id_item, resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-13-19139-s002.sav,12056,125,100,0.9645,0
