source,title,doi,published,url
osf,Effect of social interactions on self-esteem and negative affect in narcissism and psychopathy groups,,2026-07-29T08:15:42.474787,https://osf.io/nckqd/
osf,"Narcissism and Mental Health: Associations with Self-Esteem, Depression, Anxiety and Stress",,2026-06-05T13:38:20.465040,https://osf.io/d3v5c/
osf,"The Relationship Between Childhood Abuse, Aggression, and Self-Esteem in Male Individuals.",,2026-06-02T18:07:54.028627,https://osf.io/q9edb/
dataverse,"Being Unloved, HIV-Related Stigma, and Well-Being: an Exploratory Sequential Mixed-Methods Study in China",10.7910/dvn/tzphxf,2026-08-02T12:48:51Z,https://doi.org/10.7910/DVN/TZPHXF
datacite,Low Self-Esteem as the Central Vulnerability in Core Eating Psychopathology: A Test of the Transdiagnostic Model in a Community Sample of Mexican Adults,10.17632/gw4wcb9rft.2,2026,https://data.mendeley.com/datasets/gw4wcb9rft/2
datacite,Low Self-Esteem as the Central Vulnerability in Core Eating Psychopathology: A Test of the Transdiagnostic Model in a Community Sample of Mexican Adults,10.17632/gw4wcb9rft,2026,https://data.mendeley.com/datasets/gw4wcb9rft
datacite,Dataset for “Exploring the Relationship Between Teachers’ Self-Esteem and Self-Efficacy in the School Context”,10.23668/psycharchives.22169,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17528
datacite,The role of femininity and age in anxiety and self-esteem among women,10.23668/psycharchives.22299,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17654
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,10.17632/9mphhb9zhz.2,2026,https://data.mendeley.com/datasets/9mphhb9zhz/2
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,10.17632/9mphhb9zhz,2026,https://data.mendeley.com/datasets/9mphhb9zhz
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,10.17632/9mphhb9zhz.1,2026,https://data.mendeley.com/datasets/9mphhb9zhz/1
datacite,Religious faith and self-esteem on quality of life across lifespan in India,10.17632/ys2s8f8skx.1,2026,https://data.mendeley.com/datasets/ys2s8f8skx/1
datacite,Religious faith and self-esteem on quality of life across lifespan in India,10.17632/ys2s8f8skx,2026,https://data.mendeley.com/datasets/ys2s8f8skx
datacite,"Unidimensional, bidimensional, or bifactorial? Structural evidence for the Rosenberg Self-Esteem Scale in Mexican adults",10.17632/sk9mpyt4tv.1,2026,https://data.mendeley.com/datasets/sk9mpyt4tv/1
datacite,"Unidimensional, bidimensional, or bifactorial? Structural evidence for the Rosenberg Self-Esteem Scale in Mexican adults",10.17632/sk9mpyt4tv,2026,https://data.mendeley.com/datasets/sk9mpyt4tv
datacite,Brief Rosenberg Self-Esteem Scale (B-RSES),10.17632/86cxzhbrpz.1,2026,https://data.mendeley.com/datasets/86cxzhbrpz/1
datacite,Brief Rosenberg Self-Esteem Scale (B-RSES),10.17632/86cxzhbrpz,2026,https://data.mendeley.com/datasets/86cxzhbrpz
datacite,"Dataset for: The Indonesian Relationship-Contingent Self-Esteem Scale: Cross-Cultural Adaptation, Psychometric Validation, and Gender Measurement Invariance",10.17632/yymf9dbr6h.1,2026,https://data.mendeley.com/datasets/yymf9dbr6h/1
datacite,"Dataset for: The Indonesian Relationship-Contingent Self-Esteem Scale: Cross-Cultural Adaptation, Psychometric Validation, and Gender Measurement Invariance",10.17632/yymf9dbr6h,2026,https://data.mendeley.com/datasets/yymf9dbr6h
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,10.17632/6rbv3fbz8d.2,2026,https://data.mendeley.com/datasets/6rbv3fbz8d/2
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,10.17632/6rbv3fbz8d,2026,https://data.mendeley.com/datasets/6rbv3fbz8d
osf,Cognitive Emotion Regulation and Bystander Behavior in School Bullying Among University Students: The Roles of Moral Disengagement and Self-Efficacy,,2026-06-26T08:49:44.724694,https://osf.io/gdbq2/
osf,"European Portuguese version of the Resuscitation Self-Efficacy Scale for Nurses: translation, cultural adaptation and psychometric evaluation",,2026-06-17T11:31:48.982421,https://osf.io/5amfx/
datacite,"Effects of functional versus conventional Physiotherapy-Based pain management on symptoms, psychological outcomes, and quality of life in women with Bladder Pain Syndrome: A Randomized Controlled Trial",10.6084/m9.figshare.33265289,2026,https://tandf.figshare.com/articles/dataset/Effects_of_functional_versus_conventional_Physiotherapy-Based_pain_management_on_symptoms_psychological_outcomes_and_quality_of_life_in_women_with_Bladder_Pain_Syndrome_A_Randomized_Controlled_Trial/33265289/1
datacite,Dataset for “Exploring the Relationship Between Teachers’ Self-Esteem and Self-Efficacy in the School Context”,10.23668/psycharchives.22169,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17528
datacite,Dataset for: Psychometric Properties of the Academic Psychological Capital Questionnaire (PCQ-12) in Adolescents from Lima,10.23668/psycharchives.22292,2026,https://www.psycharchives.org/jspui/handle/20.500.12034/17647
osf,Social-Cognitive Dysregulation Model of Misophonia: Perspective from a Behavioural Study,,2026-07-26T19:09:35.332012,https://osf.io/mdnrj/
osf,"Depression and depressive symptoms in the prison context: an integrative review of occurrence, measurement and associated factors - PROTOCOL",,2026-07-31T20:46:37.337843,https://osf.io/sarzc/
osf,Diabetes-depression transition and UN 2030 accountability gap - reproducibility package,,2026-07-26T10:39:09.942125,https://osf.io/26fvt/
osf,"Effectiveness and Impact of GALLiLy Self-Management Workshops on Quality of Life, Health Literacy, and Complications in People with Lymphedema and Lipedema",,2026-07-17T10:55:58.499730,https://osf.io/du6pb/
osf,"Metacognition and Psychological Distress Across Stress, Anxiety, and Depression: A Global Scoping Review of Beliefs, Therapy, and Evidence Gaps (2005-2026).)",,2026-07-13T06:41:32.069379,https://osf.io/8t5yv/
osf,The Psychological Effects of Medical Rehabilitation on Depression Among Stroke Patients:  A Scoping Review,,2026-06-13T17:03:45.347864,https://osf.io/gwrc8/
osf,Emerging Stressors and Adolescent Depression and Anxiety in Kenya,,2026-07-06T13:43:47.014790,https://osf.io/f9ybp/
osf,Digital peer support for people living with depression: a scoping review,,2026-05-30T16:39:42.911357,https://osf.io/xt8w9/
osf,"Project II: Psychometric Evaluation of Sleep, Stress, Anxiety, Depression, Medication Adherence, and Medication Complexity",,2026-06-23T00:29:58.798058,https://osf.io/fbre8/
osf,Psychometric Properties of the BDI-II in Mexican University Students,,2026-05-31T16:49:22.444427,https://osf.io/6dutb/
osf,"Digital health interventions for sleep disturbance, depression,  and/or anxiety in peri- and postmenopausal women: a scoping review  protocol",,2026-06-14T21:44:45.444951,https://osf.io/gnrtq/
osf,Imagination and Provocation of Interoceptive Sensations in Adolescents With Anxiety and/or Depressive Symptoms – A Pilot study,,2026-06-16T15:12:54.412079,https://osf.io/5qkyd/
osf,"Narcissism and Mental Health: Associations with Self-Esteem, Depression, Anxiety and Stress",,2026-06-05T13:38:20.465040,https://osf.io/d3v5c/
osf,"Use of computational models based on type-2 fuzzy logic in screening, assessment, and decision support in depression: a scoping review",,2026-06-09T09:47:14.213387,https://osf.io/ndb8s/
osf,"The Relationship Between Anxious and Avoidant Attachment, Depression, Loneliness, and Psychological Well-Being Among University Students",,2026-05-29T12:55:19.908028,https://osf.io/s7wp2/
osf,Ketamine-Assisted Narrative Intervention (KANI)  for Veterans with Chronic Low Back Pain and Co-Occurring Depression: Treatment Manual for Narrative Intervention Component,,2026-06-03T18:26:19.600829,https://osf.io/e3p4m/
osf,Sigma-factor (∑- factor model)- Unifying Psychopathology and the correlated multi-systemic dysregulation.,,2026-05-24T23:49:31.731978,https://osf.io/htx4z/
osf,Adolescent Weekend Catch-Up Sleep and Sleep Sufficiency: Protective Factors for Depression in Young Adulthood,,2026-05-28T11:36:52.863539,https://osf.io/rkftd/
dataverse,Adolescent life events and depression,10.7910/dvn/dlw5qy,2026-06-01T20:00:21Z,https://doi.org/10.7910/DVN/DLW5QY
dataverse,"From ""Black Box"" to Trusted Partner: The Role of Explainability and User Control in Digital Interventions for Postpartum Depression",10.7910/dvn/wretzm,2026-05-29T11:43:14Z,https://doi.org/10.7910/DVN/WRETZM
osf,Social-Cognitive Dysregulation Model of Misophonia: Perspective from a Behavioural Study,,2026-07-26T19:09:35.332012,https://osf.io/mdnrj/
osf,"Coping Strategies, Anxiety, and Psychological Well-Being among Women Who Experienced Domestic Violence (Kazakhstan)",,2026-08-06T14:26:05.621210,https://osf.io/6x5hw/
osf,Reduced trait anxiety after a multi-day breathwork and cold-water immersion outdoor festival,,2026-05-27T13:35:19.489368,https://osf.io/3p2r7/
osf,The Influence of Caregiving Experience on Paternal Anxiety in Nonfathers,,2026-07-02T17:57:11.357598,https://osf.io/zxn48/
osf,Why Do We Choke Under Pressure? The Science Behind Performance Anxiety.,,2026-07-29T15:20:54.666317,https://osf.io/8nhx9/
osf,"Effects of Traditional, Complementary and Integrative Medicine Interventions on Anxiety Among Higher Education Students : A Scoping Review Protocol",,2026-07-15T15:43:33.353720,https://osf.io/x8ckd/
osf,"Effectiveness and Impact of GALLiLy Self-Management Workshops on Quality of Life, Health Literacy, and Complications in People with Lymphedema and Lipedema",,2026-07-17T10:55:58.499730,https://osf.io/du6pb/
osf,"Metacognition and Psychological Distress Across Stress, Anxiety, and Depression: A Global Scoping Review of Beliefs, Therapy, and Evidence Gaps (2005-2026).)",,2026-07-13T06:41:32.069379,https://osf.io/8t5yv/
osf,"""The Correlation Between Anxiety and Eating Disorders Among Adolescents"" Russian Version",,2026-07-11T21:30:32.878826,https://osf.io/rtfh7/
