source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0264497,"Traumatic stress, depression, and non-bereavement grief following non-fatal traffic accidents: Symptom patterns and correlates",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264497,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0264497.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0264497_S1_Data.sav,11691.0,3.0,36.0,108.25,0.0,not_item_response,"n_participants=3 but n_responses=11691 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=108×)"
plos,plosone,10.1371/journal.pone.0334419,"Adverse childhood experiences, re-trafficking vulnerability, and mental health outcomes among women survivors of human trafficking in Kampala, Uganda: A cross-sectional analysis",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0334419,cc0,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values* | SI caption: This is the dataset containing anonymized participant-level ",All relevant data used in this analysis are within the paper and its  Supporting Information  files.,,journal.pone.0334419_S1_Dataset.csv,2450.0,1.0,7.0,350.0,0.0,not_item_response,"n_responses/n_participants/n_items ratio=350× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0189652,Laboratory- and community-based health outcomes in people with transtibial amputation using crossover and energy-storing prosthetic feet: A randomized crossover trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0189652,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Variable Name', 'Units', 'Description'] | SI caption: Study data and data dictionary.   https://doi.org/10.1371/jo",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0189652_S1_Dataset.xlsx,,,,,0.0,not_item_response,"Column names match a data dictionary / codebook (Variable Name, Variable Label, etc.) — this file describes the dataset, it is not the data itself"
plos,plosone,10.1371/journal.pone.0201701,Psychometric properties of a new intake questionnaire for visually impaired young adults: The Participation and Activity Inventory for Young Adults (PAI-YA),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0201701,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, imputed_values*, multi_scale* | SI caption: Dataset used for analyses of the PAI-YA.   https://doi.org/1",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0201701_S1_Dataset.xlsx,51304.0,3.0,297.0,57.5802,0.0,not_item_response,"n_participants=3 but n_responses=51304 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=58×)"
plos,plosone,10.1371/journal.pone.0190722,Adaptation and validation of the Spanish version of the ORTO-15 questionnaire for the diagnosis of orthorexia nervosa,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190722,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Supporting information.   https://doi.org/10.1371/journal.po",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0190722_S1_File.xlsx,20884.0,2.0,46.0,227.0,0.0,not_item_response,"n_participants=2 but n_responses=20884 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=227×)"
plos,plosone,10.1371/journal.pone.0218870,Physical activity and sleep problems in homeless adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218870,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: PLoS_ONE_supporting_information_supplementary_dataset.   htt",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0218870_S1_Dataset.xlsx,14130.0,2.0,19.0,371.8421,0.0,not_item_response,"n_participants=2 but n_responses=14130 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=372×)"
plos,plosone,10.1371/journal.pone.0293026,Understanding suicidal ideation–a network analysis of the Interpersonal Needs Questionnaire,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0293026,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0293026.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0293026_S1_Dataset.xlsx,64676.0,9.0,19.0,378.2222,0.0,not_item_response,"n_responses/n_participants/n_items ratio=378× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0233414,No effect of repetitive tDCS on daily <i>s</i>moking behaviour in light smokers: A placebo controlled EMA study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0233414,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Demographics.   https://doi.org/10.1371/journal.pone.0233414",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0233414_S1_File.sav,2057.0,71.0,29.0,0.999,3.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0227802,Validity of the French version of the Autonomy Preference Index and its adaptation for patients with advanced cancer,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227802,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['IDENT;ONCO_MG;AGE;SEXE;PRIM;CMUAME;COUPLE;SANTE;DurMAL;DurV1V2;SCOL3;PCSNON;INFOG;DECIG;API1_V1;API2_V1;API3_V1;API4_V1;API5_V1;API6_V1;API7_V1;API8_V1;API9_V1;API10_V1;API11_V1;API12_V1;API13_V1;API14_V1;API15_V1;API24_V1;API25_V1;API26_V1;API16_V1;AP,All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0227802_S1_File.csv,,,,,1.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['IDENT', 'ONCO_MG', 'AGE', 'SEXE', 'PRIM'])"
plos,plosone,10.1371/journal.pone.0321046,Polish adaptation of ‘Maltreatment and Abuse Chronology of Exposure’ scale,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321046,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['LP', 'Należy wpisać kolejne oznaczenie wpisywanego kwestionariusza'] | SI caption: The database from the Polish adaptation of the MACE question",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0321046_S4_File.xlsx,,,,,0.0,not_item_response,"Only 2 label-style columns (['LP', 'Należy wpisać kolejne oznaczenie wpisywanego kwestionariusza']) — likely a reference list or name table, not person×item data"
