source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0216619,Chronotype mediates gender differences in risk propensity and risk-taking,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0216619,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: Supporting data file.    Complete data for this paper is ava",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0216619_S1_Table.csv,3648.0,2.0,6.0,304.0,0.0,not_item_response,"n_responses/n_participants/n_items ratio=304× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0277663,Effects of subjective and objective task difficulties for feedback- related brain potentials in social situations: An electroencephalogram study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0277663,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['No. of participants', 'Accuracy'] | SI caption: Experimental data.   https://doi.org/10.1371/journal.pone.02",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0277663_S3_Appendix.xlsx,,,,,0.0,not_item_response,"Only 2 label-style columns (['No. of participants', 'Accuracy']) — likely a reference list or name table, not person×item data"
plos,plosone,10.1371/journal.pone.0302412,Examining infantile facial features and their influence on caretaking behaviors in free-ranging Japanese macaques (<i>Macaca fuscata</i>),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0302412,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'PLOS ONE'] | SI caption: Raw data files for all analyses in this study.   https://doi",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0302412_S1_File.xlsx,,,,,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0155483,Different Dimensions of Cognitive Style in Typical and Atypical Cognition: New Evidence and a New Measurement Tool,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0155483,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Study 1 Data—Item scores on each SCSQ item.    Item numbers ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0155483_S1_File.xlsx,123675.0,2.0,85.0,727.5,2.0,not_item_response,"n_participants=2 but n_responses=123675 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=728×)"
plos,plosone,10.1371/journal.pone.0241352,Computer-based inhibitory control training in children with Attention-Deficit/Hyperactivity Disorder (ADHD): Evidence for behavioral and neural impact,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0241352,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Column', 'Description'] | SI caption: https://doi.org/10.1371/journal.pone.0241352.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0241352_S1_Dataset.xlsx,,,,,1.0,not_item_response,"Only 2 label-style columns (['Column', 'Description']) — likely a reference list or name table, not person×item data"
plos,plosone,10.1371/journal.pone.0201580,Spacing of cue-approach training leads to better maintenance of behavioral change,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0201580,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Choice data for all trials and participants across the four ","All relevant data are within the paper's Supporting Information files. Additionally, we have made the same files available on the open science framework at  https://osf.io/fdvrk/ .",https://osf.io/fdvrk/,journal.pone.0201580_S1_File.csv,442612.0,114.0,18.0,215.6979,1.0,not_item_response,"n_responses/n_participants/n_items ratio=216× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0211502,Switching between reading tasks leads to phase-transitions in reading times in L1 and L2 readers,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211502,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Data file.   https://doi.org/10.1371/journal.pone.0211502.s0",The data file underlying the current publication is submitted together with the article and a brief description of the data set.,,journal.pone.0211502_S4_File.csv,389514.0,2.0,6.0,32459.5,0.0,not_item_response,"n_participants=2 but n_responses=389514 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=32460×)"
plos,plosone,10.1371/journal.pone.0196269,Mindset switching increases the use of '<i>want-based</i>' over '<i>should-based</i>' behaviors,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196269,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data for all experiments.   https://doi.org/10.1371/journal.",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0196269_S1_Data.xlsx,1547.0,91.0,17.0,1.0,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0142696,The Effects of Feature-Based Priming and Visual Working Memory on Oculomotor Capture,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0142696,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['_prepare;_run;acc;accuracy;allowed_responses;auto_log;average_response_time;avg_rt;background;bidi;block_nr;cal_beep;cal_target_size;canvas_backend;column_order;compensation;coordinates;correct;correct_keyboard_response;correct_response;count_block_loo,All relevant data are within the paper and its Supporting Information files.,,journal.pone.0142696_S1_Dataset.csv,,,,,1.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['_prepare', '_run', 'acc', 'accuracy', 'allowed_responses'])"
plos,plosone,10.1371/journal.pone.0215050,Does social context impact metacognition? Evidence from stereotype threat in a visual search task,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0215050,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['subID;subX;subG;etudes;resp;respTime;snsi;conf;RTsnsi;RTconf;setsize;targettype;resptype;fixdur;frame;respQ1;respQ2;respQ3;respQ4'] | SI caption: Data.    Experimental data. 
  https://doi.org/10.1371/journ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0215050_S2_File.csv,,,,,1.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['subID', 'subX', 'subG', 'etudes', 'resp'])"
