source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,plosone,10.1371/journal.pone.0129777,Decoding Accuracy in Supplementary Motor Cortex Correlates with Perceptual Sensitivity to Tactile Roughness,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0129777,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are included within the paper and its Supporting Information files.,,,,,,,
plos,plosone,10.1371/journal.pone.0157295,Drive: Theory and Construct Validation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0157295,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The manuscript contains data from four samples, referred to as Online sample, British sample, Eugene-Springfield community sample, and Norwegian sample. The data for three of these are attached as Supporting Information files. The Eugene-Springfield community sample data was generously provided by t",,,,,,,
plos,plosone,10.1371/journal.pone.0344349,The relationship between intellectual curiosity and adolescents’ mathematical problem-solving ability: A moderated mediation model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0344349,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The data used for the current study are available at the OECD following link:  https://www.oecd.org/en/data/datasets/pisa-2022-database.html .,,,,,,,
plos,plosone,10.1371/journal.pone.0020437,Psychometric Curve and Behavioral Strategies for Whisker-Based Texture Discrimination in Rats,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0020437,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,plosone,10.1371/journal.pone.0299638,New in Town—An internet-based self-efficacy intervention for internal migrants: A randomized controlled trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0299638,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17605/OSF.IO/G4ZAF,"We include detailed information about the minimal data set: Maj, A. New in Town—an internet-based self-efficacy intervention for internal migrants: a randomized controlled trial. 2023. OSF.  https://doi.org/10.17605/OSF.IO/G4ZAF .",https://doi.org/10.17605/OSF.IO/G4ZAF,,,,,,
plos,plosone,10.1371/journal.pone.0278721,Knowledge sharing behaviour among head nurses in online health communities: The moderating role of knowledge self-efficacy,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0278721,cc-by,download_failed,"Excel file format cannot be determined, you must specify an engine manually.",All relevant data are within the article and its  Supporting Information  files.,,journal.pone.0278721_S1_Data.xls,,,,,
plos,plosone,10.1371/journal.pone.0241284,Mental toughness and self-efficacy of elite ultra-marathon runners,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0241284,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,All relevant data are publicly accessible via the following URL:  https://hartpury.pure.elsevier.com/en/datasets/participant-smtq-and-esses-scores .,,,,,,,
plos,plosone,10.1371/journal.pone.0150829,The Quest for Comparability: Studying the Invariance of the Teachers’ Sense of Self-Efficacy (TSES) Measure across Countries,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150829,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The OECD has released these data sets as public-use files (available at  http://stats.oecd.org/Index.aspx?datasetcode=talis_2013 , accessed: 8/9/2015).",,,,,,,
plos,plosone,10.1371/journal.pone.0289676,Thinking about the consequences: The detrimental role of future thinking on intrapersonal problem-solving in depression,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0289676,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/j3bxs/,All relevant data can be accessed in OSF at  https://osf.io/j3bxs/ .,https://osf.io/j3bxs/,,,,,,
plos,plosone,10.1371/journal.pone.0112049,Diagnostic Criteria for Depression in Type 2 Diabetes: A Data-Driven Approach,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0112049,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the paper.,,,,,,,
