"table","table.lower","Description","URL (for data)","Reference","DOI (for paper)","Original License","Custom License","Public Reshare?","Derived License","Custom License","Notes","Contributor","Date"
"alkhaldi_2023_whoqol_autism","alkhaldi_2023_whoqol_autism","WHOQOL-BREF quality of life, 26 items on a 1-5 scale, respondents in an autism quality-of-life study; itemcov_domain carries the WHOQOL domain. 5,220 responses from 201 respondents on 26 items.","https://zenodo.org/records/7852343","Alkhaldi, S. (2023). Data set Quality of Life Autism [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7852343","10.5281/zenodo.7852343","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"chatzoudes_2021_emotional_exhaustion","chatzoudes_2021_emotional_exhaustion","Emotional exhaustion, 4 items on a 1-5 agreement scale, hospitality employees. 2,012 responses from 503 respondents on 4 items.","https://zenodo.org/records/5646614","Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614","10.5281/zenodo.5646614","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"chatzoudes_2021_ethical_leadership","chatzoudes_2021_ethical_leadership","Ethical leadership, 9 items on a 1-5 agreement scale, hospitality employees in Greece. 4,527 responses from 503 respondents on 9 items.","https://zenodo.org/records/5646614","Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614","10.5281/zenodo.5646614","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"chatzoudes_2021_job_satisfaction","chatzoudes_2021_job_satisfaction","Job satisfaction, 5 items on a 1-5 agreement scale, hospitality employees. 2,515 responses from 503 respondents on 5 items.","https://zenodo.org/records/5646614","Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614","10.5281/zenodo.5646614","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"chatzoudes_2021_service_delivery","chatzoudes_2021_service_delivery","Service delivery, 8 items on a 1-5 agreement scale, hospitality employees. 4,024 responses from 503 respondents on 8 items.","https://zenodo.org/records/5646614","Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614","10.5281/zenodo.5646614","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"chatzoudes_2021_trust","chatzoudes_2021_trust","Trust in the supervisor, 3 items on a 1-5 agreement scale, hospitality employees. 1,509 responses from 503 respondents on 3 items.","https://zenodo.org/records/5646614","Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614","10.5281/zenodo.5646614","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"chatzoudes_2021_turnover_intention","chatzoudes_2021_turnover_intention","Turnover intention, 3 items on a 1-5 agreement scale, hospitality employees. 1,509 responses from 503 respondents on 3 items.","https://zenodo.org/records/5646614","Chatzoudes, D., & Theriou, G. (2021). The effect of ethical leadership on organizational outcomes in the hospitality industry [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5646614","10.5281/zenodo.5646614","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"li_2026_coach_leadership","li_2026_coach_leadership","Coach leadership behaviour, 25 items on a 1-5 scale, adolescent handball players; item codes are the source's Chinese labels. 5,575 responses from 223 respondents on 25 items.","https://zenodo.org/records/21445573","Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573","10.5281/zenodo.21445573","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"li_2026_sport_commitment","li_2026_sport_commitment","Sport commitment, 20 items on a 1-5 scale, adolescent handball players; item codes are the source's Chinese labels. 4,460 responses from 223 respondents on 20 items.","https://zenodo.org/records/21445573","Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573","10.5281/zenodo.21445573","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
"li_2026_team_cohesion","li_2026_team_cohesion","Team cohesion, 18 items on a 1-5 scale, adolescent handball players; item codes are the source's Chinese labels. 4,014 responses from 223 respondents on 18 items.","https://zenodo.org/records/21445573","Li, J. (2026). Coach leadership behavior and team cohesion among adolescent handball players [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21445573","10.5281/zenodo.21445573","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/28/2026"
