table,table.lower,Description,URL (for data),Reference,DOI (for paper),Original License,Custom License,Public Reshare?,Derived License,Custom License,Notes,Contributor,Date
forrest_2021_family_belonging_child,forrest_2021_family_belonging_child,"PROMIS Pediatric Family Relationships: Family Belonging item bank, child self-report edition; 1845 respondents, 55 items, 100992 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_family_belonging_proxy,forrest_2021_family_belonging_proxy,"PROMIS Pediatric Family Relationships: Family Belonging item bank, parent-proxy report edition; 960 respondents, 55 items, 52729 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_family_involve_child,forrest_2021_family_involve_child,"PROMIS Pediatric Family Relationships: Parental Involvement item bank, child self-report edition; 1845 respondents, 58 items, 106722 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_family_involve_proxy,forrest_2021_family_involve_proxy,"PROMIS Pediatric Family Relationships: Parental Involvement item bank, parent-proxy report edition; 958 respondents, 58 items, 55451 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_global_health_child,forrest_2021_global_health_child,"PROMIS Pediatric Global Health item pool (source of the PGH-7), child self-report edition; 3635 respondents, 18 items, 63266 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_global_health_proxy,forrest_2021_global_health_proxy,"PROMIS Pediatric Global Health item pool (source of the PGH-7), parent-proxy report edition; 1807 respondents, 21 items, 35215 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_life_satisfaction_child,forrest_2021_life_satisfaction_child,"PROMIS Pediatric Life Satisfaction item bank, child self-report edition; 1992 respondents, 56 items, 110919 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_life_satisfaction_proxy,forrest_2021_life_satisfaction_proxy,"PROMIS Pediatric Life Satisfaction item bank, parent-proxy report edition; 963 respondents, 56 items, 53813 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_meaning_purpose_child,forrest_2021_meaning_purpose_child,"PROMIS Pediatric Meaning and Purpose item bank, child self-report edition; 1895 respondents, 55 items, 103917 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"The deposit lists no publication for the Meaning and Purpose bank; the Reference is the deposit itself. Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
forrest_2021_meaning_purpose_proxy,forrest_2021_meaning_purpose_proxy,"PROMIS Pediatric Meaning and Purpose item bank, parent-proxy report edition; 926 respondents, 55 items, 50815 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QOO7QX,"Forrest, Christopher, 2021, ""PROMIS Pediatric Measure Evaluation"", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1",10.7910/DVN/QOO7QX,CC0 1.0,,Public,CC0 1.0,,"The deposit lists no publication for the Meaning and Purpose bank; the Reference is the deposit itself. Calibration sample pooled across school, clinic and internet-panel settings. Dropped from the source file: the IRT theta/SE score columns (and pgh7 sum), the constant analysis-inclusion flag, and item-responses in a non-ordinal 'not applicable' category (""Did not have recess"", ""Did not take gym/PE class"", ""Do not go to school"", ""Do not work a job""); ""None"" as the bottom of a duration scale is a real anchor and was kept. Item names are the source's, so they join to the codebook PDFs in the deposit, which carry full item text. Child files key on childid; proxy files key on parentid (one parent per rated child), except the global-health proxy file, which ships no parentid and keys on childid.",automated,2026-08-18
