source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0273497,Patient-reported outcomes evaluation and assessment of facilitators and barriers to physical activity in the Transplantoux aerobic exercise intervention,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0273497,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['id;time;group;METweek;act_cat;PCS;MCS;EQ_VAS;GHQ;DEP;ANX;STRE;DEP_cat;ANX_cat;STRE_cat'] | SI caption: https://doi.org/10.1371/journal.pone.0273497.s006,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0273497_S1_Data.csv,,,,,1.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['id', 'time', 'group', 'METweek', 'act_cat'])"
plos,plosone,10.1371/journal.pone.0197434,Measurement agreement of the self-administered questionnaire of the Belgian Health Interview Survey: Paper-and-pencil versus web-based mode,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0197434,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0197434.s001",All relevant data are within the Supporting Information files.,,journal.pone.0197434_S1_Dataset.xlsx,78751.0,4.0,529.0,37.2169,0.0,not_item_response,"n_participants=4 but n_responses=78751 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=37×)"
plos,plosone,10.1371/journal.pone.0285385,"<i>Atmiyata</i>, a community champion led psychosocial intervention for common mental disorders: A stepped wedge cluster randomized controlled trial in rural Gujarat, India",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0285385,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0285385.s003",All relevant data are within the manuscript as  support information  file.,,journal.pone.0285385_S1_File.xlsx,34816.0,1194.0,31.0,0.9406,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0178863,Parent-child discrepancies in the report of adolescent emotional and behavioral problems in Taiwan,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0178863,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data used in the current analysis.   https://doi.org/10.1371",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0178863_S1_Data.xlsx,180499.0,2.0,129.0,699.6085,0.0,not_item_response,"n_participants=2 but n_responses=180499 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=700×)"
plos,plosone,10.1371/journal.pone.0252709,Rapid and sound assessment of well-being within a multi-dimensional approach: The <i>Well-being Numerical Rating Scales</i> (WB-NRSs),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252709,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['WB1\tWB2\tWB3\tWB4\tWB5'] | SI caption: WB Study 1.    Study 1: Well-being datafile. 
  https://doi.",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0252709_S1_File.csv,,,,,8.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0298000,Intervention and assessment of executive dysfunction in patients with stroke: A scoping review,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0298000,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['DOI', 'Title'] | SI caption: https://doi.org/10.1371/journal.pone.0298000.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0298000_S1_File.xlsx,,,,,0.0,not_item_response,"Only 2 label-style columns (['DOI', 'Title']) — likely a reference list or name table, not person×item data"
plos,plosone,10.1371/journal.pone.0190088,On the validity and consistency of misjudgment of stepping ability in young and older adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190088,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: [';;RIVER;;;;;;;BAR;;;Cord;;;;;;Recovery;;MMSE;VMIQ;;;TMT;;FES-I;ABC;QS;MEASUREMENTS;;;;;;;'] | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0190088.s001,All relevant data are within the paper and its Supporting Information files.,,journal.pone.0190088_S1_File.csv,,,,,0.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['RIVER', 'BAR', 'Cord', 'Recovery', 'MMSE'])"
plos,plosone,10.1371/journal.pone.0315063,"Cultural stigma, psychological distress and help-seeking: Moderating role of self-esteem and self-stigma in Lebanon",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0315063,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: SPSS data.   https://doi.org/10.1371/journal.pone.0315063.s0",Data are currently attached as supplement information in an excel sheet.,,journal.pone.0315063_S1_Data.xlsx,50954.0,4.0,208.0,61.2428,0.0,not_item_response,"n_participants=4 but n_responses=50954 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=61×)"
plos,plosone,10.1371/journal.pone.0252350,Afraid of the dark: Light acutely suppresses activity in the human amygdala,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252350,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Wavelength(nm)', 'µW/cm²'] | SI caption: Spectral power distribution for the light source.    Data ar",The first-level model outputs and scripts supporting our findings are available at  https://osf.io/6ep4t/ .,https://osf.io/6ep4t/,journal.pone.0252350_S1_Table.xlsx,,,,,1.0,not_item_response,"Only 2 label-style columns (['Wavelength(nm)', 'µW/cm²']) — likely a reference list or name table, not person×item data"
plos,plosone,10.1371/journal.pone.0122969,Assessing Depression Related Severity and Functional Impairment: The Overall Depression Severity and Impairment Scale (ODSIS),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0122969,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0122969.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0122969_S1_Dataset.xlsx,84514.0,2.0,30.0,1408.5667,0.0,not_item_response,"n_participants=2 but n_responses=84514 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=1409×)"
