"table","table.lower","Description","URL (for data)","Reference","DOI (for paper)","Original License","Custom License","Public Reshare?","Derived License","Custom License","Notes","Contributor","Date"
"baekgaard_2023_autonomy_loss","baekgaard_2023_autonomy_loss","Loss of autonomy, 4 items on a 0-4 scale, Danish welfare recipients facing compulsory meetings; the item block was recovered from the file's autonomyloss_add composite, which is their exact mean. 9,860 responses from 2,474 respondents on 4 items.","https://zenodo.org/records/7742956","Baekgaard, M., & Madsen, J. K. (2023). Replication data and R script for ""Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7742956","10.5281/zenodo.7742956","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"baekgaard_2023_compliance","baekgaard_2023_compliance","Compliance, 3 items on a 0-4 scale, Danish welfare recipients facing compulsory meetings; the item block was recovered from the file's compliance_add composite, which is their exact mean. 7,389 responses from 2,470 respondents on 3 items.","https://zenodo.org/records/7742956","Baekgaard, M., & Madsen, J. K. (2023). Replication data and R script for ""Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7742956","10.5281/zenodo.7742956","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"baekgaard_2023_learning","baekgaard_2023_learning","Learning, 3 items on a 0-4 scale, Danish welfare recipients facing compulsory meetings; the item block was recovered from the file's learning_add composite, which is their exact mean. 7,388 responses from 2,471 respondents on 3 items.","https://zenodo.org/records/7742956","Baekgaard, M., & Madsen, J. K. (2023). Replication data and R script for ""Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7742956","10.5281/zenodo.7742956","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"baekgaard_2023_mastery","baekgaard_2023_mastery","Mastery, 7 items on a 0-4 scale, Danish welfare recipients facing compulsory meetings; the item block was recovered from the file's mastery_add composite, which is their exact mean. 17,295 responses from 2,483 respondents on 7 items.","https://zenodo.org/records/7742956","Baekgaard, M., & Madsen, J. K. (2023). Replication data and R script for ""Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7742956","10.5281/zenodo.7742956","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"baekgaard_2023_stigma","baekgaard_2023_stigma","Stigma, 4 items on a 0-4 scale, Danish welfare recipients facing compulsory meetings; the item block was recovered from the file's stigma_add composite, which is their exact mean. 9,860 responses from 2,474 respondents on 4 items.","https://zenodo.org/records/7742956","Baekgaard, M., & Madsen, J. K. (2023). Replication data and R script for ""Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7742956","10.5281/zenodo.7742956","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"baekgaard_2023_stress","baekgaard_2023_stress","Stress of the upcoming meeting, 4 items on a 0-4 scale, Danish welfare recipients facing compulsory meetings; the item block was recovered from the file's stress_add composite, which is their exact mean. 9,841 responses from 2,475 respondents on 4 items.","https://zenodo.org/records/7742956","Baekgaard, M., & Madsen, J. K. (2023). Replication data and R script for ""Anticipated administrative burdens: How proximity to upcoming compulsory meetings affect welfare recipients' experiences"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7742956","10.5281/zenodo.7742956","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"hernandezmantilla_2024_cfni","hernandezmantilla_2024_cfni","Conformity to Feminine Norms Inventory (CFNI-84), 84 items on a 0-3 scale, female Ecuadorian undergraduates. 65,688 responses from 782 respondents on 84 items.","https://zenodo.org/records/13997042","Hernandez Mantilla, G. E., Sancerni Beitia, M. D., & Cortes Tomas, M. T. (2024). Data base: Influence of Gender on Binge Drinking among Female Ecuadorian Undergraduates -- Masculine and Feminine Norms [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13997042","10.5281/zenodo.13997042","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"hernandezmantilla_2024_cmni","hernandezmantilla_2024_cmni","Conformity to Masculine Norms Inventory, 97 item labels on a 0-3 scale, female Ecuadorian undergraduates; items 21, 35 and 46 appear as separate Hombre_/Mujer_ wordings because they were administered in two gendered forms. 73,713 responses from 782 respondents on 97 items.","https://zenodo.org/records/13997042","Hernandez Mantilla, G. E., Sancerni Beitia, M. D., & Cortes Tomas, M. T. (2024). Data base: Influence of Gender on Binge Drinking among Female Ecuadorian Undergraduates -- Masculine and Feminine Norms [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13997042","10.5281/zenodo.13997042","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"lapietra_2026_volcanic_risk_perception","lapietra_2026_volcanic_risk_perception","Volcanic risk perception, 15 items on a 1-5 ordinal scale, residents of 43 municipalities in the Vesuvius area; the person key is the (sample, record) pair. 163,575 responses from 10,905 respondents on 15 items.","https://zenodo.org/records/19473011","Lapietra, I., Mele, D., & Dellino, P. (2026). Variables and indicators of volcanic risk perception in the Vesuvius area [Data set]. Zenodo. https://doi.org/10.5281/zenodo.19473011","10.5281/zenodo.19473011","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"osorio_2023_dos","osorio_2023_dos","Differentiation of Self, 21 items on a 0-5 scale, adolescents aged 12-19 in six Spanish-speaking countries. 107,622 responses from 5,303 respondents on 21 items.","https://zenodo.org/records/8300667","Osorio, A. (2023). Dataset for the article ""Differentiation of Self in Adolescents: Measurement Invariance Analysis across six Spanish-Speaking Countries"" [Data set]. Zenodo. https://doi.org/10.5281/zenodo.8300667","10.5281/zenodo.8300667","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"silva_2022_crsy","silva_2022_crsy","Community Resilience Scale for Youth, all 16 administered items on a 1-5 scale, young people in four Portuguese regions; itemcov_retained marks the 12 items the published scale kept, and items are numbered by their original questionnaire position. 57,008 responses from 3,563 respondents on 16 items.","https://zenodo.org/records/6557048","Silva, S. M., Silva, A. M., Faria, S., & Nata, G. (2022). Development and validation of a Community Resilience Scale for Youth (CRS-Y) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.6557048","10.5281/zenodo.6557048","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"skarzauskiene_2026_attitudes_science","skarzauskiene_2026_attitudes_science","Attitudes toward science and technology, 11 items on a 1-5 agreement scale, Lithuanian residents, general-population survey. 9,810 responses from 980 respondents on 11 items.","https://zenodo.org/records/21134839","Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839","10.5281/zenodo.21134839","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"skarzauskiene_2026_big_five","skarzauskiene_2026_big_five","Big Five personality items, 14 items on a 1-5 agreement scale, Lithuanian residents, general-population survey. 13,704 responses from 998 respondents on 14 items.","https://zenodo.org/records/21134839","Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839","10.5281/zenodo.21134839","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"skarzauskiene_2026_fake_news_agree","skarzauskiene_2026_fake_news_agree","Perceptions of fake news, 6 items on a 1-5 agreement scale, Lithuanian residents, general-population survey. 5,438 responses from 982 respondents on 6 items.","https://zenodo.org/records/21134839","Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839","10.5281/zenodo.21134839","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"skarzauskiene_2026_fake_news_frequency","skarzauskiene_2026_fake_news_frequency","Fake-news-related behaviours, 4 items on a 1-5 frequency scale, Lithuanian residents, general-population survey. 3,659 responses from 947 respondents on 4 items.","https://zenodo.org/records/21134839","Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839","10.5281/zenodo.21134839","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
"skarzauskiene_2026_information_sources","skarzauskiene_2026_information_sources","Frequency of use of information sources, 10 items on a 1-5 frequency scale, Lithuanian residents, general-population survey. 9,551 responses from 989 respondents on 10 items.","https://zenodo.org/records/21134839","Skarzauskiene, A., Maciuliene, M., & Guleviciute, G. (2026). INFODEMIJA: Survey of Lithuanian Residents on Science Communication, Trust in Science, and Misinformation (2024) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.21134839","10.5281/zenodo.21134839","CC BY 4.0","","Public","CC BY 4.0","","","automated","8/29/2026"
