source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file
osf,Effect of social interactions on self-esteem and negative affect in narcissism and psychopathy groups,https://osf.io/nckqd/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Narcissism and Mental Health: Associations with Self-Esteem, Depression, Anxiety and Stress",https://osf.io/d3v5c/,,563c1cf88c5e4a3877f9e96c,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"The Relationship Between Childhood Abuse, Aggression, and Self-Esteem in Male Individuals.",https://osf.io/q9edb/,,563c1cf88c5e4a3877f9e970,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Low Self-Esteem as the Central Vulnerability in Core Eating Psychopathology: A Test of the Transdiagnostic Model in a Community Sample of Mexican Adults,https://data.mendeley.com/datasets/gw4wcb9rft/2,10.17632/gw4wcb9rft.2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Low Self-Esteem as the Central Vulnerability in Core Eating Psychopathology: A Test of the Transdiagnostic Model in a Community Sample of Mexican Adults,https://data.mendeley.com/datasets/gw4wcb9rft,10.17632/gw4wcb9rft,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset for “Exploring the Relationship Between Teachers’ Self-Esteem and Self-Efficacy in the School Context”,https://www.psycharchives.org/jspui/handle/20.500.12034/17528,10.23668/psycharchives.22169,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,The role of femininity and age in anxiety and self-esteem among women,https://www.psycharchives.org/jspui/handle/20.500.12034/17654,10.23668/psycharchives.22299,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,https://data.mendeley.com/datasets/9mphhb9zhz/2,10.17632/9mphhb9zhz.2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,https://data.mendeley.com/datasets/9mphhb9zhz,10.17632/9mphhb9zhz,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset on Depression Symptoms and Severity among University Students in Bangladesh using Burn Depression Checklist,https://data.mendeley.com/datasets/9mphhb9zhz/1,10.17632/9mphhb9zhz.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Religious faith and self-esteem on quality of life across lifespan in India,https://data.mendeley.com/datasets/ys2s8f8skx/1,10.17632/ys2s8f8skx.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Religious faith and self-esteem on quality of life across lifespan in India,https://data.mendeley.com/datasets/ys2s8f8skx,10.17632/ys2s8f8skx,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Unidimensional, bidimensional, or bifactorial? Structural evidence for the Rosenberg Self-Esteem Scale in Mexican adults",https://data.mendeley.com/datasets/sk9mpyt4tv/1,10.17632/sk9mpyt4tv.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Unidimensional, bidimensional, or bifactorial? Structural evidence for the Rosenberg Self-Esteem Scale in Mexican adults",https://data.mendeley.com/datasets/sk9mpyt4tv,10.17632/sk9mpyt4tv,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Dataset for: The Indonesian Relationship-Contingent Self-Esteem Scale: Cross-Cultural Adaptation, Psychometric Validation, and Gender Measurement Invariance",https://data.mendeley.com/datasets/yymf9dbr6h/1,10.17632/yymf9dbr6h.1,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Dataset for: The Indonesian Relationship-Contingent Self-Esteem Scale: Cross-Cultural Adaptation, Psychometric Validation, and Gender Measurement Invariance",https://data.mendeley.com/datasets/yymf9dbr6h,10.17632/yymf9dbr6h,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,https://data.mendeley.com/datasets/6rbv3fbz8d/2,10.17632/6rbv3fbz8d.2,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,The Bidirectional Role of Grit in Mediating Time Management and Procrastination to Alleviate Academic Stress: An Investigation of Undergraduate Mental Well-Being,https://data.mendeley.com/datasets/6rbv3fbz8d,10.17632/6rbv3fbz8d,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"European Portuguese version of the Resuscitation Self-Efficacy Scale for Nurses: translation, cultural adaptation and psychometric evaluation",https://osf.io/5amfx/,,5ad7979bc69830002d8190e2,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,"Effects of functional versus conventional Physiotherapy-Based pain management on symptoms, psychological outcomes, and quality of life in women with Bladder Pain Syndrome: A Randomized Controlled Trial",https://tandf.figshare.com/articles/dataset/Effects_of_functional_versus_conventional_Physiotherapy-Based_pain_management_on_symptoms_psychological_outcomes_and_quality_of_life_in_women_with_Bladder_Pain_Syndrome_A_Randomized_Controlled_Trial/33265289/1,10.6084/m9.figshare.33265289,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset for “Exploring the Relationship Between Teachers’ Self-Esteem and Self-Efficacy in the School Context”,https://www.psycharchives.org/jspui/handle/20.500.12034/17528,10.23668/psycharchives.22169,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
datacite,Dataset for: Psychometric Properties of the Academic Psychological Capital Questionnaire (PCQ-12) in Adolescents from Lima,https://www.psycharchives.org/jspui/handle/20.500.12034/17647,10.23668/psycharchives.22292,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Social-Cognitive Dysregulation Model of Misophonia: Perspective from a Behavioural Study,https://osf.io/mdnrj/,,563c1cf88c5e4a3877f9e96c,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Depression and depressive symptoms in the prison context: an integrative review of occurrence, measurement and associated factors - PROTOCOL",https://osf.io/sarzc/,,60bf992258510b0009a5a9a6,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Diabetes-depression transition and UN 2030 accountability gap - reproducibility package,https://osf.io/26fvt/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Effectiveness and Impact of GALLiLy Self-Management Workshops on Quality of Life, Health Literacy, and Complications in People with Lymphedema and Lipedema",https://osf.io/du6pb/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Metacognition and Psychological Distress Across Stress, Anxiety, and Depression: A Global Scoping Review of Beliefs, Therapy, and Evidence Gaps (2005-2026).)",https://osf.io/8t5yv/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,The Psychological Effects of Medical Rehabilitation on Depression Among Stroke Patients:  A Scoping Review,https://osf.io/gwrc8/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Emerging Stressors and Adolescent Depression and Anxiety in Kenya,https://osf.io/f9ybp/,,60bf99e058510b0009a5a9a9,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Digital peer support for people living with depression: a scoping review,https://osf.io/xt8w9/,,5ad7979bc69830002d8190e3,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Project II: Psychometric Evaluation of Sleep, Stress, Anxiety, Depression, Medication Adherence, and Medication Complexity",https://osf.io/fbre8/,,60bf992258510b0009a5a9a6,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Psychometric Properties of the BDI-II in Mexican University Students,https://osf.io/6dutb/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Digital health interventions for sleep disturbance, depression,  and/or anxiety in peri- and postmenopausal women: a scoping review  protocol",https://osf.io/gnrtq/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Imagination and Provocation of Interoceptive Sensations in Adolescents With Anxiety and/or Depressive Symptoms – A Pilot study,https://osf.io/5qkyd/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Narcissism and Mental Health: Associations with Self-Esteem, Depression, Anxiety and Stress",https://osf.io/d3v5c/,,563c1cf88c5e4a3877f9e96c,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Use of computational models based on type-2 fuzzy logic in screening, assessment, and decision support in depression: a scoping review",https://osf.io/ndb8s/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"The Relationship Between Anxious and Avoidant Attachment, Depression, Loneliness, and Psychological Well-Being Among University Students",https://osf.io/s7wp2/,,563c1cf88c5e4a3877f9e970,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Ketamine-Assisted Narrative Intervention (KANI)  for Veterans with Chronic Low Back Pain and Co-Occurring Depression: Treatment Manual for Narrative Intervention Component,https://osf.io/e3p4m/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Sigma-factor (∑- factor model)- Unifying Psychopathology and the correlated multi-systemic dysregulation.,https://osf.io/htx4z/,,60bf992258510b0009a5a9a6,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Adolescent Weekend Catch-Up Sleep and Sleep Sufficiency: Protective Factors for Depression in Young Adulthood,https://osf.io/rkftd/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Social-Cognitive Dysregulation Model of Misophonia: Perspective from a Behavioural Study,https://osf.io/mdnrj/,,563c1cf88c5e4a3877f9e96c,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,The Influence of Caregiving Experience on Paternal Anxiety in Nonfathers,https://osf.io/zxn48/,,563c1cf88c5e4a3877f9e96c,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Why Do We Choke Under Pressure? The Science Behind Performance Anxiety.,https://osf.io/8nhx9/,,563c1cf88c5e4a3877f9e970,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Effects of Traditional, Complementary and Integrative Medicine Interventions on Anxiety Among Higher Education Students : A Scoping Review Protocol",https://osf.io/x8ckd/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Effectiveness and Impact of GALLiLy Self-Management Workshops on Quality of Life, Health Literacy, and Complications in People with Lymphedema and Lipedema",https://osf.io/du6pb/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Metacognition and Psychological Distress Across Stress, Anxiety, and Depression: A Global Scoping Review of Beliefs, Therapy, and Evidence Gaps (2005-2026).)",https://osf.io/8t5yv/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"""The Correlation Between Anxiety and Eating Disorders Among Adolescents"" Russian Version",https://osf.io/rtfh7/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,OMR for Anxiety and Phobia Management,https://osf.io/pmdaf/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Emerging Stressors and Adolescent Depression and Anxiety in Kenya,https://osf.io/f9ybp/,,60bf99e058510b0009a5a9a9,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Project II: Psychometric Evaluation of Sleep, Stress, Anxiety, Depression, Medication Adherence, and Medication Complexity",https://osf.io/fbre8/,,60bf992258510b0009a5a9a6,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Digital health interventions for sleep disturbance, depression,  and/or anxiety in peri- and postmenopausal women: a scoping review  protocol",https://osf.io/gnrtq/,,563c1cf88c5e4a3877f9e96a,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Imagination and Provocation of Interoceptive Sensations in Adolescents With Anxiety and/or Depressive Symptoms – A Pilot study,https://osf.io/5qkyd/,,unknown,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,"Narcissism and Mental Health: Associations with Self-Esteem, Depression, Anxiety and Stress",https://osf.io/d3v5c/,,563c1cf88c5e4a3877f9e96c,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Percieved parenting styles and exam anxiety,https://osf.io/phzub/,,563c1cf88c5e4a3877f9e970,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
osf,Sigma-factor (∑- factor model)- Unifying Psychopathology and the correlated multi-systemic dysregulation.,https://osf.io/htx4z/,,60bf992258510b0009a5a9a6,no_usable_file,"no resolvable tabular file on landing page (checked .csv, .tsv, .tab, .xlsx, .xls, .sav, .dta, .sas7bdat, .rdata, .rda, .rds)",,,,,
