source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0128307,The Impact of Coping Flexibility on the Risk of Depressive Symptoms,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0128307,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0128307.s001","The author confirms that all data underlying the findings are fully available without restriction. All relevant data are included within the Supporting Information files. Correspondence concerning this article should be addressed to Tsukasa Kato, Department of Social Psychology, Toyo University, 5-2",,journal.pone.0128307_S1_Dataset.xlsx,14160.0,2.0,8.0,885.0,0.0,not_item_response,"n_participants=2 but n_responses=14160 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=885×)"
plos,plosone,10.1371/journal.pone.0282414,"Prevalence of overweight/obesity and related factors in Keerqin District, Tongliao City: A cross-sectional study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0282414,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0282414.s002",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0282414_S1_Data.xlsx,32983.0,3.0,19.0,578.6491,1.0,not_item_response,"n_participants=3 but n_responses=32983 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=579×)"
plos,plosone,10.1371/journal.pone.0122969,Assessing Depression Related Severity and Functional Impairment: The Overall Depression Severity and Impairment Scale (ODSIS),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0122969,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0122969.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0122969_S1_Dataset.xlsx,84514.0,2.0,30.0,1408.5667,0.0,not_item_response,"n_participants=2 but n_responses=84514 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=1409×)"
plos,plosone,10.1371/journal.pone.0330870,Subjective socioeconomic status moderates depression’s impact on fairness perception in the ultimatum game: A moderated mediation model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0330870,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: The original dataset.   https://doi.org/10.1371/journal.pone",All relevant data are within the manuscript and its  Supporting Information  files ( S1 Data ).,,journal.pone.0330870_S1_Data.xlsx,14248.0,2.0,52.0,137.0,0.0,not_item_response,"n_participants=2 but n_responses=14248 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=137×)"
plos,plosone,10.1371/journal.pone.0323521,Impact of depression on personal hygiene practices- A cross-sectional study among university students in Bangladesh,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0323521,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Zipped file of the Dataset.   https://doi.org/10.1371/journa",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0323521_S1_File.xlsx,3826.0,1.0,2.0,1913.0,0.0,not_item_response,"n_responses/n_participants/n_items ratio=1913× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0216419,The Stress and Adversity Inventory for Adults (Adult STRAIN) in German: An overview and initial validation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0216419,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['sex;age;ic;s_age;family;edu;ethnie;native_lang;german;height;weight;alcohol;smoking;psy_disorder;psy_pharma_ges;student;t0_ACE_1;t0_ACE_2;t0_ACE_3;t0_ACE_4;t0_ACE_5;t0_ACE_6;t0_ACE_7;t0_ACE_8;t0_ACE_9;t0_ACE_10;t0_ACE_sum;t0_ADSL_1;t0_ADSL_2;t0_ADSL_3;,All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0216419_S1_File.csv,,,,,1.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['sex', 'age', 'ic', 's_age', 'family'])"
plos,plosone,10.1371/journal.pone.0250922,Using photos of basic facial expressions as a new approach to measuring implicit attitudes,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0250922,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: A new approach to measuring implicit attitudes—Main sample. ",The data are attached as a supplementary file.,,journal.pone.0250922_S5_File.sav,85688.0,1.0,180.0,476.0444,1.0,not_item_response,"n_participants=1 but n_responses=85688 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=476×)"
plos,plosone,10.1371/journal.pone.0154729,The Associations of Psychological Stress with Depressive and Anxiety Symptoms among Chinese Bladder and Renal Cancer Patients: The Mediating Role of Resilience,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0154729,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: The S1 Data includes the data underlying our findings in thi",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0154729_S1_Data.xlsx,43392.0,2.0,73.0,297.2055,0.0,not_item_response,"n_participants=2 but n_responses=43392 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=297×)"
plos,plosone,10.1371/journal.pone.0252766,<i>P2RX7</i> gene variation mediates the effect of childhood adversity and recent stress on the severity of depressive symptoms,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0252766,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: P2RX7  SNPs in the NewMood database in interaction with chil",The data underlying this study are available from FigShare (DOI:  10.6084/m9.figshare.13483011 ) and within the manuscript and its  Supporting information  files.,https://doi.org/10.6084/m9.figshare.13483011,journal.pone.0252766_S1_Table.xlsx,20430.0,1.0,5.0,4086.0,1.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0197434,Measurement agreement of the self-administered questionnaire of the Belgian Health Interview Survey: Paper-and-pencil versus web-based mode,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0197434,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0197434.s001",All relevant data are within the Supporting Information files.,,journal.pone.0197434_S1_Dataset.xlsx,78751.0,4.0,529.0,37.2169,0.0,not_item_response,"n_participants=4 but n_responses=78751 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=37×)"
