table,table.lower,Description,URL (for data),Reference,DOI (for paper),Original License,Custom License,Public Reshare?,Derived License,Custom License,Notes,Contributor,Date
wang_2025_growth_mindset,wang_2025_growth_mindset,"6-item Growth Mindset Scale, 1-6, Chinese junior high school students. 516 respondents x 6 items = 3096 responses.",https://data.mendeley.com/datasets/dt5hj5j792,"Wang, Y. (2025). The chain mediation effects of automatic thoughts and impulse control on growth mindset and cognitive fusion [Data set]. Mendeley Data. https://doi.org/10.17632/dt5hj5j792",10.17632/dt5hj5j792,CC BY 4.0,,Public,CC BY 4.0,,Item text (bilingual) in the deposit's Questionnaire.docx.,automated,2026-08-25
wang_2025_cognitive_fusion,wang_2025_cognitive_fusion,"9-item Cognitive Fusion Questionnaire, 1-7. 515 respondents x 9 items = 4632 responses.",https://data.mendeley.com/datasets/dt5hj5j792,"Wang, Y. (2025). The chain mediation effects of automatic thoughts and impulse control on growth mindset and cognitive fusion [Data set]. Mendeley Data. https://doi.org/10.17632/dt5hj5j792",10.17632/dt5hj5j792,CC BY 4.0,,Public,CC BY 4.0,,12 out-of-range zeros set to NA. Item text in Questionnaire.docx.,automated,2026-08-25
wang_2025_impulse_control,wang_2025_impulse_control,"4-item Impulse Control (self-control) Scale, 1-5. 516 respondents x 4 items = 2064 responses.",https://data.mendeley.com/datasets/dt5hj5j792,"Wang, Y. (2025). The chain mediation effects of automatic thoughts and impulse control on growth mindset and cognitive fusion [Data set]. Mendeley Data. https://doi.org/10.17632/dt5hj5j792",10.17632/dt5hj5j792,CC BY 4.0,,Public,CC BY 4.0,,Item text in the deposit's Questionnaire.docx.,automated,2026-08-25
wang_2025_automatic_thoughts,wang_2025_automatic_thoughts,"20-item Automatic Thoughts Scale, 0-4 (0 = Never is a real scale point). 516 respondents x 20 items = 10317 responses.",https://data.mendeley.com/datasets/dt5hj5j792,"Wang, Y. (2025). The chain mediation effects of automatic thoughts and impulse control on growth mindset and cognitive fusion [Data set]. Mendeley Data. https://doi.org/10.17632/dt5hj5j792",10.17632/dt5hj5j792,CC BY 4.0,,Public,CC BY 4.0,,Two out-of-range 5s on one item set to NA. Item text in Questionnaire.docx.,automated,2026-08-25
senyurt_2023_burnout,senyurt_2023_burnout,"10-item burnout scale, 1-7, Turkish healthcare professionals during COVID-19. 198 respondents x 10 items = 1975 responses.",https://data.mendeley.com/datasets/dkv4dyxdwx,"Senyurt, A., & Kocabas, E. (2023). Burnout Levels of Healthcare Professionals [Data set]. Mendeley Data. https://doi.org/10.17632/dkv4dyxdwx",10.17632/dkv4dyxdwx,CC BY 4.0,,Public,CC BY 4.0,,Instrument not named in the deposit; described structurally.,automated,2026-08-25
sokolovskii_2021_tfeq,sokolovskii_2021_tfeq,"51-item Three-Factor Eating Questionnaire, 1-5, Russian validation sample. 213 respondents x 51 items = 10863 responses.",https://figshare.com/articles/dataset/_/16577462,"Sokolovskii, M., Banshchikova, T., Tsai, M.-C., & Budkevich, E. (2021). Data set for the Three-Factor Eating Questionnaire validation [Data set]. figshare. https://doi.org/10.6084/m9.figshare.16577462",10.6084/m9.figshare.16577462,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-25
doherty_2023_dass21,doherty_2023_dass21,"21-item DASS-21, 0-3, Irish consultant doctors. 428 respondents x 21 items = 8940 responses.",https://data.mendeley.com/datasets/95cmh2ftwk,"Doherty, A. (2023). National burnout survey: BICDIS [Data set]. Mendeley Data. https://doi.org/10.17632/95cmh2ftwk",10.17632/95cmh2ftwk,CC BY 4.0,,Public,CC BY 4.0,,DASS identity confirmed: deposit's DASStotal equals the plain item sum.,automated,2026-08-25
doherty_2023_burnout,doherty_2023_burnout,"16-item burnout scale, 1-7, Irish consultant doctors. 432 respondents x 16 items = 6846 responses.",https://data.mendeley.com/datasets/95cmh2ftwk,"Doherty, A. (2023). National burnout survey: BICDIS [Data set]. Mendeley Data. https://doi.org/10.17632/95cmh2ftwk",10.17632/95cmh2ftwk,CC BY 4.0,,Public,CC BY 4.0,,Instrument not verifiable from the deposit; described structurally.,automated,2026-08-25
doherty_2023_bfi10,doherty_2023_bfi10,"10 Big Five Inventory items, 1-5, Irish consultant doctors. 427 respondents x 10 items = 4252 responses.",https://data.mendeley.com/datasets/95cmh2ftwk,"Doherty, A. (2023). National burnout survey: BICDIS [Data set]. Mendeley Data. https://doi.org/10.17632/95cmh2ftwk",10.17632/95cmh2ftwk,CC BY 4.0,,Public,CC BY 4.0,,Stored reverse-coded duplicates (BFI*R = 6 - raw) dropped.,automated,2026-08-25
daderman_2023_naqr,daderman_2023_naqr,"22-item Negative Acts Questionnaire-Revised, 1-5; the item-level data behind an IRT/DIF study of workplace bullying. 867 respondents x 22 items = 19074 responses.",https://data.mendeley.com/datasets/mgwtzjww7g,"Daderman, A. M., Basinska, B. A., & Kajonius, P. (2023). Employing Item Response Theory to Identify Workplace Bullying Risk Groups, Gender-Based Response Disparities, and Shorten the Negative Acts Questionnaire-Revised [Data set]. Mendeley Data. https://doi.org/10.17632/mgwtzjww7g",10.17632/mgwtzjww7g,CC BY 4.0,,Public,CC BY 4.0,,No id column in the deposit; id is row position.,automated,2026-08-25
chen_2026_mobile_phone_addiction,chen_2026_mobile_phone_addiction,"20-item mobile phone addiction scale, 1-5, Chinese college students. 195 respondents x 20 items = 3900 responses.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QS5D8C,"Chen, C. (2026). A linkage of college students' mobile phone addiction and social anxiety: The mediating role of self-control [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QS5D8C",10.7910/DVN/QS5D8C,CC0 1.0,,Public,CC0 1.0,,No usable id column in the deposit; id is row position.,automated,2026-08-25
chen_2026_self_control,chen_2026_self_control,"19-item self-control scale, 1-5, Chinese college students. 195 respondents x 19 items = 3705 responses.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QS5D8C,"Chen, C. (2026). A linkage of college students' mobile phone addiction and social anxiety: The mediating role of self-control [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QS5D8C",10.7910/DVN/QS5D8C,CC0 1.0,,Public,CC0 1.0,,No usable id column in the deposit; id is row position.,automated,2026-08-25
chen_2026_social_anxiety,chen_2026_social_anxiety,"11-item social anxiety scale, 1-5, Chinese college students. 195 respondents x 11 items = 2145 responses.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QS5D8C,"Chen, C. (2026). A linkage of college students' mobile phone addiction and social anxiety: The mediating role of self-control [Data set]. Harvard Dataverse. https://doi.org/10.7910/DVN/QS5D8C",10.7910/DVN/QS5D8C,CC0 1.0,,Public,CC0 1.0,,No usable id column in the deposit; id is row position.,automated,2026-08-25
eldor_2022_political_resilience,eldor_2022_political_resilience,"49-item political resilience scale (the study's new instrument), 1-7, Norwegian school students. 331 respondents x 49 items = 15573 responses.",https://frontiersin.figshare.com/articles/dataset/_/21531195,"Eldor, D., Lindholm, K., Chavez, M., Vassanyi, S., Badiane, M., Yaldizli, K., Froysa, P., Haugestad, C., & Kunst, J. (2022). Resilience against radicalization and extremism in schools: Development of a psychometric scale. Frontiers in Psychology, 13, 980180. https://doi.org/10.3389/fpsyg.2022.980180",10.3389/fpsyg.2022.980180,CC BY 4.0,,Public,CC BY 4.0,,Qualtrics ResponseId used as id.,automated,2026-08-25
eldor_2022_anomie,eldor_2022_anomie,"7-item anomie scale, 1-7. 309 respondents x 7 items = 2160 responses.",https://frontiersin.figshare.com/articles/dataset/_/21531195,"Eldor, D., Lindholm, K., Chavez, M., Vassanyi, S., Badiane, M., Yaldizli, K., Froysa, P., Haugestad, C., & Kunst, J. (2022). Resilience against radicalization and extremism in schools: Development of a psychometric scale. Frontiers in Psychology, 13, 980180. https://doi.org/10.3389/fpsyg.2022.980180",10.3389/fpsyg.2022.980180,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-25
eldor_2022_violent_intentions,eldor_2022_violent_intentions,"7-item violent behavioural intentions scale, 1-7. 304 respondents x 7 items = 2112 responses.",https://frontiersin.figshare.com/articles/dataset/_/21531195,"Eldor, D., Lindholm, K., Chavez, M., Vassanyi, S., Badiane, M., Yaldizli, K., Froysa, P., Haugestad, C., & Kunst, J. (2022). Resilience against radicalization and extremism in schools: Development of a psychometric scale. Frontiers in Psychology, 13, 980180. https://doi.org/10.3389/fpsyg.2022.980180",10.3389/fpsyg.2022.980180,CC BY 4.0,,Public,CC BY 4.0,,Stored reverse-scored copies excluded; originals retained.,automated,2026-08-25
eldor_2022_relative_deprivation,eldor_2022_relative_deprivation,"6-item relative deprivation scale, 1-7. 303 respondents x 6 items = 1806 responses.",https://frontiersin.figshare.com/articles/dataset/_/21531195,"Eldor, D., Lindholm, K., Chavez, M., Vassanyi, S., Badiane, M., Yaldizli, K., Froysa, P., Haugestad, C., & Kunst, J. (2022). Resilience against radicalization and extremism in schools: Development of a psychometric scale. Frontiers in Psychology, 13, 980180. https://doi.org/10.3389/fpsyg.2022.980180",10.3389/fpsyg.2022.980180,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-25
eldor_2022_school_resilience,eldor_2022_school_resilience,"5-item school resilience scale, 1-7. 320 respondents x 5 items = 1593 responses.",https://frontiersin.figshare.com/articles/dataset/_/21531195,"Eldor, D., Lindholm, K., Chavez, M., Vassanyi, S., Badiane, M., Yaldizli, K., Froysa, P., Haugestad, C., & Kunst, J. (2022). Resilience against radicalization and extremism in schools: Development of a psychometric scale. Frontiers in Psychology, 13, 980180. https://doi.org/10.3389/fpsyg.2022.980180",10.3389/fpsyg.2022.980180,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-25
eldor_2022_violent_extremism,eldor_2022_violent_extremism,"5-item violent extremism attitudes scale, 1-7. 305 respondents x 5 items = 1505 responses.",https://frontiersin.figshare.com/articles/dataset/_/21531195,"Eldor, D., Lindholm, K., Chavez, M., Vassanyi, S., Badiane, M., Yaldizli, K., Froysa, P., Haugestad, C., & Kunst, J. (2022). Resilience against radicalization and extremism in schools: Development of a psychometric scale. Frontiers in Psychology, 13, 980180. https://doi.org/10.3389/fpsyg.2022.980180",10.3389/fpsyg.2022.980180,CC BY 4.0,,Public,CC BY 4.0,,,automated,2026-08-25
