source,title,doi,published,url
osf,"Flow proneness and Big Five aspects: open reanalysis (data, code, preprint)",,2026-07-22T08:17:01.931907,https://osf.io/yp2eq/
osf,Are Big Five personality traits associated with conditioned pain modulation in healthy adults? A cuff-pressure algometry study,,2026-06-25T07:59:03.409524,https://osf.io/rk2qb/
osf,I Am. I Am a Personality.: Personality as Functional Architecture,,2026-05-05T15:45:43.595397,https://osf.io/yk7n3/
osf,**Type-T 2.0 Personality Assessment Framework and Applications**,,2026-05-07T18:39:11.453531,https://osf.io/bxh3y/
osf,"Type-T 2.0 Personality Framework: A Generalizable Continuum for Classifying Behaviors, Endeavors, and Accomplishments",,2026-05-07T19:34:49.217487,https://osf.io/kya67/
dataverse,Dietary Choices and Personality Traits,10.7910/dvn/oyqotf,2026-06-13T01:52:37Z,https://doi.org/10.7910/DVN/OYQOTF
dataverse,Replication Data for: Does Your Personality Contribute? Relationships Between Personality Traits and Collaborative Consumption published by Revista de Administração Contemporânea,10.7910/dvn/ge9skv,2026-05-27T11:32:30Z,https://doi.org/10.7910/DVN/GE9SKV
dataverse,Replication Data for: Streamlining measurements of gendered personality: integrating the Bem Sex-role inventory into national surveys,10.7910/dvn/r6we4p,2026-07-18T14:51:02Z,https://doi.org/10.7910/DVN/R6WE4P
dataverse,Replication Data for: How Personality Traits Shape the Spiraling Process: A Generative Agent-based Modeling Approach,10.7910/dvn/5lyc4c,2026-07-08T03:59:02Z,https://doi.org/10.7910/DVN/5LYC4C
dataverse,Data: Personality Traits and the Managerial Performance of Community-Based Facilities Providing HIV Services to Key Populations in Kenya and Malawi,10.7910/dvn/mdvvvy,2026-05-26T22:08:59Z,https://doi.org/10.7910/DVN/MDVVVY
osf,Effect of social interactions on self-esteem and negative affect in narcissism and psychopathy groups,,2026-07-29T08:15:42.474787,https://osf.io/nckqd/
osf,"Narcissism and Mental Health: Associations with Self-Esteem, Depression, Anxiety and Stress",,2026-06-05T13:38:20.465040,https://osf.io/d3v5c/
osf,"The Relationship Between Childhood Abuse, Aggression, and Self-Esteem in Male Individuals.",,2026-06-02T18:07:54.028627,https://osf.io/q9edb/
osf,Self-compassion is linked to positive affect and buffers declines in self-esteem,,2026-05-07T10:50:05.933103,https://osf.io/acym8/
dataverse,"Being Unloved, HIV-Related Stigma, and Well-Being: an Exploratory Sequential Mixed-Methods Study in China",10.7910/dvn/tzphxf,2026-08-02T12:48:51Z,https://doi.org/10.7910/DVN/TZPHXF
osf,Cognitive Emotion Regulation and Bystander Behavior in School Bullying Among University Students: The Roles of Moral Disengagement and Self-Efficacy,,2026-06-26T08:49:44.724694,https://osf.io/gdbq2/
osf,"European Portuguese version of the Resuscitation Self-Efficacy Scale for Nurses: translation, cultural adaptation and psychometric evaluation",,2026-06-17T11:31:48.982421,https://osf.io/5amfx/
osf,Lexical-property profile of preschoolers’ emotion vocabulary and emotion knowledge / behavioral emotion regulation: A preregistered secondary analysis of Streubel et al. (2026),,2026-06-15T10:29:31.636412,https://osf.io/h5yf7/
osf,Application of generative artificial intelligence in Patient Emotional Support with Strategies :a scoping review,,2026-05-15T03:21:41.942611,https://osf.io/nzp2m/
osf,The Universal Tool: A Working Theory of Generative Cognitive Development Across the Lifespan,,2026-06-27T00:51:27.631794,https://osf.io/whdz3/
osf,Lean on Me: Strengthening Informal Caregivers’ Well-Being Through Self-compassion and Gratitude,,2026-06-16T08:20:24.406250,https://osf.io/v2nd8/
osf,"02 — Resource Intelligence, Safety, and Data Stewardship",,2026-05-25T15:53:58.693249,https://osf.io/4afyr/
dataverse,Exercise addiction risk and non-suicidal self-injury: The mediating role of anxiety and the moderating role of resilience,10.7910/dvn/of2dqk,2026-06-23T17:41:02Z,https://doi.org/10.7910/DVN/OF2DQK
dataverse,"A Comprehensive Dataset on User Psychological Responses to Interaction Design in Digital Heritage: Epistemic Honesty, Cognitive Load, and User Experience Metrics",10.7910/dvn/dl86uf,2026-07-08T04:00:23Z,https://doi.org/10.7910/DVN/DL86UF
osf,Beyond Narcissism: Toward a More Precise and Humanizing Clinical Lexicon for Self-Regulatory Personality Pathology,,2026-06-16T14:09:27.627988,https://osf.io/dx7k8/
dataverse,JobCannon Psychometric Response Dataset,10.7910/dvn/rl99ks,2026-06-16T11:39:48Z,https://doi.org/10.7910/DVN/RL99KS
osf,Psychological Factors of Subjective Financial Well-Being: The Role of Self-Control and Perceived Stress,,2026-05-24T16:24:37.207463,https://osf.io/6q9z8/
dataverse,Replication Data for: The Relational Architecture of Artificial Intelligence Literacy: A Network Analysis of Competence Configurations in Mexico and Colombia,10.7910/dvn/pl6spr,2026-06-22T19:49:18Z,https://doi.org/10.7910/DVN/PL6SPR
osf,Social-Cognitive Dysregulation Model of Misophonia: Perspective from a Behavioural Study,,2026-07-26T19:09:35.332012,https://osf.io/mdnrj/
osf,The Effects of Social Identity Threat on Cognitive Load,,2026-07-16T17:57:06.813328,https://osf.io/gbhd2/
osf,The Chrono-Cognitive Reset Framework (CCRF): A Developmental Neurocognitive Theory of Cognitive Residue and Temporal Non-Attachment,,2026-06-11T14:50:05.350360,https://osf.io/hxqzs/
osf,"Depression and depressive symptoms in the prison context: an integrative review of occurrence, measurement and associated factors - PROTOCOL",,2026-07-31T20:46:37.337843,https://osf.io/sarzc/
osf,Diabetes-depression transition and UN 2030 accountability gap - reproducibility package,,2026-07-26T10:39:09.942125,https://osf.io/26fvt/
