source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0276841,Quality of life and its related psychological problems during coronavirus pandemic,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276841,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0276841.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0276841_S1_Data.sav,50309.0,2.0,90.0,279.4944,0.0,not_item_response,"n_participants=2 but n_responses=50309 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=279×)"
plos,plosone,10.1371/journal.pone.0264357,A biopsychosocial model of severe fear of COVID-19,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264357,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: CoronastudieDatenPlos.    Data used in the analysis. 
  http",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0264357_S1_File.sav,110201.0,5.0,299.0,73.713,0.0,not_item_response,"n_participants=5 but n_responses=110201 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=74×)"
plos,plosone,10.1371/journal.pone.0176924,Assessment of the accuracy of a new tool for the screening of smartphone addiction,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176924,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Data bank.   https://doi.org/10.1371/journal.pone.0176924.s0",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0176924_S1_File.sav,14110.0,2.0,34.0,207.5,0.0,not_item_response,"n_participants=2 but n_responses=14110 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=208×)"
plos,plosone,10.1371/journal.pone.0190722,Adaptation and validation of the Spanish version of the ORTO-15 questionnaire for the diagnosis of orthorexia nervosa,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190722,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Supporting information.   https://doi.org/10.1371/journal.po",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0190722_S1_File.xlsx,20884.0,2.0,46.0,227.0,0.0,not_item_response,"n_participants=2 but n_responses=20884 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=227×)"
plos,plosone,10.1371/journal.pone.0182162,Psychometric analysis of the Generalized Anxiety Disorder scale (GAD-7) in primary care using modern item response theory,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182162,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset of the study.   https://doi.org/10.1371/journal.pone",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0182162_S1_Dataset.sav,104467.0,3.0,31.0,1123.3011,0.0,not_item_response,"n_participants=3 but n_responses=104467 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=1123×)"
plos,plosone,10.1371/journal.pone.0176513,Evaluation of a transdiagnostic psychodynamic online intervention to support return to work: A randomized controlled trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0176513,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: SPSS-Data.   https://doi.org/10.1371/journal.pone.0176513.s0","The authors confirm that, for approved reasons, some access restrictions apply to the data underlying the findings. Due to ethical restrictions, the data cannot be made publicly available, but it is available upon request. The request should be directed to Dr. Rüdiger Zwerenz ( ruediger.zwerenz@unim",,journal.pone.0176513_S1_File.sav,541327.0,11.0,79.0,622.931,0.0,not_item_response,"n_responses/n_participants/n_items ratio=623× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0137101,Prevalence and Predictors of Somatic Symptoms among Child and Adolescents with Probable Posttraumatic Stress Disorder: A Cross-Sectional Study Conducted in 21 Primary and Secondary Schools after an Earthquake,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0137101,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0137101.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0137101_S1_Dataset.sav,8948.0,2.0,3.0,1491.3333,0.0,not_item_response,"n_responses/n_participants/n_items ratio=1491× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0259012,"Loneliness, depression, anxiety, and post-traumatic stress disorder among Chinese adults during COVID-19: A cross-sectional online survey",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259012,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Data used in this study.   https://doi.org/10.1371/journal.p",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0259012_S2_File.sav,5824.0,2.0,4.0,728.0,0.0,not_item_response,"n_responses/n_participants/n_items ratio=728× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0300923,"The “bubbles”-study: Validation of ultra-short scales for the assessment of depression, anxiety and stress symptoms",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0300923,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset used for analyses in present study (Study 1).   http",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0300923_S1_Dataset.xlsx,12012.0,2.0,12.0,500.5,1.0,not_item_response,"n_participants=2 but n_responses=12012 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=500×)"
plos,plosone,10.1371/journal.pone.0203111,Validity and reliability of the Mandarin version of Patient Dignity Inventory (PDI-MV) in cancer patients,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0203111,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, treat_binary*, multi_scale* | SI caption: Supporting information.    Data of the study. 
  https://doi",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0203111_S1_File.xlsx,10500.0,5.0,84.0,25.0,0.0,not_item_response,"n_participants=5 but n_responses=10500 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=25×)"
