table,table.lower,Description,URL (for data),Reference,DOI (for paper),Original License,Custom License,Public Reshare?,Derived License,Custom License,Notes,Contributor,Date
ren_2024_psqi,ren_2024_psqi,"Pittsburgh Sleep Quality Index sleep-disturbance and sleep-quality items (1-4); 1587 respondents, 13 items, 20631 responses",https://www.nature.com/articles/s41598-024-65095-0,"Ren, X.-Q., Zhao, G.-M., Fang, S.-W., Xu, L.-F., Wang, L.-D., Zhao, L.-H., & Lu, M.-M. (2024). Mediating roles of activities of daily living and depression on the relationship between sleep quality and health-related quality of life. Scientific Reports, 14, 14057.",10.1038/s41598-024-65095-0,CC BY 4.0,,Public,CC BY 4.0,,"Item-level responses only. Excluded from the source file: the PSQI component scores (SleepQuality1-7) and its open-ended items (c61_1-c64_1, c65a), and every scale total / utility index (PSQI, ADL, Depressive, Loneliness, EQ5D) plus their standardised Z* versions. EQ-5D dimensions are stored in the deposit as country-tariff utility decrements; each has exactly three strictly ordered values, so they were mapped back to the documented 1-3 severity levels. Barthel items keep their weighted 0/5/10/15 coding.",automated,2026-08-24
ren_2024_adl,ren_2024_adl,"Barthel Index activities-of-daily-living items (weighted 0/5/10/15); 1587 respondents, 10 items, 15870 responses",https://www.nature.com/articles/s41598-024-65095-0,"Ren, X.-Q., Zhao, G.-M., Fang, S.-W., Xu, L.-F., Wang, L.-D., Zhao, L.-H., & Lu, M.-M. (2024). Mediating roles of activities of daily living and depression on the relationship between sleep quality and health-related quality of life. Scientific Reports, 14, 14057.",10.1038/s41598-024-65095-0,CC BY 4.0,,Public,CC BY 4.0,,"Item-level responses only. Excluded from the source file: the PSQI component scores (SleepQuality1-7) and its open-ended items (c61_1-c64_1, c65a), and every scale total / utility index (PSQI, ADL, Depressive, Loneliness, EQ5D) plus their standardised Z* versions. EQ-5D dimensions are stored in the deposit as country-tariff utility decrements; each has exactly three strictly ordered values, so they were mapped back to the documented 1-3 severity levels. Barthel items keep their weighted 0/5/10/15 coding.",automated,2026-08-24
ren_2024_phq9,ren_2024_phq9,"Patient Health Questionnaire-9 depression items (1-4); 1587 respondents, 9 items, 14283 responses",https://www.nature.com/articles/s41598-024-65095-0,"Ren, X.-Q., Zhao, G.-M., Fang, S.-W., Xu, L.-F., Wang, L.-D., Zhao, L.-H., & Lu, M.-M. (2024). Mediating roles of activities of daily living and depression on the relationship between sleep quality and health-related quality of life. Scientific Reports, 14, 14057.",10.1038/s41598-024-65095-0,CC BY 4.0,,Public,CC BY 4.0,,"Item-level responses only. Excluded from the source file: the PSQI component scores (SleepQuality1-7) and its open-ended items (c61_1-c64_1, c65a), and every scale total / utility index (PSQI, ADL, Depressive, Loneliness, EQ5D) plus their standardised Z* versions. EQ-5D dimensions are stored in the deposit as country-tariff utility decrements; each has exactly three strictly ordered values, so they were mapped back to the documented 1-3 severity levels. Barthel items keep their weighted 0/5/10/15 coding.",automated,2026-08-24
ren_2024_loneliness,ren_2024_loneliness,"UCLA three-item loneliness scale (1-3); 1587 respondents, 3 items, 4761 responses",https://www.nature.com/articles/s41598-024-65095-0,"Ren, X.-Q., Zhao, G.-M., Fang, S.-W., Xu, L.-F., Wang, L.-D., Zhao, L.-H., & Lu, M.-M. (2024). Mediating roles of activities of daily living and depression on the relationship between sleep quality and health-related quality of life. Scientific Reports, 14, 14057.",10.1038/s41598-024-65095-0,CC BY 4.0,,Public,CC BY 4.0,,"Item-level responses only. Excluded from the source file: the PSQI component scores (SleepQuality1-7) and its open-ended items (c61_1-c64_1, c65a), and every scale total / utility index (PSQI, ADL, Depressive, Loneliness, EQ5D) plus their standardised Z* versions. EQ-5D dimensions are stored in the deposit as country-tariff utility decrements; each has exactly three strictly ordered values, so they were mapped back to the documented 1-3 severity levels. Barthel items keep their weighted 0/5/10/15 coding.",automated,2026-08-24
ren_2024_eq5d,ren_2024_eq5d,"EQ-5D-3L health-status dimension items (1-3); 1587 respondents, 5 items, 7935 responses",https://www.nature.com/articles/s41598-024-65095-0,"Ren, X.-Q., Zhao, G.-M., Fang, S.-W., Xu, L.-F., Wang, L.-D., Zhao, L.-H., & Lu, M.-M. (2024). Mediating roles of activities of daily living and depression on the relationship between sleep quality and health-related quality of life. Scientific Reports, 14, 14057.",10.1038/s41598-024-65095-0,CC BY 4.0,,Public,CC BY 4.0,,"Item-level responses only. Excluded from the source file: the PSQI component scores (SleepQuality1-7) and its open-ended items (c61_1-c64_1, c65a), and every scale total / utility index (PSQI, ADL, Depressive, Loneliness, EQ5D) plus their standardised Z* versions. EQ-5D dimensions are stored in the deposit as country-tariff utility decrements; each has exactly three strictly ordered values, so they were mapped back to the documented 1-3 severity levels. Barthel items keep their weighted 0/5/10/15 coding.",automated,2026-08-24
gao_2022_pss10,gao_2022_pss10,"Perceived Stress Scale (PSS-10) items (1-5); 1087 respondents, 10 items, 10870 responses",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279071,"Gao, Q., Xu, H., Zhang, C., Huang, D., Zhang, T., & Liu, T. (2022). Perceived stress and stress responses during COVID-19: The multiple mediating roles of coping style and resilience. PLOS ONE, 17(12), e0279071.",10.1371/journal.pone.0279071,CC BY 4.0,,Public,CC BY 4.0,,"Raw survey export: 1087 submissions (the paper analyses 873 after its own validity screening, which the deposit does not mark). Source headers are the full Chinese item stems; items are numbered positionally within each instrument, matching the numbering embedded in the stems. The export codes the scales 1-based (paper documents 0-4 / 1-5 / 0-3 / 0-6); raw codes are kept. Whole-survey completion time is cov_completion_time_s, not rt. One age cell held a birth date (19620621) and was dropped as a data-entry error.",automated,2026-08-24
gao_2022_stress_response,gao_2022_stress_response,"Stress Response Questionnaire items (1-5); 1087 respondents, 28 items, 30436 responses",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279071,"Gao, Q., Xu, H., Zhang, C., Huang, D., Zhang, T., & Liu, T. (2022). Perceived stress and stress responses during COVID-19: The multiple mediating roles of coping style and resilience. PLOS ONE, 17(12), e0279071.",10.1371/journal.pone.0279071,CC BY 4.0,,Public,CC BY 4.0,,"Raw survey export: 1087 submissions (the paper analyses 873 after its own validity screening, which the deposit does not mark). Source headers are the full Chinese item stems; items are numbered positionally within each instrument, matching the numbering embedded in the stems. The export codes the scales 1-based (paper documents 0-4 / 1-5 / 0-3 / 0-6); raw codes are kept. Whole-survey completion time is cov_completion_time_s, not rt. One age cell held a birth date (19620621) and was dropped as a data-entry error.",automated,2026-08-24
gao_2022_scsq,gao_2022_scsq,"Simplified Coping Style Questionnaire items (1-4); 1087 respondents, 20 items, 21740 responses",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279071,"Gao, Q., Xu, H., Zhang, C., Huang, D., Zhang, T., & Liu, T. (2022). Perceived stress and stress responses during COVID-19: The multiple mediating roles of coping style and resilience. PLOS ONE, 17(12), e0279071.",10.1371/journal.pone.0279071,CC BY 4.0,,Public,CC BY 4.0,,"Raw survey export: 1087 submissions (the paper analyses 873 after its own validity screening, which the deposit does not mark). Source headers are the full Chinese item stems; items are numbered positionally within each instrument, matching the numbering embedded in the stems. The export codes the scales 1-based (paper documents 0-4 / 1-5 / 0-3 / 0-6); raw codes are kept. Whole-survey completion time is cov_completion_time_s, not rt. One age cell held a birth date (19620621) and was dropped as a data-entry error.",automated,2026-08-24
gao_2022_emotional_resilience,gao_2022_emotional_resilience,"Emotional Resilience Questionnaire items (1-6); 1087 respondents, 11 items, 11957 responses",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279071,"Gao, Q., Xu, H., Zhang, C., Huang, D., Zhang, T., & Liu, T. (2022). Perceived stress and stress responses during COVID-19: The multiple mediating roles of coping style and resilience. PLOS ONE, 17(12), e0279071.",10.1371/journal.pone.0279071,CC BY 4.0,,Public,CC BY 4.0,,"Raw survey export: 1087 submissions (the paper analyses 873 after its own validity screening, which the deposit does not mark). Source headers are the full Chinese item stems; items are numbered positionally within each instrument, matching the numbering embedded in the stems. The export codes the scales 1-based (paper documents 0-4 / 1-5 / 0-3 / 0-6); raw codes are kept. Whole-survey completion time is cov_completion_time_s, not rt. One age cell held a birth date (19620621) and was dropped as a data-entry error.",automated,2026-08-24
abramson_2026_israel_policy,abramson_2026_israel_policy,"Policies toward Israel items (1-5); 1706 respondents, 4 items, 9599 responses",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NGRR1Q,"Abramson, Y., Menon, A., & Yakter, A. (2026). Replication Data for: Do Appeals to the Diaspora Affect their Attachment to the Homeland? Findings from Jewish-Americans before and during the Israel-Hamas War. https://doi.org/10.7910/DVN/NGRR1Q, Harvard Dataverse, V1",10.7910/DVN/NGRR1Q,CC0 1.0,,Public,CC0 1.0,,"Two-wave survey experiment; wave-2 repeat respondents are linked to their wave-1 record via caseid_w1, so id is the panel identifier and wave is 1 (2022) / 2 (2024). treat is 0=control, 1=any of the three appeal vignettes; the specific arm is cov_treatment_arm. Excluded: the single-item measures (Q5_1, Q7, Q9a_scale, Q10), the deposit's Q3/Q4/Q6 indices, and the analysis recodes. Each index reconstructs exactly from its raw items with the README's documented reverse-codes, confirming no in-range don't-know code. Reverse-scored items are left as collected.",automated,2026-08-24
