source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0310819,"High overcommitment and low reward as potential predictors for increased depressive symptoms, suicidal ideation, and suicide risk in German veterinarians",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0310819,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0310819.s001",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0310819_S1_Table.xlsx,177340.0,4.0,56.0,791.6964,0.0,not_item_response,"n_participants=4 but n_responses=177340 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=792×)"
plos,plosone,10.1371/journal.pone.0143510,Striatal Dopamine D<sub>2</sub>/D<sub>3</sub> Receptor Availability Is Associated with Executive Function in Healthy Controls but Not Methamphetamine Users,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143510,cc0,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0143510.s001",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0143510_S1_Data.xlsx,1296.0,36.0,36.0,1.0,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0223855,The evolution of mental health outcomes across a combat deployment cycle: A longitudinal study of the Guam Army National Guard,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0223855,cc0,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: Deidentified minimal dataset used in the MLM analyses.   htt",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0223855_S1_File.xlsx,4650.0,2.0,2.0,1162.5,0.0,not_item_response,"n_responses/n_participants/n_items ratio=1162× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0343558,Factors influencing intra-group data sharing in China’s central state-owned enterprises: An information ecology perspective,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0343558,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0343558.s002",The minimal anonymized dataset has been uploaded to a public repository: Repository: figshare DOI:  https://doi.org/10.6084/m9.figshare.31305361  Direct URL: https://figshare.com/s/4769a34d5fb4ded0f34b .,https://doi.org/10.6084/m9.figshare.31305361,journal.pone.0343558_S1_Dataset.xlsx,15296.0,4.0,32.0,119.5,0.0,not_item_response,"n_participants=4 but n_responses=15296 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=120×)"
plos,plosone,10.1371/journal.pone.0350835,The effect of auditors’ digital literacy on reduced audit quality behavior: A chain mediation model and the moderating role of prosocial behavior,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0350835,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0350835.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0350835_S1_File.xlsx,12480.0,2.0,26.0,240.0,0.0,not_item_response,"n_participants=2 but n_responses=12480 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=240×)"
plos,plosone,10.1371/journal.pone.0346571,Assessing the influence of diverse skills on employability outcomes for IT undergraduates,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0346571,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Data file.   https://doi.org/10.1371/journal.pone.0346571.s0",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0346571_S1_Appendix.xlsx,23460.0,2.0,68.0,172.5,0.0,not_item_response,"n_participants=2 but n_responses=23460 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=172×)"
plos,plosone,10.1371/journal.pone.0295538,The demand for online grocery shopping: COVID-induced changes in grocery shopping behavior of Canadian consumers,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0295538,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data.   https://doi.org/10.1371/journal.pone.0295538.s002","An Excel file called "" S1 File  Data"" that accompanies this resubmission contains the dataset used for the analysis.  S1 File  Appendix provides a detailed variable description, using the same variable names as in the data file so that the readers can easily replicate the results.",,journal.pone.0295538_S2_File.xlsx,18878.0,2.0,29.0,325.4828,0.0,not_item_response,"n_participants=2 but n_responses=18878 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=325×)"
plos,plosone,10.1371/journal.pone.0291877,Role of workplace bullying and workplace incivility for employee performance: Mediated-moderated mechanism,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0291877,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0291877.s002",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0291877_S1_File.sav,89919.0,1.0,103.0,873.0,0.0,not_item_response,"n_participants=1 but n_responses=89919 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=873×)"
plos,plosone,10.1371/journal.pone.0324487,A study on the turnover intention of teachers in Chinese regional universities: A predictive power analysis based on five management dimensions of high-performance human resource practices,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0324487,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Original data.   https://doi.org/10.1371/journal.pone.032448",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0324487_S1_Data.xlsx,50320.0,2.0,68.0,370.0,0.0,not_item_response,"n_participants=2 but n_responses=50320 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=370×)"
plos,plosone,10.1371/journal.pone.0281729,Factors impacting employee turnover intentions among professionals in Sri Lankan startups,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0281729,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Data file.   https://doi.org/10.1371/journal.pone.0281729.s0",All relevant data are within the paper and its  Supporting Information  files ( S2 Appendix . Data File).,,journal.pone.0281729_S2_Appendix.xlsx,10120.0,2.0,44.0,115.0,0.0,not_item_response,"n_participants=2 but n_responses=10120 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=115×)"
