source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0196269,Mindset switching increases the use of '<i>want-based</i>' over '<i>should-based</i>' behaviors,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196269,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data for all experiments.   https://doi.org/10.1371/journal.",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0196269_S1_Data.xlsx,1547.0,91.0,17.0,1.0,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0155483,Different Dimensions of Cognitive Style in Typical and Atypical Cognition: New Evidence and a New Measurement Tool,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0155483,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Study 1 Data—Item scores on each SCSQ item.    Item numbers ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0155483_S1_File.xlsx,123675.0,2.0,85.0,727.5,2.0,not_item_response,"n_participants=2 but n_responses=123675 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=728×)"
plos,plosone,10.1371/journal.pone.0307229,"Trust under development: The Italian validation of the Epistemic Trust, Mistrust, and Credulity Questionnaire (ETMCQ) for adolescents",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0307229,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction* | SI caption: Study dataset.    Full dataset used in the study. 
  https:/",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0307229_S1_File.xlsx,10592.0,2.0,16.0,331.0,0.0,not_item_response,"n_participants=2 but n_responses=10592 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=331×)"
plos,plosone,10.1371/journal.pone.0201474,Bullshit-sensitivity predicts prosocial behavior,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0201474,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Raw data in .csv format.   https://doi.org/10.1371/journal.p",All data from the survey are included in the Supporting Information files.,,journal.pone.0201474_S4_File.xls,139714.0,2.0,138.0,506.2101,0.0,not_item_response,"n_participants=2 but n_responses=139714 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=506×)"
plos,plosone,10.1371/journal.pone.0312995,"Epistemic trust and associations with psychopathology: Validation of the German version of the Epistemic Trust, Mistrust and Credulity-Questionnaire (ETMCQ)",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0312995,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Case;Group;trust;mistrust;credulity' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Case;Group;trust;mistrust;credulity'] | SI caption: Sample 2 dataset.   https://doi.o",All relevant data files are available from the PsychArchives database ( https://doi.org/10.23668/psycharchives.8215 ) or are within the manuscript and its  Supporting Information  files.,https://doi.org/10.23668/psycharchives.8215,journal.pone.0312995_S1_File.csv,,,,,0.0,not_item_response,"File is semicolon-delimited but read as CSV; columns appear to be non-item metadata (['Case', 'Group', 'trust', 'mistrust', 'credulity'])"
plos,plosone,10.1371/journal.pone.0216619,Chronotype mediates gender differences in risk propensity and risk-taking,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0216619,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_ordinal*, resp_direction* | SI caption: Supporting data file.    Complete data for this paper is ava",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0216619_S1_Table.csv,3648.0,2.0,6.0,304.0,0.0,not_item_response,"n_responses/n_participants/n_items ratio=304× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0232704,"Market interactions, trust and reciprocity",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0232704,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0232704.s001",All relevant data is available in Excel format in Supporting Information.,,journal.pone.0232704_S1_Data.xlsx,4418.0,2.0,8.0,276.125,0.0,not_item_response,"n_responses/n_participants/n_items ratio=276× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0295305,Factors affecting job performance of Sri Lankan IT professionals working from home,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0295305,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data file.   https://doi.org/10.1371/journal.pone.0295305.s0",All relevant data are within the paper and its  supporting information  files.,,journal.pone.0295305_S2_Appendix.xlsx,13958.0,4.0,49.0,71.2143,0.0,not_item_response,"n_participants=4 but n_responses=13958 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=71×)"
plos,plosone,10.1371/journal.pone.0319799,Potential effect of social support on perceived stress and anxiety in college students during public health crisis: Multiple interactions of gender,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0319799,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Renamed_a9368.   https://doi.org/10.1371/journal.pone.031979",The data for this study are publicly available and have been provided as Other documents.,,journal.pone.0319799_S1_File.sav,12660.0,2.0,4.0,1582.5,0.0,not_item_response,"n_participants=2 but n_responses=12660 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=1582×)"
plos,plosone,10.1371/journal.pone.0243605,Perceived psychological stress and associated factors in the early stages of the coronavirus disease 2019 (COVID-19) epidemic: Evidence from the general Chinese population,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0243605,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used first column 'Question Number' as fallback — verify this is the person identifier. | Could not confidently identify item columns. | Columns present: ['Question Number', 'Name', 'Value', 'Value Label', 'Question'] | SI caption: https://doi.org/10.1371/journ",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0243605_S1_Data.xls,,,,,1.0,not_item_response,"Column names match a data dictionary / codebook (Variable Name, Variable Label, etc.) — this file describes the dataset, it is not the data itself"
