source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0333095,Is every comparison a thief of joy? Polish validation of the Iowa-Netherlands Comparison Orientation Measure and the indirect role of social comparisons in the relationship between emotional stability and the impostor phenomenon,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333095,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Database from Study 1.   https://doi.org/10.1371/journal.pon",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0333095_S5_File.xlsx,10230.0,4.0,22.0,116.25,1.0,not_item_response,"n_participants=4 but n_responses=10230 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=116×)"
plos,plosone,10.1371/journal.pone.0331308,The effectiveness of a new parent education intervention program for primary school-age children and parents in Hong Kong,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0331308,cc-by,human_assistance,QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction* | SI caption: PEMH 2020-22_fulldataset_raw.   https://doi.org/10.1371/jour,All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0331308_S2_File.xlsx,66251.0,4.0,18.0,920.1528,0.0,not_item_response,"n_participants=4 but n_responses=66251 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=920×)"
plos,plosone,10.1371/journal.pone.0265436,Differentiation of self and its relationship with marital satisfaction and parenting styles in a Spanish sample of adolescents’ parents,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265436,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0265436.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0265436_S1_Data.sav,20717.0,1.0,148.0,139.9797,0.0,not_item_response,"n_participants=1 but n_responses=20717 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=140×)"
plos,plosone,10.1371/journal.pone.0187041,Adolescents' perception of parental feeding practices: Adaptation and validation of the Comprehensive Feeding Practices Questionnaire for Brazilian adolescents—The CFPQ-<i>Teen</i>,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0187041,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Databases.   https://doi.org/10.1371/journal.pone.0187041.s0",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0187041_S2_File.sav,6299.0,445.0,14.0,1.0111,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0333303,Suicide risk characteristics of vocational college students: A latent profile analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333303,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: https://doi.org/10.1371/journal.pone.0333303.s002",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0333303_S1_Data.xlsx,29168.0,2.0,18.0,810.2222,0.0,not_item_response,"n_participants=2 but n_responses=29168 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=810×)"
plos,plosone,10.1371/journal.pone.0186859,The keybox: Shape-frame fitting during tool use in Goffin’s cockatoos (<i>Cacatua goffiniana</i>),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0186859,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Complete dataset.   https://doi.org/10.1371/journal.pone.018",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0186859_S1_Dataset.xlsx,15912.0,13.0,17.0,72.0,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0235957,"Digital technology adoption scale in the blended learning context in higher education: Development, validation and testing of a specific tool",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235957,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: Data set.   https://doi.org/10.1371/journal.pone.0235957.s00",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0235957_S4_Appendix.xlsx,9750.0,1.0,39.0,250.0,0.0,not_item_response,"n_responses/n_participants/n_items ratio=250× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0246184,"Evaluation of the effectiveness of macaíba palm seed kernel (<i>Acrocomia intumescens</i> drude) on anxiolytic activity, memory preservation and oxidative stress in the brain of dyslipidemic rats",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246184,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Animal', 'ENTRIES OA', 'TIME OA', 'TIME CENTRAL AREA', 'EXPLORATION', 'MDA', 'GLUTATIONA', 'ambulation', 'rearing', 'grooming'] | SI caption: https://doi.org/10.1371/journal.pone.0246184.s001",All relevant data are within the paper and  supporting information  files.,,journal.pone.0246184_S1_Data.xlsx,,,,,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0303683,The excessive celebrity worship behavior questionnaire: Chinese scale development and validation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0303683,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0303683.s001",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0303683_S1_Dataset.xlsx,16275.0,5.0,35.0,93.0,1.0,not_item_response,"n_participants=5 but n_responses=16275 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=93×)"
plos,plosone,10.1371/journal.pone.0270158,Preconception risk factors and health care needs of pregnancy-planning women and men with a lifetime history or current mental illness: A nationwide survey,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0270158,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values* | SI caption: https://doi.org/10.1371/journal.pone.0270158.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0270158_S1_Dataset.xls,18694.0,2.0,31.0,301.5161,0.0,not_item_response,"n_participants=2 but n_responses=18694 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=302×)"
