source,title,doi,published,url
datacite,"The Dataset Applied to the Paper ""Self-Esteem and Self-Reported Personality Traits: When Attitudes Toward Traits Make a Difference""",10.13140/rg.2.2.23295.16800,2026,https://www.researchgate.net/doi/10.13140/RG.2.2.23295.16800
datacite,GRIT-ADB: A Global Hydro-Environmental Attribute Database for the GRIT Hydrography,10.5281/zenodo.19363178,2026,https://zenodo.org/doi/10.5281/zenodo.19363178
datacite,GRIT-ADB: A Global Hydro-Environmental Attribute Database for the GRIT Hydrography,10.5281/zenodo.19363177,2026,https://zenodo.org/doi/10.5281/zenodo.19363177
datacite,"Im Gespräch bleiben : Wie Bibliotheken demokratische Dialogräume schaffen und den Austausch, das Zuhören und neue Perspektiven fördern / Grit Bümann",10.24403/jp.1559590,2026,https://zs.thulb.uni-jena.de/receive/jportal_jparticle_01559590
datacite,GRIT GNSS Network - CAD1-Carey Nunatak P.S.,10.7283/8d63-r550,2026,https://www.unavco.org/data/doi/10.7283/8D63-R550
datacite,"Burnout, resilience, and the cost of learning in medical students: A scoping review informed by professional identity formation theory",10.6084/m9.figshare.32716158,2026,https://tandf.figshare.com/articles/dataset/Burnout_resilience_and_the_cost_of_learning_in_medical_students_A_scoping_review_informed_by_professional_identity_formation_theory/32716158/1
datacite,Anxiety state-related task disengagement varies with trait anxiety,10.34973/mvjg-jp04,2026,https://data.ru.nl/collections/di/dccn/DSC_3017048.08_412
datacite,Understanding social anxiety where it matters most,10.34973/xd9q-vy33,2026,https://data.ru.nl/collections/di/dccn/DAC_3025008.01_271
dataverse,"Study demands, study resources, and academic burnout among clinical clerks",10.34894/nqhb6w,2026-09-05T00:00:43Z,https://doi.org/10.34894/NQHB6W
datacite,Data underlying of the Article Psychometric Properties of the Forms of Self-Criticizing/Attacking and Self-Reassuring Scale (FSCRS) in Brazilian Teachers,10.4121/24c0995b-a009-4297-96e1-f5462baa1946,2026,https://data.4tu.nl/datasets/24c0995b-a009-4297-96e1-f5462baa1946/2
datacite,"Workforce guidelines, burnout, work engagement and the intention to leave.",10.17026/ls/bnd3fr,2026,https://lifesciences.datastations.nl/citation?persistentId=doi:10.17026/LS/BND3FR
datacite,"Supporting Data for the Manuscript: How window operation relates to air quality, thermal conditions, and well-being in aged care facilities?",10.25909/33447319,2026,https://adelaide.figshare.com/articles/dataset/Supporting_Data_for_the_Manuscript_How_window_operation_relates_to_air_quality_thermal_conditions_and_well-being_in_aged_care_facilities_/33447319/1
datacite,Co-designing technological solutions to loneliness with at-risk populations dataset – neurodivergent young adults,10.5523/bris.35tpf6yis3j3d2gyoh7fsupt8m,2026,https://data.bris.ac.uk/data/dataset/35tpf6yis3j3d2gyoh7fsupt8m/
datacite,Neighborhood Social Cohesion Associates with Loneliness Differently Among Older People According to Subjective Social Status,10.48668/eknql2,2026,https://researchdata.cuhk.edu.hk/citation?persistentId=doi:10.48668/EKNQL2
dataverse,OASIS: Overheating and Shading Indicators Dataset for Built Environment Resilience,10.7910/dvn/pdcxqh,2026-09-03T08:55:53Z,https://doi.org/10.7910/DVN/PDCXQH
dataverse,The impact of AI and industrial technology convergence on firm innovation resilience -Evidence from China,10.7910/dvn/enepch,2026-09-04T11:48:59Z,https://doi.org/10.7910/DVN/ENEPCH
dataverse,"SCALE-R Database: Climate resilience investment projects in Miami-Dade County, Florida",10.7910/dvn/ko1i8w,2026-09-03T20:20:49Z,https://doi.org/10.7910/DVN/KO1I8W
datacite,Data Management and Sharing Plan for: A Multipronged Approach to Academic Procrastination Interventions: A Randomized Control Study via Terracotta,10.15139/s3/jqolww,2026,https://dataverse.unc.edu/citation?persistentId=doi:10.15139/S3/JQOLWW
datacite,"Data Repository to ""Modulating task outcome value to mitigate real-world procrastination via noninvasive brain stimulation""",10.57760/sciencedb.35140,2026,https://www.scidb.cn/detail?dataSetId=57cc7d6b993f4d8fa736df0662b97129
datacite,"Datasets for exploring the link between Distractibility, Procrastination and ADHD-like traits: Questionnaire measures, Flanker task Congruency Effects, and Delta Plot Analyses",10.15131/shef.data.33121544,2026,https://orda.shef.ac.uk/articles/dataset/Datasets_for_exploring_the_link_between_Distractibility_Procrastination_and_ADHD-like_traits_Questionnaire_measures_Flanker_task_Congruency_Effects_and_Delta_Plot_Analyses/33121544
datacite,Dataset for the paper “Shared Neurogenetic Substrates of Non-planning Impulsivity and Procrastination”,10.57760/sciencedb.psych.00846,2026,https://www.scidb.cn/detail?dataSetId=aa8eb41a6d6642829a4231ff32c17f9f
datacite,From Beliefs to Action: Examining the Domain-Specific Mediating Role of Mindset-Related Behaviours in the Relationship Between Mindset Beliefs and Academic Achievement in Mathematics and Language Among Primary School Students,10.17026/ss/qtq8wl,2026,https://ssh.datastations.nl/citation?persistentId=doi:10.17026/SS/QTQ8WL
datacite,"Data for: The effects of maths anxiety, socioeconomic status, and mindset type on children's maths attainment",10.57995/avbc-sq24,2026,https://rke.abertay.ac.uk/en/datasets/data-for-the-effects-of-maths-anxiety-socioeconomic-status-and-mi/
