source,journal,doi,title,url,pmcid,license,flag,reasons,data_file,n_responses,n_participants,n_items,density,n_other_files
pmc,peerj,10.7717/peerj.16270,"Physical activity, problematic smartphone use, and burnout among Chinese college students.",https://europepmc.org/article/PMC/PMC10576493,PMC10576493,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-11-16270-s002.sav,53495,823,65,1.0,0
pmc,peerj,10.7717/peerj.13349,"Assessment of job satisfaction, self-efficacy, and the level of professional burnout of primary and secondary school teachers in Poland during the COVID-19 pandemic.",https://europepmc.org/article/PMC/PMC9190669,PMC9190669,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 2 column(s) look like text-coded Likert items (e.g. ['The Satisfaction with Job Scale ', 'General Self-Efficacy Scale']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['AVEM  questionnaire',",peerj-10-13349-s001.xlsx,,,,,0
pmc,peerj,10.7717/peerj.5004,Is perfectionism associated with academic burnout through repetitive negative thinking?,https://europepmc.org/article/PMC/PMC6011823,PMC6011823,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",peerj-06-5004-s001.sav,8312,126,66,0.9995,0
pmc,peerj,10.7717/peerj.4181,Examining the stress-burnout relationship: the mediating role of negative thoughts.,https://europepmc.org/article/PMC/PMC5740956,PMC5740956,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",peerj-05-4181-s001.sav,27899,300,93,1.0,0
pmc,peerj,10.7717/peerj.19086,The effect of mountaineering on the grit of college students: an empirical study.,https://europepmc.org/article/PMC/PMC11910154,PMC11910154,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): peerj-13-19086-s002.docx; peerj-13-19086-s001.pdf,,,,,,
pmc,peerj,10.7717/peerj.17422,Physical activity and self-efficacy in college students: the mediating role of grit and the moderating role of gender.,https://europepmc.org/article/PMC/PMC11129692,PMC11129692,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['gender', '1', 'm",peerj-12-17422-s002.xlsx,,,,,1
pmc,peerj,10.7717/peerj.10277,Effects of diet and gizzard muscularity on grit use in domestic chickens.,https://europepmc.org/article/PMC/PMC7666813,PMC7666813,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify NUMERIC item columns, but 6 column(s) look like text-coded Likert items (e.g. ['0.5-1.0', '1.0-1.4', '1.4-1.7']) rather than numeric codes. Needs a human to confirm the category set/order and recode to numeric. | Columns present: ['Unnamed: 0', '0.5-1.0', '1.0-1.4', '1.4-1.7', '1.7-2.0'",peerj-08-10277-s019.xlsx,,,,,19
pmc,screports,10.1038/s41598-025-22533-x,Grit subcomponents are differentially associated with practice trajectories underlying expertise development.,https://europepmc.org/article/PMC/PMC12572304,PMC12572304,cc-by,no_usable_file,no tabular-format file among 1 supplementary file(s): 41598_2025_22533_MOESM1_ESM.docx,,,,,,
pmc,peerj,10.7717/peerj.16135,Followership styles scrutinized: temporal consistency and relationships with job attitudes and self-efficacy.,https://europepmc.org/article/PMC/PMC10615031,PMC10615031,cc-by,no_usable_file,no tabular-format file among 2 supplementary file(s): peerj-11-16135-s002.pdf; peerj-11-16135-s001.pdf,,,,,,
pmc,peerj,10.7717/peerj.17059,How does physical activity improve adolescent resilience? Serial indirect effects <i>via</i> self-efficacy and basic psychological needs.,https://europepmc.org/article/PMC/PMC10909365,PMC10909365,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, multi_scale*",peerj-12-17059-s001.xlsx,96992,1732,56,1.0,0
