source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0300923,"The “bubbles”-study: Validation of ultra-short scales for the assessment of depression, anxiety and stress symptoms",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0300923,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Dataset used for analyses in present study (Study 1).   http",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0300923_S1_Dataset.xlsx,12012.0,2.0,12.0,500.5,1.0,not_item_response,"n_participants=2 but n_responses=12012 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=500×)"
plos,plosone,10.1371/journal.pone.0185264,Mentalized affectivity: A new model and assessment of emotion regulation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0185264,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0185264.s003",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0185264_S1_Dataset.sav,495898.0,7.0,158.0,448.3707,0.0,not_item_response,"n_responses/n_participants/n_items ratio=448× — strongly suggests a long aggregate table, not individual responses"
plos,plosone,10.1371/journal.pone.0255634,Gender differences in perceived stress and coping among college students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255634,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: This is the study dataset file.   https://doi.org/10.1371/jo",All relevant data are within the manuscript and its  Supporting Information  files.,,journal.pone.0255634_S1_Dataset.csv,68086.0,2.0,68.0,500.6324,0.0,not_item_response,"n_participants=2 but n_responses=68086 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=501×)"
plos,plosone,10.1371/journal.pone.0167571,"The Impact of Shame, Self-Criticism and Social Rank on Eating Behaviours in Overweight and Obese Women Participating in a Weight Management Programme",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0167571,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: Data set used in the analysis for this study.   https://doi.",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0167571_S1_Dataset.sav,44659.0,1.0,20.0,2232.95,0.0,not_item_response,"n_participants=1 but n_responses=44659 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=2233×)"
plos,plosone,10.1371/journal.pone.0206114,Sex-specific association of a common <i>GNAS</i> polymorphism with self-reported cognitive empathy in healthy volunteers,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0206114,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Study data.    Spreadsheet containing all individual data, c",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0206114_S2_File.xlsx,15998.0,421.0,38.0,1.0,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0171665,Associations between empathy and big five personality traits among Chinese undergraduate medical students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171665,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: The S1 Dataset includes the data concerning the study variab",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0171665_S1_Dataset.sav,40810.0,2.0,77.0,265.0,0.0,not_item_response,"n_participants=2 but n_responses=40810 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=265×)"
plos,plosone,10.1371/journal.pone.0321398,Current status and influencing factors of nurses’ work engagement in Chinese tertiary hospitals: A latent profile analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0321398,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Raw data.   https://doi.org/10.1371/journal.pone.0321398.s00",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0321398_S1_Data.xlsx,67165.0,2.0,35.0,959.5,0.0,not_item_response,"n_participants=2 but n_responses=67165 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=960×)"
plos,plosone,10.1371/journal.pone.0278769,Leader extraversion and team performance: A moderated mediation model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0278769,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Data set of this study.   https://doi.org/10.1371/journal.po",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0278769_S1_File.sav,11300.0,4.0,50.0,56.5,0.0,not_item_response,"n_participants=4 but n_responses=11300 — 'participants' are almost certainly rows in a summary table, not real respondents (ratio=56×)"
plos,plosone,10.1371/journal.pone.0219385,Association of <i>MAOA</i> genetic variants and resilience with psychosocial stress: A longitudinal study of Syrian refugees,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0219385,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Data on trauma exposure, resilience level, psychosocial stre",All relevant data are reported in the manuscript and its Supporting Information files. All data are also available on Mendeley ( https://data.mendeley.com/datasets/ ) doi: 10.17632/xhs8tn7nkz.1 .,https://doi.org/10.17632/xhs8tn7nkz.1,journal.pone.0219385_S1_Table.csv,13589.0,399.0,17.0,2.0034,1.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
plos,plosone,10.1371/journal.pone.0251276,Results of the <i>Optimune</i> trial: A randomized controlled trial evaluating a novel Internet intervention for breast cancer survivors,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251276,cc-by,human_assistance,"resp has >50 unique values after wide-to-long melt — likely continuous/aggregate data, not ordinal item responses. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Minimal anonymized data set.   https://doi.org/10.1371/journ",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0251276_S2_File.xls,17454.0,363.0,52.0,0.9247,0.0,not_item_response,"Title is HTML-encoded paper prose — file is a scraped element, not a dataset"
