"table","note"
"gordils_2021_intergroup_anxiety","Clean pass, two caveats. SOURCE: Gordils J, Elliot AJ, Jamieson JP (2021), PLoS ONE 16(1):e0245671, doi:10.1371/journal.pone.0245671, CC BY 4.0; S1 Appendix (supplementary .s001, DOCX, read with python-docx), section 'Perceived Intergroup Anxiety' / 'Intergroup Anxiety'. The four items and the anchor labels are transcribed verbatim; nothing altered. INSTRUMENT (Step 3b check): four items adapted by the authors from Amodio (2009, J Exp Soc Psychol 45:60-67) state affect measure, reframed to third-person ZIP-code-level perception; the paper's Methods says 'Four items were adapted from Amodio's state affect measure (e.g., ""In my ZIP code, Black and White people feel nervous about interacting with each other""; 1 = strongly disagree, 7 = strongly agree)'. Live data is 4 items on 1-7, which matches the appendix block exactly -- no mismatch. MAPPING (paper_order): item codes ANX1-ANX4 ARE the source spreadsheets' own column names -- data/gordils_2021_interracial.py melts them unchanged, so there is no rename or positional assignment -- but nothing in the deposit ties a column to a wording: both XLSX data files (s004, s007) carry bare headers, and the three SPSS syntax files (s005, s006, s008) contain no VARIABLE LABELS for any ANX variable (only for filter_$). The appendix lists the four items in order and numbers none of them, so ANXk is taken as the k-th listed item. Verified PARTIAL by a simplex/adjacency test on the correlation matrix; see verify_gordils_2021_intergroup_anxiety.R. CAVEAT 1 (instructions): the appendix gives this block NO instruction sentence -- unlike the discrimination and avoidance blocks, which each carry one -- only the trailing scale description 'Items are rated on a scale from 1 (Strongly disagree), 4 (Somewhat), 7 (Strongly agree).', which is appendix-to-reader prose, not administered wording. instructions ships blank rather than invented or duplicated from a neighbouring block. CAVEAT 2 (response data, not item text): ANX2 has n=847 against 2,536-2,549 for the other three, because data/gordils_2021_interracial.py nulls the Study-2 ANX2 column, which is bit-for-bit identical to that study's pre-computed ANX composite mean; the S2 SPSS syntax confirms it (line 565: 'Compute ANX2 = ANX.'). This is the expected audit_batch.R row-count WARN for this table. OPTIONS: the appendix labels only three of the seven scale points (1 Strongly disagree, 4 Somewhat, 7 Strongly agree); 2, 3, 5 and 6 ship blank option_text rather than padded with their own numbers -- so a 57.1% blank-option_text WARN is expected and correct. Note the appendix's midpoint anchor 'Somewhat' is the study's own wording, which differs in register from its endpoints; the paper's Methods gives only the two endpoints. correct_response blank (no key); section_prompt blank, single trivial section; administered in English, so no language/_translated columns. RIGHTS: nothing quotable to block on -- IRW's copy comes from the CC BY 4.0 PLOS appendix (source-licence rule), the wording is this study's own adaptation, and no fee or no-redistribution clause was found for Amodio's measure. Neither 2026-09-04 trigger fires. Retry test: not applicable, no block. SIBLINGS NOT TOUCHED: gordils_2021_interracial_comp, _interracial_trust (this round, other agents) and _discrimination, _behavioral_avoidance (batch_041) share this appendix; only this table's files were written."
"gordils_2021_interracial_comp","Item wording, instructions and scale anchors transcribed verbatim from S1 Appendix ('Perceived Racial Competition' block) of PLOS ONE 10.1371/journal.pone.0245671 (CC BY 4.0). The appendix lists the five items in order but attaches no COMP1-COMP5 codes, so the code->wording tie is presentation order (mapping_basis=paper_order)."
"gordils_2021_interracial_comp","Anchors are labelled at 1/4/7 only (1=Not at all, 4=Somewhat, 7=Completely); resp 2,3,5,6 ship with blank option_text rather than being padded with their own numbers."
"gordils_2021_interracial_comp","Source inconsistency, transcribed as found: the appendix stem asks respondents to 'indicate how much you agree', while the anchors printed under the block are Not at all / Somewhat / Completely. Also, the article body quotes item 2 as '...competing against each other' where the appendix reads '...competing with each other'; the appendix (the full instrument) was used."
"gordils_2021_interracial_comp","Data caveat (response table, not the item text): COMP2 carries only 847 rows against ~2540 for the other four items, because data/gordils_2021_interracial.py drops the Study 2 (S4 Data) COMP2 column -- for all Study 2 rows it is bit-for-bit identical to the pre-computed COMP composite mean, a spreadsheet artifact. Verified in this round: re-deriving the filter over the two raw xlsx files reproduces all five live per-item n exactly."
"gordils_2021_interracial_comp","Rights: PLOS ONE article and supplements are CC BY 4.0; the instrument is Murayama & Elliot's five-item perceived competition scale adapted by the authors. No fee, no-redistribution clause or other stated use restriction located for it, so silence-is-permission applies and the wording ships."
"gordils_2021_interracial_trust","Clean pass, PARTIAL verification. SOURCE: Gordils J, Elliot AJ, Jamieson JP, Zhang Y (2021) PLoS ONE 16(1):e0245671, doi:10.1371/journal.pone.0245671, CC BY 4.0. Item wording is verbatim from S1 Appendix (s001, DOCX), section 'Perceived Interracial Trust', which prints the four sentences and the anchor line 'Seven-point scale (1 = ""Not at all""; 4 = ""Somewhat""; 7 = ""Completely"")'; the paper's Methods repeats the same anchors for this scale ('1 = not at all, 7 = completely') and quotes the second sentence as its example item. MAPPING (paper_order): the IRW codes TRUST1..TRUST4 ARE the source spreadsheets' own column names -- data/gordils_2021_interracial.py melts df[['id'] + ['TRUST1'..'TRUST4']] with no rename and no positional step -- but the appendix lists its four sentences UNNUMBERED, so the assignment of sentence k to TRUSTk is inferred from presentation order. LEVEL-1 SOURCES WERE CHECKED AND HAVE NO ITEM TEXT: S1 Data (s004.xlsx) and S4 Data (s007.xlsx) carry bare column headers only, and the three SPSS syntax files (s005/s006/s008) contain no VARIABLE LABELS or VALUE LABELS for any TRUST variable (their only label statements are for filter_$). VERIFIED, decisively, on the option_text<->resp axis: the S3 Data syntax defines MISTRUST = MEAN(8-TRUST1, 8-TRUST2, 8-TRUST3, 8-TRUST4), i.e. the live table stores TRUST in the trust direction, and recomputing the paper's Study 1 test on that composite reproduces it exactly -- t(845) = 3.318 vs published 3.32, 95% CI [0.14, 0.53] vs published [0.14, 0.53], d = 0.228 vs published 0.23, M(HRC) 3.527 vs M(LRC) 3.192. Under flipped anchors the same test gives -0.335, the wrong sign. That also settles Step 3b: these four columns are the paper's interracial-mistrust scale, not another instrument from the same battery. NOT VERIFIED: which appendix sentence is TRUST1 vs TRUST2 vs TRUST3 vs TRUST4. No route exists -- all four items share one 1-7 scale (route 2 out), the scale is a single unidimensional block with no published subscale split (routes 3, 5 out), it has no reverse-worded item (route 6), no marker item (route 7), the paper publishes no per-item statistics (route 1), the item text implies no parameter (route 4), and the source stores integers rather than labels (route 9). Route 8 was attempted and is not decisive: pooled per-item means are TRUST1 4.560, TRUST2 4.325, TRUST3 4.534, TRUST4 4.348, which does group positions {1,3} above {2,4} as the appendix order's character items ('basically honest', 'basically good and kind') vs its explicit-trust items ('trustworthy', 'trustful'), but that reading is post-hoc, a random pairing matches it 1 time in 3, and it separates no item from its partner; it is NOT counted as evidence. The correlation matrix offers nothing either -- r(2,3)=0.870, r(2,4)=0.877, r(3,4)=0.879 are indistinguishable and only TRUST1 stands slightly apart (0.768-0.799), with no pre-specifiable reason it should. TRANSCRIPTION: verbatim, no normalisation. instructions carries the appendix's own framing sentence for this scale ('Respondents were asked to give a score ranging from 1 to 7, where 1 represented very low trust in others and 7 very high trust.') -- note it is the appendix's third-person description, not a participant-facing imperative like the sibling avoidance and discrimination scales have, because the appendix prints none for this scale. The appendix gives TWO anchor descriptions for this scale (that sentence, and the 'Not at all / Somewhat / Completely' line); option_text ships the second because the paper's Methods states it explicitly for the mistrust measure, and the first is preserved in instructions rather than dropped. resp 2, 3, 5 and 6 are unlabelled in the source and ship blank, not padded. section_prompt and correct_response blank (single-section attitude scale, no key). RIGHTS: no restriction found to quote. The deposit and the article are CC BY 4.0; the parent instrument is Yamagishi & Yamagishi's (1994) General Trust Scale, published in Motivation and Emotion with no fee and no redistribution clause locatable, and IRW's copy comes from the CC BY appendix in any case. Neither 2026-09-04 trigger fires. SIBLINGS: gordils_2021_discrimination and gordils_2021_behavioral_avoidance shipped in batch_041 from the same S1 Appendix and the same paper_order basis; conventions (instrument naming, single trivial section_id, blank unlabelled anchors) follow them."
"gpt4mcq_young_2025","Clean pass, with one deposit-internal conflict resolved against the data. The OSF deposit (zq4eg) carries TWO different 20-item ChatGPT-4 sets under the same codes AIQ1-AIQ20: the SPSS variable/value labels inside 'ChatGPT IRT DATA_CLEAN.sav' (the file data/gpt4mcq_young_2025.r actually reads), and a different, word-for-word non-overlapping AI block printed in 'Reading and ChatGPT-Generated MCIs (Supplementary Materials 2).docx'. The .sav labels ship. Evidence: under the .sav labels the correct alternative is value 1 for every item, and P(resp==1) reproduces the paper's published CTT P-values (Supplementary Materials 3) for all 20 items to within 0.0005 (mean 0.876); under the SM2 wording the keyed position would be chosen by only 10.3% on average. Same docx's Misc block and page-timing structure DO match the .sav labels exactly, so SM2 is the same survey with a superseded AI item block, not a different study. instructions = the survey's Quiz Intro screen, taken from that same SM2 docx (it is a display-only question, so it is not in the .sav); disclosed because that file's item block is the one being rejected. The 20 items are reading-comprehension questions on the Noba module 'Love, Friendship, and Social Support' (Brannan & Mohr); the passage itself is not reproduced as section_prompt (CC BY-NC-SA third-party chapter, ~5,000 words), so section_prompt is blank."
"grandahl_2017_hpv_beliefs","Clean pass, three caveats. (1) LANGUAGE: the questionnaire was administered in Swedish to Swedish upper-secondary students; no Swedish original is published in the paper or the deposit (the only supplements are S1 File STROBE checklist DOCX, S1 Fig flow chart JPEG, S2 File data set SAV), so the translated_substitute fallback applies -- English in the base fields, _translated empty, language=Swedish. The English is the study's own, taken from the .sav's variable labels. (2) TWO EDITS to the labels, both disclosed: the leading questionnaire marker 'Q1 q23a ' was stripped from every label, and the source typo 'spead' was corrected to 'spread' in Q23j_HPV_spread_sex. (3) The paper's Table 1 (an image) prints 10 of the 15 items in slightly different wording than the .sav labels ('The HPV vaccine can cause adverse effects' vs 'HPV vaccine can cause adverse effects'; 'I will vaccinate against HPV' vs 'I intend to be vaccinated against HPV'; 'Cervical cancer is a serious disease' vs 'Cervical cancer is a severe disease'), and the Statistical analysis section quotes a fourth variant ('I intend to attend Pap-smear testing' vs the label's 'I will attend future cervical screening controls'). The .sav labels were used throughout because they cover all 15 items and tie code to text at the source; the paper covers only 10 and groups them by HBM construct rather than reproducing the form. DATA NOTE: per-item n ranges from 202 (Q23l_Other_cancer) to 712 (Q23e_Fear_of_needles) because the .sav's 6th response level 'Do not know' is dropped by data/grandahl_2017_hpv_beliefs.py; Q23o_Attend_screening is effectively girls-only (232 female vs 4 male responses). correct_response is blank throughout: the paper scores ten of the statements as knowledge items ('a maximum of four points if the respondent totally agreed with a correct or totally disagreed with an incorrect statement') but never says which ten or which are incorrect. RIGHTS: no restriction to quote -- PLOS ONE article is CC BY 4.0 and the instrument is a study-built HBM questionnaire, not a fee-licensed or no-redistribution commercial scale."
"grit_BrummerHoffman_2021","BLOCKED ON RIGHTS -- no __items.csv written. Step 3b: the instrument is the 8-item Short Grit Scale (Grit-S; Duckworth & Quinn, 2009), administered in Brazilian Portuguese; the table name is correct and there is no instrument mismatch. The 8 live codes are the study's own names for the 8 Grit-S statements (grit_new_projects, grit_setbacks, grit_goals, grit_hardworking, grit_interest, grit_focus, grit_finish, grit_diligent), resp 1-5, n=1828 per item. The wording is fully available and was located: the authors' processing script (OSF p8j2v, Deidentified data set/Question_framing_data_processing.Rmd, lines 295-302 and 881-888) renames each raw Google-Forms header straight to the IRW code, e.g. grit_finish = ""Indique o quanto cada uma das afirmacoes se aplicam a voce. [Eu termino tudo que comeco]"", and the deposit also ships Questionnaire_Portuguese_BR.pdf and Questionnaire_English.pdf, the latter printing the GRIT-S block in full at items 192-199. The block is a rights verdict, not an access or data problem. The rights holder is Angela Duckworth's lab, whose own page (https://angeladuckworth.com/measures/, fetched 2026-09-06, cached at .cache/grit_BrummerHoffman_2021/) states verbatim: ""Researchers and educators are welcome to use the scales developed by Angela's lab for non-commercial purposes"" and ""These scales are copyrighted. They cannot be published or used for commercial purposes or wide public distribution. Journalists and book authors should not reproduce these scales or any part of them."" That is a non-commercial clause AND an explicit bar on publication and wide distribution, so the 2026-09-04 no-redistribution ruling fires: a quotable restriction from the instrument's rights holder overrides the licence of the deposit IRW copied from (OSF p8j2v is CC BY 4.0). This is the same instrument-level ruling already applied to dpt_noncog__grit in batch_027, whose note explicitly named this table as the next one it would hit. NOT a data problem: the mapping was checked anyway and is exact -- all 8 x 5 = 40 item x resp cell counts in the live table equal those of the identically-named column in the deposited data set (e.g. grit_hardworking 53/99/355/641/680, grit_new_projects 200/405/606/395/222), and all 8 distributions are mutually distinct so no non-identity permutation reproduces them; see verify_grit_BrummerHoffman_2021.R. Incidental finding for whoever unblocks it: the deposit's English questionnaire numbers the options 1=Very much like me .. 5=Not like me at all, which is the OPPOSITE of the stored coding -- the script's car::recode statements (lines 581-588 / 1087-1094) make 5 = grittier on every item, i.e. the four reverse-worded items are stored already reverse-scored, so the PDF's numbering must not be used for option_text. RETRY TEST: NO -- an unchanged retry now cannot produce a different result. The source is located, open, and prints the wording in two languages; the mapping is verified; the only thing standing in the way is a determinate rights clause. It would flip only if Duckworth's lab changed or waived those terms, or if Ben ruled that the clause does not govern an open deposit's own printing of the items."
