"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"artistic_preferences","WARN",56,56,TRUE,TRUE,FALSE,TRUE,59.5,35.7,"59.5% of rows have blank item_text | 35.7% of rows have blank option_text"
"arzamoncunill_2023_epq_clinical","PASS",22,22,TRUE,TRUE,FALSE,TRUE,0,70.9,"70.9% of rows have blank option_text"
"audretsch_2021_entrepreneurial_ecosystems","WARN",15,15,TRUE,TRUE,FALSE,TRUE,0,71.4,"row-count anomaly (possible item-code conflation or missingness skew), median=1822: eship_skills | 71.4% of rows have blank option_text"
"autonomysupport_mokken","PASS",7,7,TRUE,TRUE,FALSE,TRUE,0,61.8,"61.8% of rows have blank option_text"
"avilesgonzalez2019_ces","PASS",30,30,TRUE,TRUE,FALSE,TRUE,0,0,""
"baaziz_2023_sms2","PASS",18,18,TRUE,TRUE,FALSE,TRUE,0,71.4,"71.4% of rows have blank option_text"
"baka2023_bpnsf","PASS",24,24,TRUE,TRUE,FALSE,TRUE,0,57.1,"57.1% of rows have blank option_text"
"baka2023_jcs","PASS",21,21,TRUE,TRUE,FALSE,TRUE,0,0,""
"baka2023_olbi","PASS",8,8,TRUE,TRUE,FALSE,TRUE,0,0,""
"baka2023_uwes","PASS",17,17,TRUE,TRUE,FALSE,TRUE,0,0,""
"bakker_2020_pss10","PASS",10,10,TRUE,TRUE,FALSE,TRUE,0,0,""
