"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_1b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask patients to repeat back information or instructions",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_1b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask patients to repeat back information or instructions",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_2b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Speak slowly",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_2b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Speak slowly",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_3b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Limit number of concepts presented at a time to 2-3",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_3b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Limit number of concepts presented at a time to 2-3",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_4b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask patients to tell you what they will do at home to follow instructions",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_4b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask patients to tell you what they will do at home to follow instructions",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_5b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use simple language",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_5b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use simple language",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_6b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Read instructions out loud",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_6b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Read instructions out loud",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_7b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Hand out printed materials",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_7b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Hand out printed materials",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_8b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Underline key points on print materials",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_8b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Underline key points on print materials",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_9b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Write or print out instructions",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_9b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Write or print out instructions",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_10b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Draw pictures or use printed illustrations",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_10b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Draw pictures or use printed illustrations",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_11b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use models or x-rays to explain",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_11b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use models or x-rays to explain",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_12b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Refer patients to the Internet or other sources of information",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_12b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Refer patients to the Internet or other sources of information",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_13b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask office staff to follow-up with patients for post-care instructions",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_13b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask office staff to follow-up with patients for post-care instructions",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_14b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use video or DVD",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_14b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use video or DVD",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_15b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Follow-up with patients by telephone to check understanding and adherence",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_15b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Follow-up with patients by telephone to check understanding and adherence",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_16b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask patients whether they would like a family member or friend to accompany them in the discussion",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_16b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Ask patients whether they would like a family member or friend to accompany them in the discussion",NA,2,"No"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_17b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use a translator or interpreter when needed",NA,1,"Yes"
"weatherspoon_2015_pediatricians_effectiveness","weatherspoon_2015_pediatricians_effectiveness_1","Q12_17b","Maryland Family Physicians and Pediatricians Survey on Dental Caries Prevention and Communication Techniques -- Q12 recommended communication techniques, perceived effectiveness","During a typical workweek, how often do you use the following communication techniques? [Circle one response for the left column and one response for the right column of each line]. This table holds the responses to the right-hand column, headed ""Is it effective?""",NA,"Use a translator or interpreter when needed",NA,2,"No"
