"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"jablonska_2020_swls","jablonska_2020_swls_1","50. I think my life is close to ideal.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Uważam, że moje życie jest bliskie ideału.","In most ways my life is close to my ideal.",NA,"Całkowicie się nie zgadzam","I totally disagree",1
"jablonska_2020_swls","jablonska_2020_swls_1","50. I think my life is close to ideal.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Uważam, że moje życie jest bliskie ideału.","In most ways my life is close to my ideal.",NA,"Bardzo się nie zgadzam","I disagree very much",2
"jablonska_2020_swls","jablonska_2020_swls_1","50. I think my life is close to ideal.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Uważam, że moje życie jest bliskie ideału.","In most ways my life is close to my ideal.",NA,"Raczej się nie zgadzam","I rather disagree",3
"jablonska_2020_swls","jablonska_2020_swls_1","50. I think my life is close to ideal.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Uważam, że moje życie jest bliskie ideału.","In most ways my life is close to my ideal.",NA,"Jest mi to obojętne","No opinion",4
"jablonska_2020_swls","jablonska_2020_swls_1","50. I think my life is close to ideal.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Uważam, że moje życie jest bliskie ideału.","In most ways my life is close to my ideal.",NA,"Raczej się zgadzam","I rather agree",5
"jablonska_2020_swls","jablonska_2020_swls_1","50. I think my life is close to ideal.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Uważam, że moje życie jest bliskie ideału.","In most ways my life is close to my ideal.",NA,"Bardzo się zgadzam","I agree very much",6
"jablonska_2020_swls","jablonska_2020_swls_1","50. I think my life is close to ideal.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Uważam, że moje życie jest bliskie ideału.","In most ways my life is close to my ideal.",NA,"Całkowicie się zgadzam","I totally agree",7
"jablonska_2020_swls","jablonska_2020_swls_1","51. The conditions of my life are wonderful","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Warunki mojego życia są wspaniałe","The conditions of my life are excellent.",NA,"Całkowicie się nie zgadzam","I totally disagree",1
"jablonska_2020_swls","jablonska_2020_swls_1","51. The conditions of my life are wonderful","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Warunki mojego życia są wspaniałe","The conditions of my life are excellent.",NA,"Bardzo się nie zgadzam","I disagree very much",2
"jablonska_2020_swls","jablonska_2020_swls_1","51. The conditions of my life are wonderful","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Warunki mojego życia są wspaniałe","The conditions of my life are excellent.",NA,"Raczej się nie zgadzam","I rather disagree",3
"jablonska_2020_swls","jablonska_2020_swls_1","51. The conditions of my life are wonderful","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Warunki mojego życia są wspaniałe","The conditions of my life are excellent.",NA,"Jest mi to obojętne","No opinion",4
"jablonska_2020_swls","jablonska_2020_swls_1","51. The conditions of my life are wonderful","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Warunki mojego życia są wspaniałe","The conditions of my life are excellent.",NA,"Raczej się zgadzam","I rather agree",5
"jablonska_2020_swls","jablonska_2020_swls_1","51. The conditions of my life are wonderful","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Warunki mojego życia są wspaniałe","The conditions of my life are excellent.",NA,"Bardzo się zgadzam","I agree very much",6
"jablonska_2020_swls","jablonska_2020_swls_1","51. The conditions of my life are wonderful","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Warunki mojego życia są wspaniałe","The conditions of my life are excellent.",NA,"Całkowicie się zgadzam","I totally agree",7
"jablonska_2020_swls","jablonska_2020_swls_1","52. I am satisfied with my life.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jestem usatysfakcjonowana moim życiem.","I am satisfied with my life.",NA,"Całkowicie się nie zgadzam","I totally disagree",1
"jablonska_2020_swls","jablonska_2020_swls_1","52. I am satisfied with my life.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jestem usatysfakcjonowana moim życiem.","I am satisfied with my life.",NA,"Bardzo się nie zgadzam","I disagree very much",2
"jablonska_2020_swls","jablonska_2020_swls_1","52. I am satisfied with my life.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jestem usatysfakcjonowana moim życiem.","I am satisfied with my life.",NA,"Raczej się nie zgadzam","I rather disagree",3
"jablonska_2020_swls","jablonska_2020_swls_1","52. I am satisfied with my life.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jestem usatysfakcjonowana moim życiem.","I am satisfied with my life.",NA,"Jest mi to obojętne","No opinion",4
"jablonska_2020_swls","jablonska_2020_swls_1","52. I am satisfied with my life.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jestem usatysfakcjonowana moim życiem.","I am satisfied with my life.",NA,"Raczej się zgadzam","I rather agree",5
"jablonska_2020_swls","jablonska_2020_swls_1","52. I am satisfied with my life.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jestem usatysfakcjonowana moim życiem.","I am satisfied with my life.",NA,"Bardzo się zgadzam","I agree very much",6
"jablonska_2020_swls","jablonska_2020_swls_1","52. I am satisfied with my life.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jestem usatysfakcjonowana moim życiem.","I am satisfied with my life.",NA,"Całkowicie się zgadzam","I totally agree",7
"jablonska_2020_swls","jablonska_2020_swls_1","53. I have achieved things that I consider important in my life so far.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jak dotąd osiągam w życiu rzeczy, które uważam za ważne.","So far I have gotten the important things I want in life.",NA,"Całkowicie się nie zgadzam","I totally disagree",1
"jablonska_2020_swls","jablonska_2020_swls_1","53. I have achieved things that I consider important in my life so far.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jak dotąd osiągam w życiu rzeczy, które uważam za ważne.","So far I have gotten the important things I want in life.",NA,"Bardzo się nie zgadzam","I disagree very much",2
"jablonska_2020_swls","jablonska_2020_swls_1","53. I have achieved things that I consider important in my life so far.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jak dotąd osiągam w życiu rzeczy, które uważam za ważne.","So far I have gotten the important things I want in life.",NA,"Raczej się nie zgadzam","I rather disagree",3
"jablonska_2020_swls","jablonska_2020_swls_1","53. I have achieved things that I consider important in my life so far.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jak dotąd osiągam w życiu rzeczy, które uważam za ważne.","So far I have gotten the important things I want in life.",NA,"Jest mi to obojętne","No opinion",4
"jablonska_2020_swls","jablonska_2020_swls_1","53. I have achieved things that I consider important in my life so far.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jak dotąd osiągam w życiu rzeczy, które uważam za ważne.","So far I have gotten the important things I want in life.",NA,"Raczej się zgadzam","I rather agree",5
"jablonska_2020_swls","jablonska_2020_swls_1","53. I have achieved things that I consider important in my life so far.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jak dotąd osiągam w życiu rzeczy, które uważam za ważne.","So far I have gotten the important things I want in life.",NA,"Bardzo się zgadzam","I agree very much",6
"jablonska_2020_swls","jablonska_2020_swls_1","53. I have achieved things that I consider important in my life so far.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Jak dotąd osiągam w życiu rzeczy, które uważam za ważne.","So far I have gotten the important things I want in life.",NA,"Całkowicie się zgadzam","I totally agree",7
"jablonska_2020_swls","jablonska_2020_swls_1","54. If I could live my life again, I wouldn't change anything.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Gdybym mogła przeżyć moje życie na nowo, nic bym nie zmieniła.","If I could live my life over, I would change almost nothing.",NA,"Całkowicie się nie zgadzam","I totally disagree",1
"jablonska_2020_swls","jablonska_2020_swls_1","54. If I could live my life again, I wouldn't change anything.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Gdybym mogła przeżyć moje życie na nowo, nic bym nie zmieniła.","If I could live my life over, I would change almost nothing.",NA,"Bardzo się nie zgadzam","I disagree very much",2
"jablonska_2020_swls","jablonska_2020_swls_1","54. If I could live my life again, I wouldn't change anything.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Gdybym mogła przeżyć moje życie na nowo, nic bym nie zmieniła.","If I could live my life over, I would change almost nothing.",NA,"Raczej się nie zgadzam","I rather disagree",3
"jablonska_2020_swls","jablonska_2020_swls_1","54. If I could live my life again, I wouldn't change anything.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Gdybym mogła przeżyć moje życie na nowo, nic bym nie zmieniła.","If I could live my life over, I would change almost nothing.",NA,"Jest mi to obojętne","No opinion",4
"jablonska_2020_swls","jablonska_2020_swls_1","54. If I could live my life again, I wouldn't change anything.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Gdybym mogła przeżyć moje życie na nowo, nic bym nie zmieniła.","If I could live my life over, I would change almost nothing.",NA,"Raczej się zgadzam","I rather agree",5
"jablonska_2020_swls","jablonska_2020_swls_1","54. If I could live my life again, I wouldn't change anything.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Gdybym mogła przeżyć moje życie na nowo, nic bym nie zmieniła.","If I could live my life over, I would change almost nothing.",NA,"Bardzo się zgadzam","I agree very much",6
"jablonska_2020_swls","jablonska_2020_swls_1","54. If I could live my life again, I wouldn't change anything.","Satisfaction With Life Scale (SWLS)","Polish",NA,NA,"Gdybym mogła przeżyć moje życie na nowo, nic bym nie zmieniła.","If I could live my life over, I would change almost nothing.",NA,"Całkowicie się zgadzam","I totally agree",7
