"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_1","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"A noisy classroom is not a problem as long as students are busy with learning.",NA,"I strongly disagree",1
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_1","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"A noisy classroom is not a problem as long as students are busy with learning.",NA,"I disagree",2
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_1","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"A noisy classroom is not a problem as long as students are busy with learning.",NA,"I agree",3
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_1","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"A noisy classroom is not a problem as long as students are busy with learning.",NA,"I strongly agree",4
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_2","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is important to let students express their ideas regardless of how wrong and absurd they are.",NA,"I strongly disagree",1
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_2","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is important to let students express their ideas regardless of how wrong and absurd they are.",NA,"I disagree",2
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_2","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is important to let students express their ideas regardless of how wrong and absurd they are.",NA,"I agree",3
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_2","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is important to let students express their ideas regardless of how wrong and absurd they are.",NA,"I strongly agree",4
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_3","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"I do not like to fall behind on the syllabus due to students’ problems and questions or any other reason.",NA,"I strongly agree",1
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_3","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"I do not like to fall behind on the syllabus due to students’ problems and questions or any other reason.",NA,"I agree",2
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_3","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"I do not like to fall behind on the syllabus due to students’ problems and questions or any other reason.",NA,"I disagree",3
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_3","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"I do not like to fall behind on the syllabus due to students’ problems and questions or any other reason.",NA,"I strongly disagree",4
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_4","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is more efficient to teach students the correct answers directly rather than asking them questions and spending time on their potentially wrong answers.",NA,"I strongly agree",1
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_4","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is more efficient to teach students the correct answers directly rather than asking them questions and spending time on their potentially wrong answers.",NA,"I agree",2
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_4","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is more efficient to teach students the correct answers directly rather than asking them questions and spending time on their potentially wrong answers.",NA,"I disagree",3
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_4","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"It is more efficient to teach students the correct answers directly rather than asking them questions and spending time on their potentially wrong answers.",NA,"I strongly disagree",4
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_5","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"Students should be entitled to choose what activities we do in the class.",NA,"I strongly disagree",1
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_5","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"Students should be entitled to choose what activities we do in the class.",NA,"I disagree",2
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_5","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"Students should be entitled to choose what activities we do in the class.",NA,"I agree",3
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_5","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"Students should be entitled to choose what activities we do in the class.",NA,"I strongly agree",4
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_6","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"When a student asks a question about a subject he/she is curious about, I only answer it if it is related to the subject I am covering at that moment. If it is irrelevant, I leave it to a later time not to disrupt the class flow.",NA,"I strongly agree",1
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_6","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"When a student asks a question about a subject he/she is curious about, I only answer it if it is related to the subject I am covering at that moment. If it is irrelevant, I leave it to a later time not to disrupt the class flow.",NA,"I agree",2
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_6","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"When a student asks a question about a subject he/she is curious about, I only answer it if it is related to the subject I am covering at that moment. If it is irrelevant, I leave it to a later time not to disrupt the class flow.",NA,"I disagree",3
"alan_2018_teacher_modern_teaching","alan_2018_teacher_modern_teaching_1","ts_modern_6","Teacher Survey - Teaching Styles: Modern Approach vs. Traditional Approach in Teaching (Alan, Ertac & Mumcu 2018)","Turkish",NA,NA,"When a student asks a question about a subject he/she is curious about, I only answer it if it is related to the subject I am covering at that moment. If it is irrelevant, I leave it to a later time not to disrupt the class flow.",NA,"I strongly disagree",4
