"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_1","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Mažas susidomėjimas ar malonumas atliekant dalykus",NA,"Visai nekamavo",0,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Little interest or pleasure in doing things","Not at all"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_1","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Mažas susidomėjimas ar malonumas atliekant dalykus",NA,"Keletą dienų",1,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Little interest or pleasure in doing things","Several days"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_1","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Mažas susidomėjimas ar malonumas atliekant dalykus",NA,"Daugiau nei pusė iš visų dienų",2,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Little interest or pleasure in doing things","More than half the days"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_1","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Mažas susidomėjimas ar malonumas atliekant dalykus",NA,"Beveik kiekvieną dieną",3,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Little interest or pleasure in doing things","Nearly every day"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_2","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Jautimasis nusiminusiai(-am), prislėgtai(-am) arba beviltiškai(-am)",NA,"Visai nekamavo",0,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Feeling down, depressed, or hopeless","Not at all"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_2","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Jautimasis nusiminusiai(-am), prislėgtai(-am) arba beviltiškai(-am)",NA,"Keletą dienų",1,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Feeling down, depressed, or hopeless","Several days"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_2","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Jautimasis nusiminusiai(-am), prislėgtai(-am) arba beviltiškai(-am)",NA,"Daugiau nei pusė iš visų dienų",2,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Feeling down, depressed, or hopeless","More than half the days"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_2","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Jautimasis nusiminusiai(-am), prislėgtai(-am) arba beviltiškai(-am)",NA,"Beveik kiekvieną dieną",3,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Feeling down, depressed, or hopeless","Nearly every day"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_3","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Sunkumas užmigti ar išmiegoti, arba per ilgas miegojimas",NA,"Visai nekamavo",0,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Trouble falling or staying asleep, or sleeping too much","Not at all"
"pranckeviciene_2022_phq9","pranckeviciene_2022_phq9_1","PHQ9_3","Patient Health Questionnaire-9 (PHQ-9), Lithuanian version","Lithuanian","Kaip dažnai per pastarąsias 2 savaites jus kamavo kurios nors iš šių problemų?",NA,"Sunkumas užmigti ar išmiegoti, arba per ilgas miegojimas",NA,"Keletą dienų",1,"Over the last 2 weeks, how often have you been bothered by any of the following problems?",NA,"Trouble falling or staying asleep, or sleeping too much","Several days"
