"table","section_id","item","item_text","correct_response","section_prompt","instrument","instructions","option_text","resp"
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS1","My friends often tell me to relax and stop worrying about being deceived or harmed.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",1
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS1","My friends often tell me to relax and stop worrying about being deceived or harmed.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",2
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS1","My friends often tell me to relax and stop worrying about being deceived or harmed.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",3
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS1","My friends often tell me to relax and stop worrying about being deceived or harmed.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",4
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS1","My friends often tell me to relax and stop worrying about being deceived or harmed.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",5
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS2","Sometimes, when I am out in public, I feel that people might be talking about me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",1
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS2","Sometimes, when I am out in public, I feel that people might be talking about me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",2
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS2","Sometimes, when I am out in public, I feel that people might be talking about me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",3
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS2","Sometimes, when I am out in public, I feel that people might be talking about me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",4
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS2","Sometimes, when I am out in public, I feel that people might be talking about me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",5
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS3","I’m often suspicious of other people’s intentions towards me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",1
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS3","I’m often suspicious of other people’s intentions towards me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",2
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS3","I’m often suspicious of other people’s intentions towards me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",3
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS3","I’m often suspicious of other people’s intentions towards me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",4
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS3","I’m often suspicious of other people’s intentions towards me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",5
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS4","People will almost certainly lie to me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly disagree",1
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS4","People will almost certainly lie to me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly disagree",2
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS4","People will almost certainly lie to me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Neither agree nor disagree",3
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS4","People will almost certainly lie to me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Slightly agree",4
"alsuhibani_2022_pads_s2","alsuhibani_2022_pads_s2_1","PADS4","People will almost certainly lie to me.",NA,NA,"Revised Paranoia and Deservedness Scale (PaDS-R), P scale","Items are answered on a 5-point scale ranging from ""Strongly agree"" to ""Strongly disagree"".","Strongly agree",5
