"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq1","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Stomach pain",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq1","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Stomach pain",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq1","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Stomach pain",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq2","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Back pain",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq2","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Back pain",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq2","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Back pain",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq3","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Pain in your arms, legs, or joints (knees, hips, etc)",NA,NA,"ไม่รบกวน","Not bothered",0
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq3","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Pain in your arms, legs, or joints (knees, hips, etc)",NA,NA,"รบกวนเล็กน้อย","Bothered a little",1
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq3","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Pain in your arms, legs, or joints (knees, hips, etc)",NA,NA,"รบกวนมาก","Bothered a lot",2
"chinvararak_2021_phq15","chinvararak_2021_phq15_1","phq4","Patient Health Questionnaire-15: Physical Symptoms (PHQ-15), Thai administration","Thai","During the last 4 weeks, how much have you been bothered by any of the following problems?",NA,NA,"Menstrual cramps or other problems with your periods [women only]",NA,NA,"ไม่รบกวน","Not bothered",0
