"table","section_id","item","item_text","correct_response","section_prompt","instrument","instructions","option_text","resp"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_1","lawtonbrody_1","Ability to use telephone","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Uses telephone (operates on own initiative and looks up/dials numbers; or dials a few well-known numbers; or answers but does not dial)","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_1","lawtonbrody_1","Ability to use telephone","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Does not use telephone at all","0"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_2","lawtonbrody_2","Shopping","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Takes care of all shopping needs independently","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_2","lawtonbrody_2","Shopping","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Shops independently only for small purchases; or needs to be accompanied on any shopping trip; or completely unable to shop","0"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_3","lawtonbrody_3","Food Preparation","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Plans, prepares and serves adequate meals independently","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_3","lawtonbrody_3","Food Preparation","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Prepares meals only if supplied with ingredients; or heats and serves but does not maintain adequate diet; or needs meals prepared and served","0"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_4","lawtonbrody_4","Housekeeping","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Maintains house alone or with occasional assistance; or performs light daily tasks; or performs light daily tasks but cannot maintain acceptable cleanliness; or needs help with all home maintenance tasks","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_4","lawtonbrody_4","Housekeeping","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Does not participate in any housekeeping tasks","0"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_5","lawtonbrody_5","Laundry","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Does personal laundry completely; or launders small items","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_5","lawtonbrody_5","Laundry","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","All laundry must be done by others","0"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_6","lawtonbrody_6","Mode of Transportation","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Travels independently on public transport or drives own car; or arranges own travel via taxi; or travels on public transport when accompanied","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_6","lawtonbrody_6","Mode of Transportation","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Travel limited to taxi or automobile with assistance of another; or does not travel at all","0"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_7","lawtonbrody_7","Responsibility for own medications","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Is responsible for taking medication in correct dosages at correct time","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_7","lawtonbrody_7","Responsibility for own medications","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Takes responsibility only if medication is prepared in advance in separate dosage; or is not capable of dispensing own medication","0"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_8","lawtonbrody_8","Ability to Handle Finances","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Manages financial matters independently; or manages day-to-day purchases but needs help with banking and major purchases","1"
"amarilla_2020_lawton_brody","amarilla_2020_lawton_brody_lawtonbrody_8","lawtonbrody_8","Ability to Handle Finances","NA","NA","Lawton-Brody Instrumental Activities of Daily Living (IADL) Scale","NA","Incapable of handling money","0"
