"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT1_Height","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Height",NA,"Only environmental differences contribute to the trait",1,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT1_Height","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Height",NA,"Mainly environmental differences contribute to the trait",2,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT1_Height","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Height",NA,"Both genetic and environmental differences contribute to the same extent to the trait",3,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT1_Height","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Height",NA,"Mainly genetic differences contribute to the trait",4,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT1_Height","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Height",NA,"Only genetic differences contribute to the trait",5,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT2_Bipolar","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Bipolar disorder",NA,"Only environmental differences contribute to the trait",1,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT2_Bipolar","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Bipolar disorder",NA,"Mainly environmental differences contribute to the trait",2,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT2_Bipolar","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Bipolar disorder",NA,"Both genetic and environmental differences contribute to the same extent to the trait",3,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT2_Bipolar","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Bipolar disorder",NA,"Mainly genetic differences contribute to the trait",4,NA,NA,NA,NA
"carver_2017_puggs_pilot2_traits","carver_2017_puggs_pilot2_traits_1","TT2_Bipolar","Public Understanding and Attitudes towards Genetics and Genomics (PUGGS) questionnaire, Section 2: Belief in genetic determinism","Portuguese","People vary in traits (physical features, behaviours, diseases and disorders), such as those shown in the table below. Genetic differences and environmental differences contribute to this variation. Environmental differences can for example be differences in culture, upbringing, lifestyle, eating habits, or exposure to pollution. In the table below please indicate to what extent you think genetic and environmental differences contribute to these traits. For each trait mark with an “X” in ONLY ONE of the columns from 1 to 5.",NA,"Bipolar disorder",NA,"Only genetic differences contribute to the trait",5,NA,NA,NA,NA
