"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q4","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"High levels of workload are common in this office.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q4","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"High levels of workload are common in this office.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q4","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"High levels of workload are common in this office.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q4","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"High levels of workload are common in this office.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q4","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"High levels of workload are common in this office.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q5","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I like my job.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q5","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I like my job.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q5","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I like my job.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q5","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I like my job.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q5","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I like my job.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q6","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Nurse input is well received in this office.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q6","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Nurse input is well received in this office.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q6","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Nurse input is well received in this office.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q6","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Nurse input is well received in this office.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q6","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Nurse input is well received in this office.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q7","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I would feel safe being treated here as a patient.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q7","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I would feel safe being treated here as a patient.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q7","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I would feel safe being treated here as a patient.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q7","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I would feel safe being treated here as a patient.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q7","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I would feel safe being treated here as a patient.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q8","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Medical errors are handled appropriately in this office.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q8","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Medical errors are handled appropriately in this office.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q8","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Medical errors are handled appropriately in this office.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q8","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Medical errors are handled appropriately in this office.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q8","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Medical errors are handled appropriately in this office.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q9","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"This office does a good job of training new personnel.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q9","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"This office does a good job of training new personnel.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q9","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"This office does a good job of training new personnel.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q9","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"This office does a good job of training new personnel.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q9","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"This office does a good job of training new personnel.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q10","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"All the necessary information for diagnostic and therapeutic decisions is routinely available to me.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q10","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"All the necessary information for diagnostic and therapeutic decisions is routinely available to me.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q10","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"All the necessary information for diagnostic and therapeutic decisions is routinely available to me.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q10","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"All the necessary information for diagnostic and therapeutic decisions is routinely available to me.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q10","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"All the necessary information for diagnostic and therapeutic decisions is routinely available to me.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q11","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Working in this office is like being part of a large family.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q11","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Working in this office is like being part of a large family.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q11","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Working in this office is like being part of a large family.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q11","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Working in this office is like being part of a large family.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q11","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Working in this office is like being part of a large family.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q12","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Senior management of this office is doing a good job.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q12","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Senior management of this office is doing a good job.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q12","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Senior management of this office is doing a good job.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q12","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Senior management of this office is doing a good job.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q12","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Senior management of this office is doing a good job.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q13","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"The management of this office supports my daily efforts.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q13","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"The management of this office supports my daily efforts.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q13","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"The management of this office supports my daily efforts.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q13","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"The management of this office supports my daily efforts.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q13","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"The management of this office supports my daily efforts.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q14","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I receive appropriate feedback about my performance.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q14","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I receive appropriate feedback about my performance.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q14","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I receive appropriate feedback about my performance.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q14","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I receive appropriate feedback about my performance.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q14","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"I receive appropriate feedback about my performance.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q15","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"In this office, it is difficult to discuss errors.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q15","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"In this office, it is difficult to discuss errors.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q15","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"In this office, it is difficult to discuss errors.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q15","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"In this office, it is difficult to discuss errors.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q15","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"In this office, it is difficult to discuss errors.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q16","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefing other personnel before a procedure (e.g., biopsy) is important for patient safety.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q16","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefing other personnel before a procedure (e.g., biopsy) is important for patient safety.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q16","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefing other personnel before a procedure (e.g., biopsy) is important for patient safety.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q16","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefing other personnel before a procedure (e.g., biopsy) is important for patient safety.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q16","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefing other personnel before a procedure (e.g., biopsy) is important for patient safety.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q17","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefings are common in this office.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q17","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefings are common in this office.",NA,"Disagree slightly",2,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q17","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefings are common in this office.",NA,"Neutral",3,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q17","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefings are common in this office.",NA,"Agree slightly",4,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q17","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"Briefings are common in this office.",NA,"Agree strongly",5,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q18","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"This office is a good place to work.",NA,"Disagree strongly",1,NA,NA,NA,NA
"deilkas_2019_patient_safety_climate","deilkas_2019_patient_safety_climate_1","Q18","Safety Attitudes Questionnaire - Ambulatory Version (SAQ-AV), Norwegian version for GP practices","Norwegian",NA,NA,"This office is a good place to work.",NA,"Disagree slightly",2,NA,NA,NA,NA
