"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"ahmed_2019_wellbeing","PASS",4,4,TRUE,TRUE,FALSE,TRUE,0,0,""
"ajaykumar_2023_nasa_tlx","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,60,"60% of rows have blank option_text"
"alasmari_2025_ai_trust_compare","PASS",5,5,TRUE,TRUE,FALSE,TRUE,0,0,""
"alasmari_2025_ai_trust_confidence","PASS",4,4,TRUE,NA,TRUE,TRUE,0,0,"using raw_resp (no scoring key recoverable) -- resp-set check skipped by design"
"albeitawi_2025_preceptor_needs","PASS",7,7,TRUE,TRUE,FALSE,TRUE,0,0,""
"alcoholhealthwarninglabel_brennan_2022_awareness_harms_followup","PASS",4,4,TRUE,TRUE,FALSE,TRUE,0,0,""
"alcoholhealthwarninglabel_brennan_2022_emotional_arousal_followup","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,57.1,"57.1% of rows have blank option_text"
"alcoholstroop_jones2024","PASS",28,28,TRUE,TRUE,FALSE,TRUE,0,0,""
"alexander_2017_dsi","PASS",23,23,TRUE,TRUE,FALSE,TRUE,0,66.7,"66.7% of rows have blank option_text"
"algner2022_cse","PASS",12,12,TRUE,TRUE,FALSE,TRUE,0,0,""
"algner2022_mimi16","PASS",16,16,TRUE,TRUE,FALSE,TRUE,0,66.7,"66.7% of rows have blank option_text"
"algner2022_oss","WARN",6,6,TRUE,TRUE,FALSE,TRUE,33.3,66.7,"33.3% of rows have blank item_text | 66.7% of rows have blank option_text"
