"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"threat_isler_2024_exp4_cog_crt","main","crt1","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"A pencil and an eraser cost £1.10 in total. The pencil costs £1.00 more than the eraser. How much does the eraser cost?",1,"5 pence",1
"threat_isler_2024_exp4_cog_crt","main","crt1","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"A pencil and an eraser cost £1.10 in total. The pencil costs £1.00 more than the eraser. How much does the eraser cost?",1,"10 pence",2
"threat_isler_2024_exp4_cog_crt","main","crt1","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"A pencil and an eraser cost £1.10 in total. The pencil costs £1.00 more than the eraser. How much does the eraser cost?",1,"9 pence",3
"threat_isler_2024_exp4_cog_crt","main","crt1","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"A pencil and an eraser cost £1.10 in total. The pencil costs £1.00 more than the eraser. How much does the eraser cost?",1,"1 pence",4
"threat_isler_2024_exp4_cog_crt","main","crt2","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?",1,"5 minutes",1
"threat_isler_2024_exp4_cog_crt","main","crt2","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?",1,"100 minutes",2
"threat_isler_2024_exp4_cog_crt","main","crt2","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?",1,"20 minutes",3
"threat_isler_2024_exp4_cog_crt","main","crt2","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?",1,"500 minutes",4
"threat_isler_2024_exp4_cog_crt","main","crt3","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",1,"47 days",1
"threat_isler_2024_exp4_cog_crt","main","crt3","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",1,"24 days",2
"threat_isler_2024_exp4_cog_crt","main","crt3","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",1,"12 days",3
"threat_isler_2024_exp4_cog_crt","main","crt3","A validation study replicating previous findings and testing both COVID-19-specific and general versions of health and resource scarcity threat manipulations (N=2689). Items related to CRT.",NA,NA,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",1,"36 days",4
