"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM1","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑（如抖音视频对某体育旅游景点的评价）可以提高大学生体育旅行的意愿","Through social media, electronic word-of-mouth (e.g., reviews of a sports tourism destination on Douyin videos) can increase university students' willingness for sports tourism.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM1","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑（如抖音视频对某体育旅游景点的评价）可以提高大学生体育旅行的意愿","Through social media, electronic word-of-mouth (e.g., reviews of a sports tourism destination on Douyin videos) can increase university students' willingness for sports tourism.",NA,"不赞同","Disagree",2
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM1","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑（如抖音视频对某体育旅游景点的评价）可以提高大学生体育旅行的意愿","Through social media, electronic word-of-mouth (e.g., reviews of a sports tourism destination on Douyin videos) can increase university students' willingness for sports tourism.",NA,"中立","Neutral",3
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM1","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑（如抖音视频对某体育旅游景点的评价）可以提高大学生体育旅行的意愿","Through social media, electronic word-of-mouth (e.g., reviews of a sports tourism destination on Douyin videos) can increase university students' willingness for sports tourism.",NA,"赞同","Agree",4
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM1","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑（如抖音视频对某体育旅游景点的评价）可以提高大学生体育旅行的意愿","Through social media, electronic word-of-mouth (e.g., reviews of a sports tourism destination on Douyin videos) can increase university students' willingness for sports tourism.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM2","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑可以鼓励大学生体育旅行的行为","Through social media, electronic word-of-mouth can encourage university students' participation in sports tourism activities.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM2","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑可以鼓励大学生体育旅行的行为","Through social media, electronic word-of-mouth can encourage university students' participation in sports tourism activities.",NA,"不赞同","Disagree",2
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM2","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑可以鼓励大学生体育旅行的行为","Through social media, electronic word-of-mouth can encourage university students' participation in sports tourism activities.",NA,"中立","Neutral",3
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM2","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑可以鼓励大学生体育旅行的行为","Through social media, electronic word-of-mouth can encourage university students' participation in sports tourism activities.",NA,"赞同","Agree",4
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM2","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"通过社交媒体，电子口碑可以鼓励大学生体育旅行的行为","Through social media, electronic word-of-mouth can encourage university students' participation in sports tourism activities.",NA,"非常赞同","Strongly agree",5
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM3","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"社交媒体的电子口碑（如对抖音的评价）能提高大学生体育旅行的意愿","The electronic word-of-mouth on social media (e.g., Douyin reviews) can enhance university students' willingness for sports tourism.",NA,"非常不赞同","Strongly disagree",1
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM3","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"社交媒体的电子口碑（如对抖音的评价）能提高大学生体育旅行的意愿","The electronic word-of-mouth on social media (e.g., Douyin reviews) can enhance university students' willingness for sports tourism.",NA,"不赞同","Disagree",2
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM3","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"社交媒体的电子口碑（如对抖音的评价）能提高大学生体育旅行的意愿","The electronic word-of-mouth on social media (e.g., Douyin reviews) can enhance university students' willingness for sports tourism.",NA,"中立","Neutral",3
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM3","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"社交媒体的电子口碑（如对抖音的评价）能提高大学生体育旅行的意愿","The electronic word-of-mouth on social media (e.g., Douyin reviews) can enhance university students' willingness for sports tourism.",NA,"赞同","Agree",4
"li_2025_socmedia_ewom","li_2025_socmedia_ewom_1","eWoM3","Electronic word-of-mouth scale (Xu et al., 2024)","Chinese",NA,NA,"社交媒体的电子口碑（如对抖音的评价）能提高大学生体育旅行的意愿","The electronic word-of-mouth on social media (e.g., Douyin reviews) can enhance university students' willingness for sports tourism.",NA,"非常赞同","Strongly agree",5
